category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:6342	KIT	P10721	ENSG00000157404	3815	1	0	1	1	1	4	1	TheraSAbDab	Opelkibart	Mast/stem cell growth factor receptor Kit (KIT)	Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine KITLG/SCF and plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. In response to KITLG/SCF binding, KIT can activate several signaling pathways. Phosphorylates PIK3R1, PLCG1, SH2B2/APS and CBL. Activates the AKT1 signaling pathway by phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase. Activated KIT also transmits signals via GRB2 and activation of RAS, RAF1 and the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK1. Promotes activation of STAT family members STAT1, STAT3, STAT5A and STAT5B. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5- trisphosphate. KIT signaling is modulated by protein phosphatases, and by rapid internalization and degradation of the receptor. Activated KIT promotes phosphorylation of the protein phosphatases PTPN6/SHP-1 and PTPRU, and of the transcription factors STAT1, STAT3, STAT5A and STAT5B. Promotes phosphorylation of PIK3R1, CBL, CRK (isoform Crk-II), LYN, MAPK1/ERK2 and/or MAPK3/ERK1, PLCG1, SRC and SHC1.			
ADC	HGNC:6363	KLK2	P20151	ENSG00000167751	3817	0	0	0	0	0	0	1	TheraSAbDab	Alpitatug					
ADC	HGNC:6364	KLK3	P07288	ENSG00000142515	354	0	0	0	0	0	0	1	ADCdb		Prostate-specific antigen (KLK3)	Hydrolyzes semenogelin-1 thus leading to the liquefaction of the seminal coagulum.			
ADC	HGNC:6476	LAG3	P18627	ENSG00000089692	3902	1	1	0	1	0	3	1	TheraSAbDab	Bulumtatug					
ADC	HGNC:6499	LAMP1	P11279	ENSG00000185896	3916	1	0	0	1	1	3	1	ADCdb		Lysosome-associated membrane glycoprotein 1 (LAMP1)	Lysosomal membrane glycoprotein which plays an important role in lysosome biogenesis, autophagy, and cholesterol homeostasis. Also plays an important role in NK-cells cytotoxicity. Mechanistically, participates in cytotoxic granule movement to the cell surface and perforin trafficking to the lytic granule. In addition, protects NK-cells from degranulation-associated damage induced by their own cytotoxic granule content. Presents carbohydrate ligands to selectins. Also implicated in tumor cell metastasis.			
ADC	HGNC:6502	RPSA	P08865	ENSG00000168028	3921	0	0	1	0	0	1	1	ADCdb		40S ribosomal protein SA (RPSA)	Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits. Also functions as a cell surface receptor for laminin. Plays a role in cell adhesion to the basement membrane and in the consequent activation of signaling transduction pathways. May play a role in cell fate determination and tissue morphogenesis. Acts as a PPP1R16B-dependent substrate of PPP1CA.			
ADC	HGNC:651	AREG	P15514	ENSG00000109321	374	0	1	0	1	1	3	1	ADCdb		Amphiregulin (AREG)	Ligand of the EGF receptor/EGFR. Autocrine growth factor as well as a mitogen for a broad range of .get cells including astrocytes, Schwann cells and fibroblasts.			
ADC	HGNC:6564	LGALS3BP	Q08380	ENSG00000108679	3959	0	0	0	0	1	1	1	ADCdb		Galectin-3-binding protein (LGALS3BP)	Promotes integrin-mediated cell adhesion. May stimulate host defense against viruses and tumor cells.			
ADC	HGNC:6727	LY6E	Q16553	ENSG00000160932	4061	1	0	0	1	0	2	1	ADCdb		Lymphocyte antigen 6E (LY6E)	GPI-anchored cell surface protein that regulates T- lymphocytes proliferation, differentiation, and activation. Regulates the T-cell receptor (TCR) signaling by interacting with component CD3Z/CD247 at the plasma membrane, leading to CD3Z/CD247 phosphorylation modulation. Restricts the entry of human coronaviruses, including SARS-CoV, MERS-CoV and SARS-CoV-2, by interfering with spike protein-mediated membrane fusion. Also plays an essential role in placenta formation by acting as the main receptor for syncytin-A (SynA). Therefore, participates in the normal fusion of syncytiotrophoblast layer I (SynT- I) and in the proper morphogenesis of both fetal and maternal vasculatures within the placenta. May also act as a modulator of nicotinic acetylcholine receptors (nAChRs) activity.			
ADC	HGNC:6729	LY75	O60449	ENSG00000054219	4065	1	0	0	1	1	3	1	TheraSAbDab	Oberotatug	Lymphocyte antigen 75 (LY75)	Acts as an endocytic receptor to direct captured antigens from the extracellular space to a specialized antigen-processing compartment. Causes reduced proliferation of B- lymphocytes.			
ADC	HGNC:6765	MADCAM1	Q13477	ENSG00000099866	8174	1	0	0	0	0	1	1	ADCdb		Mucosal vascular addressin cell adhesion molecule 1 (MADCAM1)	Cell adhesion leukocyte receptor expressed by mucosal; venules, helps to direct lymphocyte traffic into mucosal tissues; including the Peyer patches and the intestinal lamina propria. It can; bind both integrin alpha-4/beta-7 and L-selectin, regulating both the; passage and retention of leukocytes. Isoform 2, lacking the mucin-like; domain, may be specialized in supporting integrin alpha-4/beta-7-; dependent adhesion strengthening, independent of L-selectin binding.			
ADC	HGNC:6934	MCAM	P43121	ENSG00000076706	4162	1	1	1	1	1	5	1	ADCdb		Cell surface glycoprotein MUC18 (MCAM)	Plays a role in cell adhesion, and in cohesion of the endothelial monolayer at intercellular junctions in vascular tissue. Its expression may allow melanoma cells to interact with cellular elements of the vascular system, thereby enhancing hematogeneous tumor spread. Could be an adhesion molecule active in neural crest cells during embryonic development. Acts as a surface receptor that triggers tyrosine phosphorylation of FYN and PTK2/FAK1, and a transient increase in the intracellular calcium concentration.			
ADC	HGNC:6953	CD46	P15529	ENSG00000117335	4179	1	1	1	1	1	5	1	ADCdb		Membrane cofactor protein (CD46)	Acts as a cofactor for complement factor I, a serine protease which protects autologous cells against complement-mediated injury by cleaving C3b and C4b deposited on host tissue. May be involved in the fusion of the spermatozoa with the oocyte during fertilization. Also acts as a costimulatory factor for T-cells which induces the differentiation of CD4+ into T-regulatory 1 cells. T-regulatory 1 cells suppress immune responses by secreting interleukin-10, and therefore are thought to prevent autoimmunity.			
ADC	HGNC:7027	MERTK	Q12866	ENSG00000153208	10461	1	0	1	1	1	4	1	ADCdb		Tyrosine-protein kinase Mer (MERTK)	Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to several ligands including LGALS3, TUB, TULP1 or GAS6. Regulates many physiological processes including cell survival, migration, differentiation, and phagocytosis of apoptotic cells (efferocytosis). Ligand binding at the cell surface induces autophosphorylation of MERTK on its intracellular domain that provides docking sites for downstream signaling molecules. Following activation by ligand, interacts with GRB2 or PLCG2 and induces phosphorylation of MAPK1, MAPK2, FAK/PTK2 or RAC1. MERTK signaling plays a role in various processes such as macrophage clearance of apoptotic cells, platelet aggregation, cytoskeleton reorganization and engulfment. Functions in the retinal pigment epithelium (RPE) as a regulator of rod outer segments fragments phagocytosis. Also plays an important role in inhibition of Toll-like receptors (TLRs)-mediated innate immune response by activating STAT1, which selectively induces production of suppressors of cytokine signaling SOCS1 and SOCS3.			
ADC	HGNC:7029	MET	P08581	ENSG00000105976	4233	1	1	1	1	1	5	1	TheraSAbDab	Telisotuzumab; TELISOTUZUMAB VEDOTIN	Hepatocyte growth factor receptor (MET); Hepatocyte growth factor receptor (MET); Epidermal growth factor receptor (EGFR); (+1 more)	Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to hepatocyte growth factor/HGF ligand. Regulates many physiological processes including proliferation, scattering, morphogenesis and survival. Ligand binding at the cell surface induces autophosphorylation of MET on its intracellular domain that provides docking sites for downstream signaling molecules. Following activation by ligand, interacts with the PI3-kinase subunit PIK3R1, PLCG1, SRC, GRB2, STAT3 or the adapter GAB1. Recruitment of these downstream effectors by MET leads to the activation of several signaling cascades including the RAS-ERK, PI3 kinase-AKT, or PLCgamma-PKC. The RAS-ERK activation is associated with the morphogenetic effects while PI3K/AKT coordinates prosurvival effects. During embryonic development, MET signaling plays a role in gastrulation, development and migration of neuronal precursors, angiogenesis and kidney formation. During skeletal muscle development, it is crucial for the migration of muscle progenitor cells and for the proliferation of secondary myoblasts. In adults, participates in wound healing as well as organ regeneration and tissue remodeling. Promotes also differentiation and proliferation of hematopoietic cells. May regulate cortical bone osteogenesis.			
ADC	HGNC:7037	MELTF	P08582	ENSG00000163975	4241	1	1	0	1	1	4	1	ADCdb		Melanotransferrin (MELTF)	Involved in iron cellular uptake. Seems to be internalized and then recycled back to the cell membrane. Binds a single atom of iron per subunit. Could also bind zinc.			
ADC	HGNC:7082	CD99	P14209	ENSG00000002586	4267	1	0	0	0	0	1	1	ADCdb		CD99 antigen (CD99)	Involved in T-cell adhesion processes and in spontaneous rosette formation with erythrocytes. Plays a role in a late step of leukocyte extravasation helping leukocytes to overcome the endothelial basement membrane. Acts at the same site as, but independently of, PECAM1. Involved in T-cell adhesion processes.			
ADC	HGNC:7090	MICA	Q29983	ENSG00000204520	100507436	1	1	0	1	1	4	1	ADCdb		MHC class I polypeptide-related sequence A (MICA)	Seems to have no role in antigen presentation. Acts as a stress-induced self-antigen that is recognized by gamma delta T-cells. Ligand for the KLRK1/NKG2D receptor. Binding to KLRK1 leads to cell lysis.			
ADC	HGNC:7176	MMP9	P14780	ENSG00000100985	4318	0	0	0	0	0	0	1	ADCdb		Matrix metalloproteinase-9 (MMP9)	Matrix metalloproteinase that plays an essential role in local proteolysis of the extracellular matrix and in leukocyte migration. Could play a role in bone osteoclastic resorption. Cleaves KiSS1 at a Gly-|-Leu bond. Cleaves NINJ1 to generate the Secreted ninjurin-1 form. Cleaves type IV and type V collagen into large C-terminal three quarter fragments and shorter N- terminal one quarter fragments. Degrades fibronectin but not laminin or Pz-peptide.			
ADC	HGNC:7228	MRC1	P22897	ENSG00000260314	4360	1	0	0	1	1	3	1	ADCdb		Macrophage mannose receptor 1 (MRC1)	Mediates the endocytosis of glycoproteins by macrophages. Binds both sulfated and non-sulfated polysaccharide chains. Acts as phagocytic receptor for bacteria, fungi and other pathogens. Acts as a receptor for Dengue virus envelope protein E.			
ADC	HGNC:7315	MS4A1	P11836	ENSG00000156738	931	1	1	1	1	1	5	1	TheraSAbDab	Ibritumomab	B-lymphocyte antigen CD20 (MS4A1)	B-lymphocyte-specific membrane protein that plays a role in the regulation of cellular calcium influx necessary for the development, differentiation, and activation of B-lymphocytes. Functions as a store-operated calcium (SOC) channel component promoting calcium influx after activation by the B-cell receptor/BCR.			
ADC	HGNC:7371	MSLN	Q13421	ENSG00000102854	10232	1	1	1	1	1	5	1	TheraSAbDab	Anetumab; ANETUMAB RAVTANSINE	Mesothelin (MSLN)	Membrane-anchored forms may play a role in cellular adhesion.; Megakaryocyte-potentiating factor (MPF) potentiates megakaryocyte colony formation in vitro.			
ADC	HGNC:7381	MST1R	Q04912	ENSG00000164078	4486	1	1	0	1	1	4	1	ADCdb		Macrophage-stimulating protein receptor (MST1R)	Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to MST1 ligand. Regulates many physiological processes including cell survival, migration and differentiation. Ligand binding at the cell surface induces autophosphorylation of RON on its intracellular domain that provides docking sites for downstream signaling molecules. Following activation by ligand, interacts with the PI3-kinase subunit PIK3R1, PLCG1 or the adapter GAB1. Recruitment of these downstream effectors by RON leads to the activation of several signaling cascades including the RAS-ERK, PI3 kinase-AKT, or PLCgamma-PKC. RON signaling activates the wound healing response by promoting epithelial cell migration, proliferation as well as survival at the wound site. Also plays a role in the innate immune response by regulating the migration and phagocytic activity of macrophages. Alternatively, RON can also promote signals such as cell migration and proliferation in response to growth factors other than MST1 ligand.			
ADC	HGNC:742	ASGR1	P07306	ENSG00000141505	432	1	1	1	1	0	4	1	ADCdb		Asialoglycoprotein receptor 1 (ASGR1)	Mediates the endocytosis of plasma glycoproteins to which the terminal sialic acid residue on their complex carbohydrate moieties has been removed. The receptor recognizes terminal galactose and N- acetylgalactosamine units. After ligand binding to the receptor, the resulting complex is internalized and transported to a sorting organelle, where receptor and ligand are disassociated. The receptor then returns to the cell membrane surface.			
ADC	HGNC:7463	MTNR1A	P48039	ENSG00000168412	4543	1	0	0	1	0	2	1	ADCdb		Melatonin receptor type 1A (MTNR1A)	High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.			
ADC	HGNC:7508	MUC1	P15941	ENSG00000185499	4582	1	1	1	1	0	4	1	TheraSAbDab	Cantuzumab; Clivatuzumab; CANTUZUMAB MERTANSINE; NACOLOMAB TAFENATOX; CANTUZUMAB RAVTANSINE	Mucin-1 (MUC1)	The alpha subunit has cell adhesive properties. Can act both as an adhesion and an anti-adhesion protein. May provide a protective layer on epithelial cells against bacterial and enzyme attack. The beta subunit contains a C-terminal domain which is involved in cell signaling, through phosphorylations and protein- protein interactions. Modulates signaling in ERK, SRC and NF-kappa-B pathways. In activated T-cells, influences directly or indirectly the Ras/MAPK pathway. Promotes tumor progression. Regulates TP53-mediated transcription and determines cell fate in the genotoxic stress response. Binds, together with KLF4, the PE21 promoter element of TP53 and represses TP53 activity.			
ADC	HGNC:757	ASPH	Q12797	ENSG00000198363	444	0	0	0	0	0	0	1	ADCdb		Aspartyl/asparaginyl beta-hydroxylase (ASPH)	Specifically hydroxylates an Asp or Asn residue in certain epidermal growth factor-like (EGF) domains of a number of proteins.			
ADC	HGNC:7656	NCAM1	P13591	ENSG00000149294	4684	1	1	1	1	1	5	1	TheraSAbDab	Lorvotuzumab; LORVOTUZUMAB MERTANSINE	Neural cell adhesion molecule 1 (NCAM1)	This protein is a cell adhesion molecule involved in neuron- neuron adhesion, neurite fasciculation, outgrowth of neurites, etc.; (Microbial infection) Acts as a receptor for rabies virus.			
ADC	HGNC:7809	NGFR	P08138	ENSG00000064300	4804	1	1	1	1	0	4	1	ADCdb		Tumor necrosis factor receptor superfamily member 16 (NGFR)	Low affinity receptor which can bind to NGF, BDNF, NTF3, and NTF4. Forms a heterodimeric receptor with SORCS2 that binds the precursor forms of NGF, BDNF and NTF3 with high affinity, and has much lower affinity for mature NGF and BDNF. Plays an important role in differentiation and survival of specific neuronal populations during development. Can mediate cell survival as well as cell death of neural cells. Plays a role in the inactivation of RHOA. Plays a role in the regulation of the translocation of GLUT4 to the cell surface in adipocytes and skeletal muscle cells in response to insulin, probably by regulating RAB31 activity, and thereby contributes to the regulation of insulin- dependent glucose uptake. Necessary for the circadian oscillation of the clock genes BMAL1, PER1, PER2 and NR1D1 in the suprachiasmatic nucleus (SCmgetaN) of the brain and in liver and of the genes involved in glucose and lipid metabolism in the liver.			
ADC	HGNC:7883	NOTCH3	Q9UM47	ENSG00000074181	4854	1	1	1	1	0	4	1	ADCdb		Neurogenic locus notch homolog protein 3 (NOTCH3)	Functions as a receptor for membrane-bound ligands Jagged1, Jagged2 and Delta1 to regulate cell-fate determination. Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBPJ/RBPSUH and activates genes of the enhancer of split locus. Affects the implementation of differentiation, proliferation and apoptotic programs.			
ADC	HGNC:8021	NT5E	P21589	ENSG00000135318	4907	1	1	1	1	1	5	1	ADCdb		5&#039;-nucleotidase (NT5E)	Catalyzes the hydrolysis of nucleotide monophosphates, releasing inorganic phosphate and the corresponding nucleoside, with AMP being the preferred substrate. Shows a preference for ribonucleotide monophosphates over their equivalent deoxyribose forms. Other substrates include IMP, UMP, GMP, CMP, dAMP, dCMP, dTMP, NAD and NMN.			
ADC	HGNC:8032	NTRK2	Q16620	ENSG00000148053	4915	1	0	1	1	1	4	1	ADCdb		BDNF/NT-3 growth factors receptor (NTRK2)	Receptor tyrosine kinase involved in the development and the maturation of the central and the peripheral nervous systems through regulation of neuron survival, proliferation, migration, differentiation, and synapse formation and plasticity. Receptor for BDNF/brain-derived neurotrophic factor and NTF4/neurotrophin-4. Alternatively can also bind NTF3/neurotrophin-3 which is less efficient in activating the receptor but regulates neuron survival through NTRK2. Upon ligand- binding, undergoes homodimerization, autophosphorylation and activation. Recruits, phosphorylates and/or activates several downstream effectors including SHC1, FRS2, SH2B1, SH2B2 and PLCG1 that regulate distinct overlapping signaling cascades. Through SHC1, FRS2, SH2B1, SH2B2 activates the GRB2-Ras-MAPK cascade that regulates for instance neuronal differentiation including neurite outgrowth. Through the same effectors controls the Ras-PI3 kinase-AKT1 signaling cascade that mainly regulates growth and survival. Through PLCG1 and the downstream protein kinase C-regulated pathways controls synaptic plasticity. Thereby, plays a role in learning and memory by regulating both short term synaptic function and long-term potentiation. PLCG1 also leads to NF-Kappa-B activation and the transcription of genes involved in cell survival. Hence, it is able to suppress anoikis, the apoptosis resulting from loss of cell-matrix interactions. May also play a role in neutrophin-dependent calcium signaling in glial cells and mediate communication between neurons and glia.			
ADC	HGNC:8537	P2RX7	Q99572	ENSG00000089041	5027	1	0	0	1	1	3	1	ADCdb		P2X purinoceptor 7 (P2RX7)	Receptor for ATP that acts as a ligand-gated ion channel. Responsible for ATP-dependent lysis of macrophages through the formation of membrane pores permeable to large molecules. Could function in both fast synaptic transmission and the ATP-mediated lysis of antigen-presenting cells. In the absence of its natural ligand, ATP, functions as a scavenger receptor in the recognition and engulfment of apoptotic cells.			
ADC	HGNC:8760	PDCD1	Q15116	ENSG00000188389	5133	1	1	0	1	1	4	1	ADCdb		Programmed cell death protein 1 (PDCD1)	Inhibitory receptor on antigen activated T-cells that plays a critical role in induction and maintenance of immune tolerance to self. Delivers inhibitory signals upon binding to ligands CD274/PDCD1L1 and CD273/PDCD1LG2. Following T-cell receptor (TCR) engagement, PDCD1 associates with CD3-TCR in the immunological synapse and directly inhibits T-cell activation. Suppresses T-cell activation through the recruitment of PTPN11/SHP-2: following ligand-binding, PDCD1 is phosphorylated within the ITSM motif, leading to the recruitment of the protein tyrosine phosphatase PTPN11/SHP-2 that mediates dephosphorylation of key TCR proximal signaling molecules, such as ZAP70, PRKCQ/PKCtheta and CD247/CD3zeta.			
ADC	HGNC:8803	PDGFRA	P16234	ENSG00000134853	5156	1	0	1	1	1	4	1	ADCdb		Platelet-derived growth factor receptor alpha (PDGFRA)	Tyrosine-protein kinase that acts as a cell-surface receptor for PDGFA, PDGFB and PDGFC and plays an essential role in the regulation of embryonic development, cell proliferation, survival and chemotaxis. Depending on the context, promotes or inhibits cell proliferation and cell migration. Plays an important role in the differentiation of bone marrow-derived mesenchymal stem cells. Required for normal skeleton development and cephalic closure during embryonic development. Required for normal development of the mucosa lining the gastrointestinal tract, and for recruitment of mesenchymal cells and normal development of intestinal villi. Plays a role in cell migration and chemotaxis in wound healing. Plays a role in platelet activation, secretion of agonists from platelet granules, and in thrombin-induced platelet aggregation. Binding of its cognate ligands - homodimeric PDGFA, homodimeric PDGFB, heterodimers formed by PDGFA and PDGFB or homodimeric PDGFC -leads to the activation of several signaling cascades; the response depends on the nature of the bound ligand and is modulated by the formation of heterodimers between PDGFRA and PDGFRB. Phosphorylates PIK3R1, PLCG1, and PTPN11. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate, mobilization of cytosolic Ca(2+) and the activation of protein kinase C. Phosphorylates PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, and thereby mediates activation of the AKT1 signaling pathway. Mediates activation of HRAS and of the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK1. Promotes activation of STAT family members STAT1, STAT3 and STAT5A and/or STAT5B. Receptor signaling is down-regulated by protein phosphatases that dephosphorylate the receptor and its down-stream effectors, and by rapid internalization of the activated receptor.			
ADC	HGNC:8804	PDGFRB	P09619	ENSG00000113721	5159	1	1	0	1	1	4	1	ADCdb		Platelet-derived growth factor receptor beta (PDGFRB); Vascular endothelial growth factor A (VEGFA); Platelet-derived growth factor receptor beta (PDGFRB)	Tyrosine-protein kinase that acts as cell-surface receptor for homodimeric PDGFB and PDGFD and for heterodimers formed by PDGFA and PDGFB, and plays an essential role in the regulation of embryonic development, cell proliferation, survival, differentiation, chemotaxis and migration. Plays an essential role in blood vessel development by promoting proliferation, migration and recruitment of pericytes and smooth muscle cells to endothelial cells. Plays a role in the migration of vascular smooth muscle cells and the formation of neointima at vascular injury sites. Required for normal development of the cardiovascular system. Required for normal recruitment of pericytes (mesangial cells) in the kidney glomerulus, and for normal formation of a branched network of capillaries in kidney glomeruli. Promotes rearrangement of the actin cytoskeleton and the formation of membrane ruffles. Binding of its cognate ligands - homodimeric PDGFB, heterodimers formed by PDGFA and PDGFB or homodimeric PDGFD -leads to the activation of several signaling cascades; the response depends on the nature of the bound ligand and is modulated by the formation of heterodimers between PDGFRA and PDGFRB. Phosphorylates PLCG1, PIK3R1, PTPN11, RASA1/GAP, CBL, SHC1 and NCK1. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate, mobilization of cytosolic Ca(2+) and the activation of protein kinase C. Phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, leads to the activation of the AKT1 signaling pathway. Phosphorylation of SHC1, or of the C-terminus of PTPN11, creates a binding site for GRB2, resulting in the activation of HRAS, RAF1 and down-stream MAP kinases, including MAPK1/ERK2 and/or MAPK3/ERK1. Promotes phosphorylation and activation of SRC family kinases. Promotes phosphorylation of PDCD6IP/ALIX and STAM. Receptor signaling is down-regulated by protein phosphatases that dephosphorylate the receptor and its down-stream effectors, and by rapid internalization of the activated receptor.			
ADC	HGNC:905	AXL	P30530	ENSG00000167601	558	1	1	1	1	1	5	1	TheraSAbDab	Enapotamab; Mecbotamab; Mipasetamab; ENAPOTAMAB VEDOTIN; MECBOTAMAB VEDOTIN	Tyrosine-protein kinase receptor UFO (AXL)	Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding growth factor GAS6 and which is thus regulating many physiological processes including cell survival, cell proliferation, migration and differentiation. Ligand binding at the cell surface induces dimerization and autophosphorylation of AXL. Following activation by ligand, AXL binds and induces tyrosine phosphorylation of PI3-kinase subunits PIK3R1, PIK3R2 and PIK3R3; but also GRB2, PLCG1, LCK and PTPN11. Other downstream substrate candidates for AXL are CBL, NCK2, SOCS1 and TNS2. Recruitment of GRB2 and phosphatidylinositol 3 kinase regulatory subunits by AXL leads to the downstream activation of the AKT kinase. GAS6/AXL signaling plays a role in various processes such as endothelial cell survival during acidification by preventing apoptosis, optimal cytokine signaling during human natural killer cell development, hepatic regeneration, gonadotropin-releasing hormone neuron survival and migration, platelet activation, or regulation of thrombotic responses. Also plays an important role in inhibition of Toll-like receptors (TLRs)-mediated innate immune response.			
ADC	HGNC:9053	PLAUR	Q03405	ENSG00000011422	5329	1	1	1	1	1	5	1	ADCdb		Urokinase plasminogen activator surface receptor (PLAUR)	Acts as a receptor for urokinase plasminogen activator. Plays a role in localizing and promoting plasmin formation. Mediates the proteolysis-independent signal transduction activation effects of U-PA. It is subject to negative-feedback regulation by U-PA which cleaves it into an inactive form.			
ADC	HGNC:914	B2M	P61769	ENSG00000166710	567	1	1	1	0	0	3	1	ADCdb		Beta-2-microglobulin (B2M)	Component of the class I major histocompatibility complex (MHC). Involved in the presentation of peptide antigens to the immune system. Exogenously applied M.tuberculosis EsxA or EsxA-EsxB (or EsxA expressed in host) binds B2M and decreases its export to the cell surface (total protein levels do not change), probably leading to defects in class I antigen presentation.			
ADC	HGNC:9171	PODXL	O00592	ENSG00000128567	5420	1	1	1	1	1	5	1	ADCdb		Podocalyxin (PODXL)	Involved in the regulation of both adhesion and cell morphology and cancer progression. Functions as an anti-adhesive molecule that maintains an open filtration pathway between neighboring foot processes in the podocyte by charge repulsion. Acts as a pro- adhesive molecule, enhancing the adherence of cells to immobilized ligands, increasing the rate of migration and cell-cell contacts in an integrin-dependent manner. Induces the formation of apical actin- dependent microvilli. Involved in the formation of a preapical plasma membrane subdomain to set up initial epithelial polarization and the apical lumen formation during renal tubulogenesis. Plays a role in cancer development and aggressiveness by inducing cell migration and invasion through its interaction with the actin-binding protein EZR. Affects EZR-dependent signaling events, leading to increased activities of the MAPK and PI3K pathways in cancer cells.			
ADC	HGNC:9446	PRLR	P16471	ENSG00000113494	5618	1	1	0	1	0	3	1	TheraSAbDab	Rolinsatamab	Prolactin receptor (PRLR)	This is a receptor for the anterior pitui.y hormone prolactin (PRL). Acts as a prosurvival factor for spermatozoa by inhibiting sperm capacitation through suppression of SRC kinase activation and stimulation of AKT. Isoform 4 is unable to transduce prolactin signaling. Isoform 6 is unable to transduce prolactin signaling.			
ADC	HGNC:9449	PRNP	P04156	ENSG00000171867	5621	1	1	0	1	1	4	1	ADCdb		Alternative prion protein (PRNP); Major prion protein (PRNP)				
ADC	HGNC:9454	PROM1	O43490	ENSG00000007062	8842	1	1	1	1	1	5	1	ADCdb		Prominin-1 (PROM1)	May play a role in cell differentiation, proliferation and apoptosis. Binds cholesterol in cholesterol- containing plasma membrane microdomains and may play a role in the organization of the apical plasma membrane in epithelial cells. During early retinal development acts as a key regulator of disk morphogenesis. Involved in regulation of MAPK and Akt signaling pathways. In neuroblastoma cells suppresses cell differentiation such as neurite outgrowth in a RET-dependent manner.			
ADC	HGNC:9601	PTGFRN	Q9P2B2	ENSG00000134247	5738	1	1	0	1	1	4	1	ADCdb		Prostaglandin F2 receptor negative regulator (PTGFRN)	Inhibits the binding of prostaglandin F2-alpha (PGF2-alpha) to its specific FP receptor, by decreasing the receptor number rather than the affinity constant. Functional coupling with the prostaglandin F2-alpha receptor seems to occur. In myoblasts, associates with tetraspanins CD9 and CD81 to prevent myotube fusion during muscle regeneration.			
ADC	HGNC:9618	PTK7	Q13308	ENSG00000112655	5754	1	0	1	1	1	4	1	TheraSAbDab	Cofetuzumab	Inactive tyrosine-protein kinase 7 (PTK7); Inactive tyrosine-protein kinase 7 (PTK7); Epidermal growth factor receptor (EGFR)	Inactive tyrosine kinase involved in Wnt signaling pathway. Component of both the non-canonical (also known as the Wnt/planar cell polarity signaling) and the canonical Wnt signaling pathway. Functions in cell adhesion, cell migration, cell polarity, proliferation, actin cytoskeleton reorganization and apoptosis. Has a role in embryogenesis, epithelial tissue organization and angiogenesis.			
ADC	HGNC:9666	PTPRC	P08575	ENSG00000081237	5788	1	1	0	1	1	4	1	ADCdb		Receptor-type tyrosine-protein phosphatase C (PTPRC)	Protein tyrosine-protein phosphatase required for T-cell activation through the antigen receptor. Acts as a positive regulator of T-cell coactivation upon binding to DPP4. The first PTPase domain has enzymatic activity, while the second one seems to affect the substrate specificity of the first one. Upon T-cell activation, recruits and dephosphorylates SKAP1 and FYN. Dephosphorylates LYN, and thereby modulates LYN activity.			
ADC	HGNC:9705	PVR	P15151	ENSG00000073008	5817	1	1	1	1	1	5	1	ADCdb		Poliovirus receptor (PVR)	Mediates NK cell adhesion and triggers NK cell effector functions. Binds two different NK cell receptors: CD96 and CD226. These interactions accumulates at the cell-cell contact site, leading to the formation of a mature immunological synapse between NK cell and .get cell. This may trigger adhesion and secretion of lytic granules and IFN-gamma and activate cytotoxicity of activated NK cells. May also promote NK cell-.get cell modular exchange, and PVR transfer to the NK cell. This transfer is more important in some tumor cells expressing a lot of PVR, and may trigger fratricide NK cell activation, providing tumors with a mechanism of immunoevasion. Plays a role in mediating tumor cell invasion and migration.			
ADC	HGNC:9707	NECTIN2	Q92692	ENSG00000130202	5819	1	1	1	1	1	5	1	ADCdb		Nectin-2 (NECTIN2)	Modulator of T-cell signaling. Can be either a costimulator of T-cell function, or a coinhibitor, depending on the receptor it binds to. Upon binding to CD226, stimulates T-cell proliferation and cytokine production, including that of IL2, IL5, IL10, IL13, and IFNG. Upon interaction with PVRIG, inhibits T-cell proliferation. These interactions are competitive. Probable cell adhesion protein.			
