gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	category	subcategory	facet	surface_call_reason	induction_trigger	low_endogenous_expression	state_dependence
KDF1	HGNC:26624	Q8NAX2	ENSG00000175707	126695.0	no	all	none	cytoplasmic	none	1	unclear
KIAA0040	HGNC:28950	Q15053	ENSG00000235750	9674.0	no	all	none	nuclear_envelope	none	1	unclear
KIAA0232	HGNC:28992	Q92628	ENSG00000170871	9778.0	no	all	none	cytoplasmic	none	1	unclear
KIAA1328	HGNC:29248	Q86T90	ENSG00000150477	57536.0	no	all	none	cytoplasmic	none	1	unclear
KIAA1614	HGNC:29327	Q5VZ46	ENSG00000135835	57710.0	no	all	none	cytoplasmic	none	1	unclear
KIAA1958	HGNC:23427	Q8N8K9	ENSG00000165185	158405.0	no	all	none	cytoplasmic	none	1	unclear
KLHDC8B	HGNC:28557	Q8IXV7	ENSG00000185909	200942.0	no	all	none	cytoplasmic	none	1	unclear
KLK15	HGNC:20453	Q9H2R5	ENSG00000174562	55554.0	no	all	none	secreted_only	oncogenic	0	unclear
KLK3	HGNC:6364	P07288	ENSG00000142515	354.0	no	all	none	secreted_only	none	0	unclear
KLK6	HGNC:6367	Q92876	ENSG00000167755	5653.0	no	all	none	secreted_only	oncogenic	0	unclear
KNCN	HGNC:26488	A6PVL3	ENSG00000162456	148930.0	no	all	none	cytoplasmic	none	1	unclear
KNG1	HGNC:6383	P01042	ENSG00000113889	3827.0	no	all	none	secreted_only	infection	0	unclear
KPLCE	HGNC:29468	Q5T750	ENSG00000198854	100129271.0	no	all	none	cytoplasmic	none	0	unclear
KRTCAP3	HGNC:28943	Q53RY4	ENSG00000157992	200634.0	no	all	none	endomembrane_resident	none	1	unclear
KSR1	HGNC:6465	Q8IVT5	ENSG00000141068	8844.0	no	all	none	inner_leaflet_anchored	none	0	unclear
LAMA4	HGNC:6484	Q16363	ENSG00000112769	3910.0	no	all	none	secreted_only	oncogenic	0	unclear
LANCL1	HGNC:6508	O43813	ENSG00000115365	10314.0	no	all	none	inner_leaflet_anchored	none	1	unclear
LANCL3	HGNC:24767	Q6ZV70	ENSG00000147036	347404.0	no	all	none	inner_leaflet_anchored	none	1	unclear
LAP3	HGNC:18449	P28838	ENSG00000002549	51056.0	no	all	none	cytoplasmic	none	0	unclear
LAPTM5	HGNC:29612	Q13571	ENSG00000162511	7805.0	no	all	none	endomembrane_resident	immune	0	unclear
LDLRAD4	HGNC:1224	O15165	ENSG00000168675	753.0	no	all	none	endomembrane_resident	none	1	unclear
LEMD1	HGNC:18725	Q68G75	ENSG00000186007	93273.0	no	all	none	nuclear_envelope	none	1	unclear
LGALS7B	HGNC:34447	P47929	ENSG00000178934	653499.0	no	all	none	secreted_only	oncogenic	1	unclear
LHFPL7	HGNC:33725	Q6ICI0	ENSG00000206069	255349.0	no	all	none	endomembrane_resident	none	1	unclear
LIN7A	HGNC:17787	O14910	ENSG00000111052	8825.0	no	all	none	cytoplasmic	oncogenic	0	unclear
LIN7B	HGNC:17788	Q9HAP6	ENSG00000104863	64130.0	no	all	none	inner_leaflet_anchored	none	1	unclear
LIN7C	HGNC:17789	Q9NUP9	ENSG00000148943	55327.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
LIPH	HGNC:18483	Q8WWY8	ENSG00000163898	200879.0	no	all	none	secreted_only	none	1	unclear
LIPM	HGNC:23455	Q5VYY2	ENSG00000173239	340654.0	no	all	none	secreted_only	none	0	unclear
LITAF	HGNC:16841	Q99732	ENSG00000189067	9516.0	no	all	none	endomembrane_resident	none	1	unclear
LNX1	HGNC:6657	Q8TBB1	ENSG00000072201	84708.0	no	all	none	inner_leaflet_anchored	none	0	unclear
LNX2	HGNC:20421	Q8N448	ENSG00000139517	222484.0	no	all	none	cytoplasmic	infection	0	unclear
LOX	HGNC:6664	P28300	ENSG00000113083	4015.0	no	all	none	secreted_only	oncogenic	0	unclear
LOXHD1	HGNC:26521	Q8IVV2	ENSG00000167210	125336.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
LOXL1	HGNC:6665	Q08397	ENSG00000129038	4016.0	no	all	none	secreted_only	none	0	unclear
LOXL3	HGNC:13869	P58215	ENSG00000115318	84695.0	no	all	none	secreted_only	none	0	unclear
LPXN	HGNC:14061	O60711	ENSG00000110031	9404.0	no	all	none	cytoplasmic	oncogenic	0	unclear
LRATD2	HGNC:24166	Q96KN1	ENSG00000168672	157638.0	no	all	none	cytoplasmic	none	1	unclear
LRCOL1	HGNC:44160	A6NCL2	ENSG00000204583	100507055.0	no	all	none	secreted_only	none	1	unclear
LRRC37A3	HGNC:32427	O60309	ENSG00000176809	374819.0	no	all	none	secreted_only	none	1	unclear
LRRC3B	HGNC:28105	Q96PB8	ENSG00000179796	116135.0	no	all	none	secreted_only	none	1	unclear
LRRC57	HGNC:26719	Q8N9N7	ENSG00000180979	255252.0	no	all	none	cytoplasmic	none	1	unclear
LRRC69	HGNC:34303	Q6ZNQ3	ENSG00000214954	100130742.0	no	all	none	cytoplasmic	none	1	unclear
LRRIQ3	HGNC:28318	A6PVS8	ENSG00000162620	127255.0	no	all	none	cytoplasmic	none	1	unclear
LSM4	HGNC:17259	Q9Y4Z0	ENSG00000130520	25804.0	no	all	none	nuclear	none	0	unclear
LTAP1	HGNC:29876	Q9BWL3	ENSG00000143612	25912.0	no	all	none	endomembrane_resident	none	1	unclear
LTBP1	HGNC:6714	Q14766	ENSG00000049323	4052.0	no	all	none	secreted_only	immune	0	unclear
LTF	HGNC:6720	P02788	ENSG00000012223	4057.0	no	all	none	secreted_only	oncogenic	0	unclear
LY6G5B	HGNC:13931	Q8NDX9	ENSG00000240053	58496.0	no	all	none	secreted_only	none	1	unclear
LY6G5C	HGNC:13932	Q5SRR4	ENSG00000204428	80741.0	no	all	none	secreted_only	oncogenic	1	unclear
LYG1	HGNC:27014	Q8N1E2	ENSG00000144214	129530.0	no	all	none	secreted_only	none	1	unclear
LYN	HGNC:6735	P07948	ENSG00000254087	4067.0	no	all	none	inner_leaflet_anchored	immune	1	unclear
LYSMD2	HGNC:28571	Q8IV50	ENSG00000140280	256586.0	no	all	none	endomembrane_resident	none	1	unclear
LYSMD4	HGNC:26571	Q5XG99	ENSG00000183060	145748.0	no	all	none	endomembrane_resident	none	1	unclear
MACF1	HGNC:13664	Q9UPN3	ENSG00000127603	23499.0	no	all	none	cytoplasmic	none	0	unclear
MAGEA10	HGNC:6797	P43363	ENSG00000124260	4109.0	no	all	none	pmhc_only_intracellular	oncogenic	1	unclear
MAGI3	HGNC:29647	Q5TCQ9	ENSG00000081026	260425.0	no	all	none	inner_leaflet_anchored	infection	0	unclear
MAMDC2	HGNC:23673	Q7Z304	ENSG00000165072	256691.0	no	all	none	secreted_only	oncogenic	1	unclear
MAMDC4	HGNC:24083	Q6UXC1	ENSG00000177943	158056.0	no	all	none	endomembrane_resident	infection	1	unclear
MAN2B2	HGNC:29623	Q9Y2E5	ENSG00000013288	23324.0	no	all	none	secreted_only	none	1	unclear
MANSC1	HGNC:25505	Q9H8J5	ENSG00000111261	54682.0	no	all	none	endomembrane_resident	none	1	unclear
MAPT	HGNC:6893	P10636	ENSG00000186868	4137.0	no	all	none	cytoplasmic	oncogenic	0	unclear
MARCHF10	HGNC:26655	Q8NA82	ENSG00000173838	162333.0	no	all	none	endomembrane_resident	infection	0	unclear
MARK2	HGNC:3332	Q7KZI7	ENSG00000072518	2011.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
MASP1	HGNC:6901	P48740	ENSG00000127241	5648.0	no	all	none	secreted_only	none	0	unclear
MASP2	HGNC:6902	O00187	ENSG00000009724	10747.0	no	all	none	secreted_only	immune	0	unclear
MBL2	HGNC:6922	P11226	ENSG00000165471	4153.0	no	all	none	secreted_only	oncogenic	0	unclear
MBLAC2	HGNC:33711	Q68D91	ENSG00000176055	153364.0	no	all	none	inner_leaflet_anchored	none	1	unclear
MBP	HGNC:6925	P02686	ENSG00000197971	4155.0	no	all	none	inner_leaflet_anchored	none	0	unclear
MCC	HGNC:6935	P23508	ENSG00000171444	4163.0	no	all	none	cytoplasmic	none	1	unclear
MCTP1	HGNC:26183	Q6DN14	ENSG00000175471	79772.0	no	all	none	endomembrane_resident	none	0	unclear
MCTS2	HGNC:49760	A0A3B3IRV3	ENSG00000101898	100101490.0	no	all	none	cytoplasmic	none	1	unclear
MDFIC	HGNC:28870	Q9P1T7	ENSG00000135272	29969.0	no	all	none	cytoplasmic	none	0	unclear
MEGF6	HGNC:3232	O75095	ENSG00000162591	1953.0	no	all	none	secreted_only	none	1	unclear
MEST	HGNC:7028	Q5EB52	ENSG00000106484	4232.0	no	all	none	cytoplasmic	none	0	unclear
METRN	HGNC:14151	Q9UJH8	ENSG00000103260	79006.0	no	all	none	secreted_only	none	1	unclear
METRNL	HGNC:27584	Q641Q3	ENSG00000176845	284207.0	no	all	none	secreted_only	oncogenic	0	unclear
MFAP3	HGNC:7034	P55082	ENSG00000037749	4238.0	no	all	none	secreted_only	none	1	unclear
MFAP4	HGNC:7035	P55083	ENSG00000166482	4239.0	no	all	none	secreted_only	oncogenic	0	unclear
MFAP5	HGNC:29673	Q13361	ENSG00000197614	8076.0	no	all	none	secreted_only	oncogenic	1	unclear
MFSD11	HGNC:25458	O43934	ENSG00000092931	79157.0	no	all	none	endomembrane_resident	none	1	unclear
MGRN1	HGNC:20254	O60291	ENSG00000102858	23295.0	no	all	none	cytoplasmic	none	0	unclear
MIEN1	HGNC:28230	Q9BRT3	ENSG00000141741	84299.0	no	all	none	inner_leaflet_anchored	none	0	unclear
MIF	HGNC:7097	P14174	ENSG00000240972	4282.0	no	all	none	secreted_only	oncogenic	0	unclear
MIGA1	HGNC:24741	Q8NAN2	ENSG00000180488	374986.0	no	all	none	mitochondrial_internal	none	1	unclear
MIGA2	HGNC:23621	Q7L4E1	ENSG00000148343	84895.0	no	all	none	mitochondrial_internal	none	1	unclear
MLF2	HGNC:7126	Q15773	ENSG00000089693	8079.0	no	all	none	cytoplasmic	none	1	unclear
MLIP	HGNC:21355	Q5VWP3	ENSG00000146147	90523.0	no	all	none	nuclear	none	1	unclear
MMD	HGNC:7153	Q15546	ENSG00000108960	23531.0	no	all	none	endomembrane_resident	none	1	unclear
MMP26	HGNC:14249	Q9NRE1	ENSG00000167346	56547.0	no	all	none	endomembrane_resident	none	0	unclear
MMP27	HGNC:14250	Q9H306	ENSG00000137675	64066.0	no	all	none	endomembrane_resident	none	1	unclear
MOXD1	HGNC:21063	Q6UVY6	ENSG00000079931	26002.0	no	all	none	endomembrane_resident	none	0	unclear
MPDZ	HGNC:7208	O75970	ENSG00000107186	8777.0	no	all	none	cytoplasmic	oncogenic	0	unclear
MPP3	HGNC:7221	Q13368	ENSG00000161647	4356.0	no	all	none	inner_leaflet_anchored	none	0	unclear
MPP7	HGNC:26542	Q5T2T1	ENSG00000150054	143098.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
MPPED1	HGNC:1306	O15442	ENSG00000186732	758.0	no	all	none	cytoplasmic	none	1	unclear
MREG	HGNC:25478	Q8N565	ENSG00000118242	55686.0	no	all	none	endomembrane_resident	none	1	unclear
MS4A15	HGNC:28573	Q8N5U1	ENSG00000166961	219995.0	no	all	none	endomembrane_resident	none	1	unclear
MSMB	HGNC:7372	P08118	ENSG00000263639	4477.0	no	all	none	secreted_only	oncogenic	0	unclear
MSMP	HGNC:29663	Q1L6U9	ENSG00000215183	692094.0	no	all	none	secreted_only	oncogenic	1	unclear
MSN	HGNC:7373	P26038	ENSG00000147065	4478.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
MTCL1	HGNC:29121	Q9Y4B5	ENSG00000168502	23255.0	no	all	none	cytoplasmic	none	1	unclear
MTMR6	HGNC:7453	Q9Y217	ENSG00000139505	9107.0	no	all	none	cytoplasmic	none	0	unclear
MTUS1	HGNC:29789	Q9ULD2	ENSG00000129422	57509.0	no	all	none	mitochondrial_internal	oncogenic	0	unclear
MYADML2	HGNC:34548	A6NDP7	ENSG00000185105	255275.0	no	all	none	endomembrane_resident	none	1	unclear
MYLK	HGNC:7590	Q15746	ENSG00000065534	4638.0	no	all	none	cytoplasmic	none	0	unclear
MYO1C	HGNC:7597	O00159	ENSG00000197879	4641.0	no	all	none	inner_leaflet_anchored	none	0	unclear
MYO1G	HGNC:13880	B0I1T2	ENSG00000136286	64005.0	no	all	none	pmhc_only_intracellular	oncogenic	0	unclear
MYZAP	HGNC:43444	P0CAP1	ENSG00000263155	100820829.0	no	all	none	cytoplasmic	none	0	unclear
NAAA	HGNC:736	Q02083	ENSG00000138744	27163.0	no	all	none	endomembrane_resident	none	1	unclear
NAPEPLD	HGNC:21683	Q6IQ20	ENSG00000161048	222236.0	no	all	none	endomembrane_resident	none	0	unclear
NBL1	HGNC:7650	P41271	ENSG00000158747	4681.0	no	all	none	secreted_only	none	1	unclear
NCEH1	HGNC:29260	Q6PIU2	ENSG00000144959	57552.0	no	all	none	endomembrane_resident	other	0	unclear
NCKAP1L	HGNC:4862	P55160	ENSG00000123338	3071.0	no	all	none	cytoplasmic	none	0	unclear
NCOA4	HGNC:7671	Q13772	ENSG00000266412	8031.0	no	all	none	secreted_only	infection	1	unclear
NDC1	HGNC:25525	Q9BTX1	ENSG00000058804	55706.0	no	all	none	nuclear_envelope	none	0	unclear
NDFIP1	HGNC:17592	Q9BT67	ENSG00000131507	80762.0	no	all	none	endomembrane_resident	none	0	unclear
NDRG2	HGNC:14460	Q9UN36	ENSG00000165795	57447.0	no	all	none	cytoplasmic	none	1	unclear
NECAB2	HGNC:23746	Q7Z6G3	ENSG00000103154	54550.0	no	all	none	cytoplasmic	stress_hypoxia	0	unclear
NELL2	HGNC:7751	Q99435	ENSG00000184613	4753.0	no	all	none	secreted_only	oncogenic	0	unclear
NENF	HGNC:30384	Q9UMX5	ENSG00000117691	29937.0	no	all	none	secreted_only	other	0	unclear
NET1	HGNC:14592	Q7Z628	ENSG00000173848	10276.0	no	all	none	cytoplasmic	none	0	unclear
NHERF1	HGNC:11075	O14745	ENSG00000109062	9368.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
NHERF2	HGNC:11076	Q15599	ENSG00000065054	9351.0	no	all	none	inner_leaflet_anchored	infection	1	unclear
NHS	HGNC:7820	Q6T4R5	ENSG00000188158	4810.0	no	all	none	cytoplasmic	none	1	unclear
NHSL2	HGNC:33737	Q5HYW2	ENSG00000204131	340527.0	no	all	none	cytoplasmic	none	1	unclear
NHSL3	HGNC:29301	Q9P206	ENSG00000162522	57648.0	no	all	none	cytoplasmic	none	1	unclear
NID2	HGNC:13389	Q14112	ENSG00000087303	22795.0	no	all	none	secreted_only	oncogenic	0	unclear
NIPAL1	HGNC:27194	Q6NVV3	ENSG00000163293	152519.0	no	all	none	endomembrane_resident	none	0	unclear
NIPAL2	HGNC:25854	Q9H841	ENSG00000104361	79815.0	no	all	none	endomembrane_resident	none	1	unclear
NIPSNAP1	HGNC:7827	Q9BPW8	ENSG00000184117	8508.0	no	all	none	mitochondrial_internal	other	1	unclear
NKPD1	HGNC:24739	Q17RQ9	ENSG00000179846	284353.0	no	all	none	endomembrane_resident	none	1	unclear
NMRK2	HGNC:17871	Q9NPI5	ENSG00000077009	27231.0	no	all	none	inner_leaflet_anchored	none	0	unclear
NOD1	HGNC:16390	Q9Y239	ENSG00000106100	10392.0	no	all	none	cytoplasmic	none	0	unclear
NOD2	HGNC:5331	Q9HC29	ENSG00000167207	64127.0	no	all	none	inner_leaflet_anchored	none	1	unclear
NOMO1	HGNC:30060	Q15155	ENSG00000103512	23420.0	no	all	none	endomembrane_resident	none	0	unclear
NOMO3	HGNC:25242	P69849	ENSG00000103226	408050.0	no	all	none	endomembrane_resident	none	1	unclear
NOS1	HGNC:7872	P29475	ENSG00000089250	4842.0	no	all	none	cytoplasmic	immune	0	unclear
NOTCH2NLA	HGNC:31862	Q7Z3S9	ENSG00000264343	388677.0	no	all	none	secreted_only	oncogenic	1	unclear
NOTCH2NLB	HGNC:53923	P0DPK3	ENSG00000286019	100996763.0	no	all	none	secreted_only	oncogenic	1	unclear
NOTCH2NLC	HGNC:53924	P0DPK4	ENSG00000286219	100996717.0	no	all	none	secreted_only	none	0	unclear
NOTCH2NLR	HGNC:53925	A0A096LNW5	ENSG00000286106	101929796.0	no	all	none	secreted_only	none	1	unclear
NOTUM	HGNC:27106	Q6P988	ENSG00000185269	147111.0	no	all	none	secreted_only	oncogenic	0	unclear
NOX4	HGNC:7891	Q9NPH5	ENSG00000086991	50507.0	no	all	none	endomembrane_resident	none	0	unclear
NPC1	HGNC:7897	O15118	ENSG00000141458	4864.0	no	all	none	endomembrane_resident	immune	0	unclear
NPS	HGNC:33940	P0C0P6	ENSG00000214285	594857.0	no	all	none	secreted_only	none	1	unclear
NPTX2	HGNC:7953	P47972	ENSG00000106236	4885.0	no	all	none	secreted_only	none	1	unclear
NRSN1	HGNC:17881	Q8IZ57	ENSG00000152954	140767.0	no	all	none	endomembrane_resident	none	1	unclear
NRSN2	HGNC:16229	Q9GZP1	ENSG00000125841	80023.0	no	all	none	endomembrane_resident	other	1	unclear
NSDHL	HGNC:13398	Q15738	ENSG00000147383	50814.0	no	all	none	endomembrane_resident	none	0	unclear
NTN3	HGNC:8030	O00634	ENSG00000162068	4917.0	no	all	none	secreted_only	oncogenic	1	unclear
NTN5	HGNC:25208	Q8WTR8	ENSG00000142233	126147.0	no	all	none	secreted_only	none	0	unclear
NUCB2	HGNC:8044	P80303	ENSG00000070081	4925.0	no	all	none	secreted_only	none	0	unclear
NUDCD1	HGNC:24306	Q96RS6	ENSG00000120526	84955.0	no	all	none	cytoplasmic	none	1	unclear
NUMB	HGNC:8060	P49757	ENSG00000133961	8650.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
NUP210	HGNC:30052	Q8TEM1	ENSG00000132182	23225.0	no	all	none	nuclear_envelope	none	1	unclear
NUP210L	HGNC:29915	Q5VU65	ENSG00000143552	91181.0	no	all	none	nuclear_envelope	none	0	unclear
NUP62	HGNC:8066	P37198	ENSG00000213024	23636.0	no	all	none	nuclear_envelope	none	0	unclear
NXNL1	HGNC:25179	Q96CM4	ENSG00000171773	115861.0	no	all	none	secreted_only	none	0	unclear
NXNL2	HGNC:30482	Q5VZ03	ENSG00000130045	158046.0	no	all	none	secreted_only	none	1	unclear
OCA2	HGNC:8101	Q04671	ENSG00000104044	4948.0	no	all	none	endomembrane_resident	none	0	unclear
OCEL1	HGNC:26221	Q9H607	ENSG00000099330	79629.0	no	all	none	cytoplasmic	none	1	unclear
OLFML1	HGNC:24473	Q6UWY5	ENSG00000183801	283298.0	no	all	none	secreted_only	oncogenic	1	unclear
OLFML2A	HGNC:27270	Q68BL7	ENSG00000185585	169611.0	no	all	none	secreted_only	none	1	unclear
OLFML2B	HGNC:24558	Q68BL8	ENSG00000162745	25903.0	no	all	none	secreted_only	none	1	unclear
OOSP2	HGNC:26699	Q86WS3	ENSG00000149507	219990.0	no	all	none	secreted_only	none	1	unclear
OOSP3	HGNC:53903	A0A2R8YFM6	ENSG00000285231	112577461.0	no	all	none	secreted_only	none	1	unclear
OOSP4A	HGNC:53904	A0A2R8YFL7	ENSG00000285010	112577462.0	no	all	none	secreted_only	none	1	unclear
OOSP4B	HGNC:53905	A0A2R8Y4Y8	ENSG00000255393	107987155.0	no	all	none	secreted_only	none	1	unclear
OTOGL	HGNC:26901	Q3ZCN5	ENSG00000165899	283310.0	no	all	none	secreted_only	none	0	unclear
OVCH2	HGNC:29970	Q7RTZ1	ENSG00000183378	341277.0	no	all	none	secreted_only	other	0	unclear
PACSIN2	HGNC:8571	Q9UNF0	ENSG00000100266	11252.0	no	all	none	inner_leaflet_anchored	none	0	unclear
PAEP	HGNC:8573	P09466	ENSG00000122133	5047.0	no	all	none	secreted_only	none	0	unclear
PAK6	HGNC:16061	Q9NQU5	ENSG00000137843	56924.0	no	all	none	mitochondrial_internal	oncogenic	1	unclear
PALM	HGNC:8594	O75781	ENSG00000099864	5064.0	no	all	none	inner_leaflet_anchored	none	0	unclear
PALM2AKAP2	HGNC:33529	Q9Y2D5	ENSG00000157654	445815.0	no	all	none	inner_leaflet_anchored	oncogenic	1	unclear
PALMD	HGNC:15846	Q9NP74	ENSG00000099260	54873.0	no	all	none	cytoplasmic	none	1	unclear
PALS1	HGNC:18669	Q8N3R9	ENSG00000072415	64398.0	no	all	none	cytoplasmic	oncogenic	0	unclear
PAMR1	HGNC:24554	Q6UXH9	ENSG00000149090	25891.0	no	all	none	secreted_only	none	1	unclear
PAPPA2	HGNC:14615	Q9BXP8	ENSG00000116183	60676.0	no	all	none	secreted_only	oncogenic	0	unclear
PARD3	HGNC:16051	Q8TEW0	ENSG00000148498	56288.0	no	all	none	cytoplasmic	oncogenic	0	unclear
PARD3B	HGNC:14446	Q8TEW8	ENSG00000116117	117583.0	no	all	none	cytoplasmic	none	1	unclear
PARD6A	HGNC:15943	Q9NPB6	ENSG00000102981	50855.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
PARD6B	HGNC:16245	Q9BYG5	ENSG00000124171	84612.0	no	all	none	cytoplasmic	oncogenic	0	unclear
PARD6G	HGNC:16076	Q9BYG4	ENSG00000178184	84552.0	no	all	none	cytoplasmic	none	0	unclear
PATJ	HGNC:28881	Q8NI35	ENSG00000132849	10207.0	no	all	none	cytoplasmic	immune	0	unclear
PBOV1	HGNC:21079	Q9GZY1	ENSG00000254440	59351.0	no	all	none	cytoplasmic	oncogenic	1	unclear
PCARE	HGNC:34383	A6NGG8	ENSG00000179270	388939.0	no	all	none	inner_leaflet_anchored	none	0	unclear
PCNX1	HGNC:19740	Q96RV3	ENSG00000100731	22990.0	no	all	none	endomembrane_resident	none	1	unclear
PCNX2	HGNC:8736	A6NKB5	ENSG00000135749	80003.0	no	all	none	endomembrane_resident	none	1	unclear
PCNX3	HGNC:18760	Q9H6A9	ENSG00000197136	399909.0	no	all	none	endomembrane_resident	none	1	unclear
PCSK6	HGNC:8569	P29122	ENSG00000140479	5046.0	no	all	none	secreted_only	oncogenic	0	unclear
PDAP1	HGNC:14634	Q13442	ENSG00000106244	11333.0	no	all	none	cytoplasmic	none	0	unclear
PDCD5	HGNC:8764	O14737	ENSG00000105185	9141.0	no	all	none	cytoplasmic	none	0	unclear
PDE4D	HGNC:8783	Q08499	ENSG00000113448	5144.0	no	all	none	cytoplasmic	none	0	unclear
PDE9A	HGNC:8795	O76083	ENSG00000160191	5152.0	no	all	none	cytoplasmic	none	0	unclear
PDGFA	HGNC:8799	P04085	ENSG00000197461	5154.0	no	all	none	secreted_only	oncogenic	0	unclear
PDGFB	HGNC:8800	P01127	ENSG00000100311	5155.0	no	all	none	secreted_only	oncogenic	0	unclear
PDGFD	HGNC:30620	Q9GZP0	ENSG00000170962	80310.0	no	all	none	secreted_only	oncogenic	1	unclear
PDZD11	HGNC:28034	Q5EBL8	ENSG00000120509	51248.0	no	all	none	inner_leaflet_anchored	other	0	unclear
PDZD7	HGNC:26257	Q9H5P4	ENSG00000186862	79955.0	no	all	none	cytoplasmic	none	0	unclear
PDZD9	HGNC:28740	Q8IXQ8	ENSG00000155714	255762.0	no	all	none	cytoplasmic	none	1	unclear
PEPD	HGNC:8840	P12955	ENSG00000124299	5184.0	no	all	none	cytoplasmic	other	0	unclear
PEX5	HGNC:9719	P50542	ENSG00000139197	5830.0	no	all	none	cytoplasmic	none	0	unclear
PFKP	HGNC:8878	Q01813	ENSG00000067057	5214.0	no	all	none	cytoplasmic	none	0	unclear
PGCKA1	HGNC:25618	Q8IY42	ENSG00000154274	55286.0	no	all	none	cytoplasmic	none	1	unclear
PGK1	HGNC:8896	P00558	ENSG00000102144	5230.0	no	all	none	secreted_only	other	0	unclear
PGLYRP4	HGNC:30015	Q96LB8	ENSG00000163218	57115.0	no	all	none	secreted_only	none	0	unclear
PHACTR2	HGNC:20956	O75167	ENSG00000112419	9749.0	no	all	none	inner_leaflet_anchored	none	1	unclear
PHLPP1	HGNC:20610	O60346	ENSG00000081913	23239.0	no	all	none	cytoplasmic	immune	0	unclear
PI15	HGNC:8946	O43692	ENSG00000137558	51050.0	no	all	none	secreted_only	other	1	unclear
PI4K2A	HGNC:30031	Q9BTU6	ENSG00000155252	55361.0	no	all	none	endomembrane_resident	oncogenic	0	unclear
PIGT	HGNC:14938	Q969N2	ENSG00000124155	51604.0	no	all	none	endomembrane_resident	none	0	unclear
PIK3AP1	HGNC:30034	Q6ZUJ8	ENSG00000155629	118788.0	no	all	none	cytoplasmic	none	1	unclear
PINLYP	HGNC:44206	A6NC86	ENSG00000234465	390940.0	no	all	none	secreted_only	none	1	unclear
PIP4P1	HGNC:19299	Q86T03	ENSG00000165782	90809.0	no	all	none	endomembrane_resident	none	0	unclear
PIP5K1A	HGNC:8994	Q99755	ENSG00000143398	8394.0	no	all	none	inner_leaflet_anchored	oncogenic	0	unclear
PITPNM2	HGNC:21044	Q9BZ72	ENSG00000090975	57605.0	no	all	none	endomembrane_resident	none	1	unclear
PJA2	HGNC:17481	O43164	ENSG00000198961	9867.0	no	all	none	cytoplasmic	none	0	unclear
PKDCC	HGNC:25123	Q504Y2	ENSG00000162878	91461.0	no	all	none	secreted_only	immune	0	unclear
PKM	HGNC:9021	P14618	ENSG00000067225	5315.0	no	all	none	cytoplasmic	other	0	unclear
PKN1	HGNC:9405	Q16512	ENSG00000123143	5585.0	no	all	none	cytoplasmic	none	0	unclear
PKN2	HGNC:9406	Q16513	ENSG00000065243	5586.0	no	all	none	inner_leaflet_anchored	none	0	unclear
PKP1	HGNC:9023	Q13835	ENSG00000081277	5317.0	no	all	none	cytoplasmic	oncogenic	1	unclear
PKP2	HGNC:9024	Q99959	ENSG00000057294	5318.0	no	all	none	cytoplasmic	immune	0	unclear
PKP3	HGNC:9025	Q9Y446	ENSG00000184363	11187.0	no	all	none	cytoplasmic	oncogenic	1	unclear
PKP4	HGNC:9026	Q99569	ENSG00000144283	8502.0	no	all	none	cytoplasmic	infection	0	unclear
PLA1A	HGNC:17661	Q53H76	ENSG00000144837	51365.0	no	all	none	secreted_only	immune	1	unclear
PLA2G10	HGNC:9029	O15496	ENSG00000069764	8399.0	no	all	none	secreted_only	oncogenic	1	unclear
PLA2G12A	HGNC:18554	Q9BZM1	ENSG00000123739	81579.0	no	all	none	secreted_only	immune	0	unclear
PLA2G2C	HGNC:9032	Q5R387	ENSG00000187980	391013.0	no	all	none	secreted_only	none	1	unclear
PLA2G2E	HGNC:13414	Q9NZK7	ENSG00000188784	30814.0	no	all	none	secreted_only	immune	1	unclear
PLA2G3	HGNC:17934	Q9NZ20	ENSG00000100078	50487.0	no	all	none	secreted_only	immune	0	unclear
PLA2G4F	HGNC:27396	Q68DD2	ENSG00000168907	255189.0	no	all	none	inner_leaflet_anchored	none	1	unclear
PLA2G6	HGNC:9039	O60733	ENSG00000184381	8398.0	no	all	none	cytoplasmic	none	0	unclear
PLA2G7	HGNC:9040	Q13093	ENSG00000146070	7941.0	no	all	none	secreted_only	oncogenic	0	unclear
PLAAT3	HGNC:17825	P53816	ENSG00000176485	11145.0	no	all	none	cytoplasmic	none	1	unclear
PLAC8	HGNC:19254	Q9NZF1	ENSG00000145287	51316.0	no	all	none	cytoplasmic	oncogenic	0	unclear
PLAT	HGNC:9051	P00750	ENSG00000104368	5327.0	no	all	none	secreted_only	immune	0	unclear
PLBD1	HGNC:26215	Q6P4A8	ENSG00000121316	79887.0	no	all	none	endomembrane_resident	oncogenic	1	unclear
PLBD2	HGNC:27283	Q8NHP8	ENSG00000151176	196463.0	no	all	none	endomembrane_resident	none	1	unclear
