gene_symbol	tier	surface_verdict_bucket	papers_found	papers_selected	papers_with_ec	n_filters_evidence	n_det_features	evidence_grade
PDPN	canonical	surface_yes	306.0	31	24	21	3	direct_multi_method
PDZD2	low	surface_yes	240.0	6	6	17	5	weak
PDZK1IP1	canonical	surface_yes	228.0	18	16	20	4	supportive_but_indirect
PEAR1	canonical	surface_yes	201.0	19	17	15	5	direct_multi_method
PEBP4	likely	surface_yes	191.0	3	3	17	3	supportive_but_indirect
PECAM1	canonical	surface_yes	349.0	24	21	21	6	direct_multi_method
PEG10	low	surface_yes	280.0	6	4	13	4	weak
PERP	likely	surface_yes	257.0	11	10	18	4	direct_single_method
PFKL	low	surface_yes		3	2	17	6	weak
PGAP6	canonical	surface_yes	194.0	4	4	14	5	direct_multi_method
PGLYRP3	low	surface_yes	219.0	7	5	14	5	weak
PGRMC1	likely	surface_yes	285.0	25	21	17	5	supportive_but_indirect
PGRMC2	low	surface_yes	225.0	21	17	15	5	weak
PHB1	likely	surface_yes	252.0	19	17	21	6	direct_multi_method
PHB2	likely	surface_yes	318.0	14	13	19	6	direct_multi_method
PHEX	canonical	surface_yes	292.0	8	6	15	6	direct_multi_method
PI16	low	surface_yes	277.0	16	15	15	6	weak
PI3	low	surface_yes	351.0	8	6	15	3	weak
PIANP	canonical	surface_yes	169.0	8	8	22	4	direct_single_method
PIEZO1	canonical	surface_yes	350.0	30	26	17	5	direct_multi_method
PIEZO2	canonical	surface_yes	264.0	32	28	17	6	direct_multi_method
PIGR	canonical	surface_yes	291.0	27	23	22	5	direct_multi_method
PIK3IP1	canonical	surface_yes	279.0	8	7	19	6	direct_multi_method
PILRA	canonical	surface_yes	214.0	23	20	18	5	direct_multi_method
PILRB	canonical	surface_yes	173.0	15	13	18	5	direct_multi_method
PIP	low	surface_yes	340.0	1	0	14	3	weak
PIRT	likely	surface_yes	196.0	10	9	14	4	direct_single_method
PITPNM3	canonical	surface_yes	274.0	12	10	16	6	supportive_but_indirect
PKD1	canonical	surface_yes	301.0	22	16	20	6	direct_multi_method
PKD1L1	likely	surface_yes	171.0	11	8	16	6	direct_multi_method
PKD1L2	low	surface_yes	164.0	7	3	18	6	weak
PKD1L3	likely	surface_yes	161.0	16	14	17	4	direct_multi_method
PKD2	likely	surface_yes	307.0	20	17	18	7	direct_multi_method
PKD2L1	likely	surface_yes	335.0	12	7	18	7	direct_single_method
PKD2L2	low	surface_yes	155.0	10	5	18	6	weak
PKDREJ	likely	surface_yes	102.0	6	3	14	5	supportive_but_indirect
PKHD1	likely	surface_yes	262.0	12	9	20	6	supportive_but_indirect
PKHD1L1	likely	surface_yes	180.0	11	8	15	5	direct_single_method
PLA2G15	low	surface_yes	356.0	2	0	16	5	weak
PLA2G1B	low	surface_yes	341.0	5	3	16	4	weak
PLA2G2A	low	surface_yes	296.0	16	14	14	3	weak
PLA2G2F	likely	surface_yes	146.0	8	6	18	5	supportive_but_indirect
PLA2R1	canonical	surface_yes	261.0	23	21	21	6	direct_multi_method
PLAA	low	surface_yes	202.0	6	5	14	3	conflicting
PLAAT4	low	surface_yes	259.0	6	5	14	4	supportive_but_indirect
PLAC1	canonical	surface_yes	166.0	16	14	21	3	direct_multi_method
PLAC8L1	low	surface_yes	41.0	1	0	11	4	weak
PLAC9	low	surface_yes	124.0	5	5	16	3	weak
PLAU	canonical	surface_yes	322.0	32	27	18	5	supportive_but_indirect
PLAUR	canonical	surface_yes	273.0	31	29	21	6	direct_multi_method
PLB1	likely	surface_yes	291.0	1	1	15	5	weak
PLD2	low	surface_yes	239.0	17	14	18	5	supportive_but_indirect
PLD3	low	surface_yes	225.0	12	12	16	4	weak
PLD4	likely	surface_yes	169.0	7	6	17	5	direct_single_method
PLEC	likely	surface_yes	330.0	18	13	19	5	direct_single_method
PLET1	likely	surface_yes	160.0	9	8	21	3	direct_single_method
PLG	canonical	surface_yes	270.0	15	11	17	4	direct_multi_method
PLGLB2	uncertain	surface_yes	176.0	0	0	11	3	weak
PLGRKT	canonical	surface_yes	165.0	19	18	17	4	direct_multi_method
PLLP	likely	surface_yes	182.0	11	10	19	4	direct_single_method
PLP1	likely	surface_yes	304.0	10	9	16	7	direct_single_method
PLP2	low	surface_yes	374.0	1	1	12	4	weak
PLPP1	canonical	surface_yes	258.0	16	14	18	6	supportive_but_indirect
PLPP2	canonical	surface_yes	203.0	14	14	19	6	supportive_but_indirect
PLPP3	canonical	surface_yes	210.0	22	20	19	5	direct_multi_method
PLPP4	likely	surface_yes	156.0	2	1	13	6	weak
PLPP5	low	surface_yes	126.0	6	6	15	6	weak
PLPPR1	likely	surface_yes	158.0	8	7	16	5	supportive_but_indirect
PLPPR2	likely	surface_yes	223.0	1	1	16	6	supportive_but_indirect
PLPPR3	likely	surface_yes	305.0	2	2	13	5	supportive_but_indirect
PLPPR4	likely	surface_yes	216.0	10	9	17	5	direct_multi_method
PLPPR5	likely	surface_yes	214.0	5	4	16	6	supportive_but_indirect
PLSCR1	canonical	surface_yes	363.0	8	8	14	4	supportive_but_indirect
PLSCR2	low	surface_yes	97.0	4	1	12	4	weak
PLSCR4	low	surface_yes	260.0	4	4	14	5	weak
PLSCR5	low	surface_yes	78.0	3	2	15	5	weak
PLVAP	likely	surface_yes	274.0	34	30	17	5	supportive_but_indirect
PLXDC1	canonical	surface_yes	198.0	16	14	20	6	direct_multi_method
PLXDC2	canonical	surface_yes	203.0	14	14	18	6	direct_multi_method
PLXNA1	canonical	surface_yes	279.0	23	20	19	5	direct_multi_method
PLXNA2	canonical	surface_yes	360.0	18	15	20	6	direct_multi_method
PLXNA3	canonical	surface_yes	353.0	15	12	17	5	direct_single_method
PLXNA4	canonical	surface_yes	209.0	22	22	21	6	direct_multi_method
PLXNB1	canonical	surface_yes	287.0	26	20	18	6	supportive_but_indirect
PLXNB2	canonical	surface_yes	291.0	25	21	17	5	direct_single_method
PLXNB3	canonical	surface_yes	178.0	17	15	15	6	direct_multi_method
PLXNC1	canonical	surface_yes	198.0	26	23	17	5	direct_multi_method
PLXND1	canonical	surface_yes	240.0	25	25	17	6	direct_multi_method
PM20D1	low	surface_yes	254.0	1	1	12	6	weak
PMEPA1	canonical	surface_yes	241.0	13	12	13	6	weak
PMP22	canonical	surface_yes	307.0	18	12	16	4	direct_multi_method
PNMA2	low	surface_yes	360.0	0	0	12	4	weak
PNMA3	low	surface_yes	315.0	0	0	12	5	weak
PODXL	canonical	surface_yes	358.0	10	10	18	5	direct_multi_method
PODXL2	likely	surface_yes	350.0	1	1	13	5	direct_single_method
PON2	low	surface_yes	215.0	12	10	18	5	conflicting
POPDC1	likely	surface_yes	208.0	19	17	19	6	direct_single_method
POPDC2	likely	surface_yes	204.0	10	10	18	6	direct_single_method
POPDC3	likely	surface_yes	181.0	9	7	16	5	supportive_but_indirect
POTEF	low	surface_yes	232.0	3	1	12	3	weak
POTEM	uncertain	surface_yes	316.0	1	0	12	3	weak
PPIA	likely	surface_yes	288.0	24	18	15	4	supportive_but_indirect
PPIB	low	surface_yes	383.0	6	5	15	4	weak
PPP2R1A	low	surface_yes	251.0	10	8	14	4	weak
PPT1	likely	surface_yes	279.0	19	17	18	4	direct_single_method
PRCP	low	surface_yes	323.0	6	6	15	6	weak
PRDX1	likely	surface_yes	322.0	11	10	16	5	direct_single_method
PRDX4	low	surface_yes	239.0	12	10	15	5	weak
PRDX6	likely	surface_yes	304.0	12	11	17	4	supportive_but_indirect
PRG2	low	surface_yes	340.0	2	1	13	5	weak
PRG3	low	surface_yes	202.0	1	1	12	4	weak
PRG4	canonical	surface_yes	317.0	31	27	19	5	direct_single_method
PRIMA1	likely	surface_yes	297.0	11	6	17	5	supportive_but_indirect
PRLHR	canonical	surface_yes	214.0	19	12	20	5	direct_single_method
PRLR	canonical	surface_yes	280.0	29	24	21	6	direct_multi_method
PRND	likely	surface_yes	210.0	15	14	17	4	direct_single_method
PRNP	canonical	surface_yes	263.0	32	21	21	4	direct_multi_method
PROCR	canonical	surface_yes	253.0	38	34	19	4	direct_multi_method
PROKR1	canonical	surface_yes	222.0	29	23	17	4	direct_single_method
PROKR2	canonical	surface_yes	252.0	24	22	17	5	direct_multi_method
PROM1	canonical	surface_yes	292.0	36	35	21	6	direct_multi_method
PROM2	canonical	surface_yes	186.0	12	12	17	6	supportive_but_indirect
PROS1	low	surface_yes	319.0	9	7	16	4	weak
PRPH2	likely	surface_yes	336.0	8	7	14	6	supportive_but_indirect
PRR7	low	surface_yes	196.0	4	3	15	5	weak
PRRG1	canonical	surface_yes	114.0	4	2	16	5	supportive_but_indirect
PRRG2	canonical	surface_yes	85.0	6	3	13	4	direct_multi_method
PRRG3	likely	surface_yes	142.0	1	0	12	4	weak
PRRG4	canonical	surface_yes	143.0	6	5	15	4	direct_single_method
PRRT1	likely	surface_yes	176.0	12	10	18	5	supportive_but_indirect
PRRT1B	low	surface_yes	50.0	1	0	11	4	weak
PRRT2	likely	surface_yes	345.0	7	4	16	5	direct_single_method
PRRT3	low	surface_yes	120.0	3	2	16	6	weak
PRRT4	low	surface_yes	71.0	1	0	13	4	weak
PRSS16	low	surface_yes	211.0	3	2	13	5	weak
PRSS21	likely	surface_yes	230.0	10	10	20	5	direct_multi_method
PRSS33	uncertain	surface_yes	302.0	0	0	11	2	weak
PRSS38	low	surface_yes	76.0	1	1	13	4	weak
PRSS41	likely	surface_yes	51.0	4	0	13	4	supportive_but_indirect
PRSS48	low	surface_yes	41.0	0	0	12	5	weak
PRSS51	uncertain	surface_yes	29.0	0	0	11	4	weak
PRSS55	likely	surface_yes	262.0	4	3	18	5	supportive_but_indirect
PRSS57	low	surface_yes	255.0	4	4	14	4	weak
PRSS8	canonical	surface_yes	267.0	19	17	20	5	direct_multi_method
PRTG	canonical	surface_yes	166.0	7	6	17	5	supportive_but_indirect
PRTN3	likely	surface_yes	343.0	17	13	19	4	direct_multi_method
PSCA	canonical	surface_yes	268.0	23	21	20	5	direct_multi_method
PSENEN	low	surface_yes	246.0	19	17	14	3	weak
PSG1	low	surface_yes	350.0	16	14	16	4	weak
PSG9	low	surface_yes	190.0	12	11	16	4	weak
PSMB4	low	surface_yes	249.0	4	2	16	2	weak
PTAFR	canonical	surface_yes	247.0	33	29	19	5	direct_multi_method
PTCH1	canonical	surface_yes	326.0	19	12	19	6	direct_single_method
PTCH2	canonical	surface_yes	232.0	11	9	19	5	supportive_but_indirect
PTCHD1	likely	surface_yes	176.0	7	6	14	6	supportive_but_indirect
PTCHD4	low	surface_yes	119.0	3	2	17	6	weak
PTCRA	likely	surface_yes	333.0	5	5	16	4	direct_single_method
PTGDR	canonical	surface_yes	353.0	15	11	18	6	direct_multi_method
PTGDR2	likely	surface_yes	297.0	26	25	16	6	direct_multi_method
PTGER1	canonical	surface_yes	287.0	22	17	15	5	direct_single_method
PTGER2	canonical	surface_yes	319.0	30	26	18	5	direct_multi_method
PTGER3	canonical	surface_yes	268.0	23	19	15	6	supportive_but_indirect
PTGER4	canonical	surface_yes	292.0	33	28	19	5	direct_multi_method
PTGFR	likely	surface_yes	360.0	3	1	14	6	weak
PTGFRN	canonical	surface_yes	189.0	26	25	19	5	direct_multi_method
PTGIR	canonical	surface_yes	362.0	23	20	17	5	direct_multi_method
PTH1R	canonical	surface_yes	248.0	36	34	21	5	direct_multi_method
PTH2R	canonical	surface_yes	176.0	14	11	19	5	direct_multi_method
PTK7	canonical	surface_yes	229.0	26	23	18	5	direct_multi_method
PTMA	low	surface_yes	267.0	4	1	14	4	weak
PTP4A1	low	surface_yes	218.0	18	13	15	4	supportive_but_indirect
PTP4A3	likely	surface_yes	226.0	13	12	15	5	supportive_but_indirect
PTPRA	canonical	surface_yes	309.0	13	12	17	6	direct_multi_method
PTPRB	likely	surface_yes	280.0	12	11	17	6	direct_multi_method
PTPRC	canonical	surface_yes	364.0	11	7	14	6	direct_multi_method
PTPRCAP	canonical	surface_yes	198.0	14	12	15	3	supportive_but_indirect
PTPRD	canonical	surface_yes	277.0	13	10	19	6	direct_single_method
PTPRE	canonical	surface_yes	229.0	11	10	15	5	weak
PTPRF	canonical	surface_yes	289.0	15	12	22	6	direct_multi_method
PTPRG	canonical	surface_yes	223.0	19	19	19	6	direct_multi_method
PTPRH	likely	surface_yes	229.0	11	9	19	6	direct_single_method
PTPRJ	canonical	surface_yes	255.0	26	25	21	6	direct_multi_method
PTPRK	canonical	surface_yes	214.0	20	17	21	6	direct_multi_method
PTPRM	canonical	surface_yes	223.0	17	13	19	6	direct_multi_method
PTPRN	likely	surface_yes	288.0	11	8	19	6	direct_single_method
PTPRN2	likely	surface_yes	250.0	9	7	15	6	direct_single_method
PTPRO	canonical	surface_yes	213.0	15	13	20	6	direct_single_method
PTPRQ	likely	surface_yes	185.0	11	7	16	5	supportive_but_indirect
PTPRR	likely	surface_yes	220.0	11	8	14	6	supportive_but_indirect
PTPRS	canonical	surface_yes	236.0	24	21	22	6	direct_multi_method
PTPRT	canonical	surface_yes	246.0	9	8	20	6	direct_multi_method
PTPRU	likely	surface_yes	350.0	4	2	13	6	weak
PTPRZ1	canonical	surface_yes	239.0	35	35	21	6	direct_multi_method
PTPRZ2	canonical	surface_yes	198.0	19	18	21	6	direct_multi_method
PTTG1IP	likely	surface_yes	279.0	9	9	15	5	direct_multi_method
PTTG1IP2	low	surface_yes	15.0	2	0	12	3	weak
PVR	canonical	surface_yes	269.0	46	42	21	6	direct_multi_method
PVRIG	likely	surface_yes	238.0	19	19	17	2	direct_multi_method
PXDN	low	surface_yes	309.0	19	19	19	5	supportive_but_indirect
PXDNL	low	surface_yes	231.0	5	5	20	4	weak
QRFPR	canonical	surface_yes	158.0	13	12	18	4	direct_multi_method
QSOX1	likely	surface_yes	284.0	18	17	16	6	weak
QSOX2	low	surface_yes	166.0	9	8	17	5	weak
RAB44	likely	surface_yes	126.0	9	7	13	5	supportive_but_indirect
RAET1E	canonical	surface_yes	193.0	27	24	19	4	direct_multi_method
RAET1G	canonical	surface_yes	213.0	20	16	19	4	direct_multi_method
RAET1L	canonical	surface_yes	150.0	20	15	21	3	direct_multi_method
RAMP1	canonical	surface_yes	219.0	34	31	18	4	direct_multi_method
RAMP2	canonical	surface_yes	236.0	33	29	17	6	direct_multi_method
RAMP3	canonical	surface_yes	214.0	29	27	17	5	direct_multi_method
RARRES1	canonical	surface_yes	211.0	12	10	18	5	supportive_but_indirect
RC3H2	low	surface_yes	182.0	1	0	12	5	weak
RCN1	likely	surface_yes	234.0	4	3	15	5	supportive_but_indirect
RECK	canonical	surface_yes	250.0	28	25	19	4	direct_multi_method
REELD1	low	surface_yes	176.0	0	0	11	3	weak
REG4	low	surface_yes	278.0	7	7	15	5	weak
RELL1	canonical	surface_yes	128.0	6	6	16	4	direct_multi_method
RELL2	likely	surface_yes	86.0	5	3	16	3	supportive_but_indirect
RELT	likely	surface_yes	197.0	9	6	17	5	direct_single_method
REN	low	surface_yes	371.0	3	2	17	5	weak
RET	canonical	surface_yes	330.0	11	10	21	6	direct_multi_method
RFTN1	likely	surface_yes	205.0	10	10	14	4	supportive_but_indirect
RGMA	canonical	surface_yes	249.0	27	22	20	7	direct_single_method
RGMB	likely	surface_yes	245.0	18	14	21	5	direct_multi_method
RGR	likely	surface_yes	259.0	13	10	20	7	supportive_but_indirect
RGS9BP	likely	surface_yes	301.0	2	1	15	4	direct_single_method
RHAG	likely	surface_yes	327.0	17	13	17	7	direct_multi_method
RHBDF2	canonical	surface_yes	219.0	23	20	18	6	direct_multi_method
RHBDL2	canonical	surface_yes	227.0	10	10	15	7	direct_multi_method
RHBG	likely	surface_yes	186.0	17	15	20	6	direct_multi_method
RHCE	likely	surface_yes	328.0	10	8	15	5	direct_multi_method
RHCG	canonical	surface_yes	226.0	16	14	18	6	direct_multi_method
RHD	likely	surface_yes	329.0	6	5	14	5	direct_multi_method
RHEX	likely	surface_yes	180.0	1	1	13	2	weak
RHO	likely	surface_yes	328.0	13	12	16	6	supportive_but_indirect
RHOXF2	low	surface_yes	196.0	1	0	15	3	weak
RNASE10	low	surface_yes	217.0	3	2	15	5	weak
RNASE11	uncertain	surface_yes	96.0	0	0	11	3	weak
RNASE2	likely	surface_yes	276.0	9	9	15	3	direct_single_method
RNASE9	low	surface_yes	132.0	3	1	15	4	weak
RNASEK	low	surface_yes	213.0	9	8	14	4	supportive_but_indirect
RNASET2	low	surface_yes	214.0	15	13	16	3	supportive_but_indirect
RNF128	likely	surface_yes	240.0	12	10	14	6	direct_multi_method
RNF130	likely	surface_yes	347.0	1	1	13	6	direct_single_method
RNF144A	low	surface_yes	178.0	5	3	16	2	weak
RNF150	uncertain	surface_yes	137.0	1	0	11	6	weak
RNF167	likely	surface_yes	135.0	9	7	16	6	direct_multi_method
RNF215	uncertain	surface_yes	68.0	0	0	11	4	weak
RNF43	canonical	surface_yes	249.0	21	15	19	6	direct_multi_method
RNLS	likely	surface_yes	213.0	13	10	14	4	supportive_but_indirect
RO60	likely	surface_yes	255.0	8	8	16	4	direct_multi_method
ROBO1	canonical	surface_yes	266.0	30	23	16	6	direct_multi_method
ROBO2	canonical	surface_yes	241.0	24	16	19	6	direct_multi_method
ROBO3	canonical	surface_yes	258.0	15	13	17	6	direct_multi_method
ROBO4	canonical	surface_yes	252.0	23	22	18	5	direct_multi_method
ROM1	likely	surface_yes	275.0	12	12	16	5	supportive_but_indirect
ROR1	canonical	surface_yes	256.0	32	30	19	6	direct_multi_method
ROR2	canonical	surface_yes	253.0	30	27	18	5	direct_multi_method
ROS1	canonical	surface_yes	382.0	4	4	16	5	direct_single_method
RPL29	uncertain	surface_yes	342.0	1	0	12	2	weak
RPN1	low	surface_yes	341.0	9	8	13	4	conflicting
RPRML	low	surface_yes	86.0	1	0	12	5	weak
RPS3	low	surface_yes	373.0	2	0	12	5	weak
RPSA	likely	surface_yes	370.0	17	14	20	3	direct_single_method
RPSA2	likely	surface_yes	164.0	21	17	21	3	direct_multi_method
RRH	likely	surface_yes	191.0	9	5	14	5	supportive_but_indirect
RS1	low	surface_yes	268.0	13	10	17	4	weak
RSPO4	low	surface_yes	233.0	13	7	17	5	weak
RTL5	low	surface_yes	105.0	1	1	14	2	weak
RTN4	low	surface_yes	261.0	25	21	18	5	supportive_but_indirect
RTN4R	canonical	surface_yes	279.0	24	22	21	5	direct_single_method
RTN4RL1	canonical	surface_yes	169.0	17	15	21	5	direct_multi_method
RTN4RL2	likely	surface_yes	163.0	18	15	22	6	supportive_but_indirect
RTP1	likely	surface_yes	159.0	17	14	16	4	direct_single_method
RTP2	likely	surface_yes	125.0	12	10	12	4	supportive_but_indirect
RTP3	likely	surface_yes	170.0	8	2	15	4	supportive_but_indirect
RTP5	uncertain	surface_yes	105.0	1	0	11	3	weak
RXFP1	canonical	surface_yes	219.0	28	24	19	6	direct_multi_method
RXFP2	canonical	surface_yes	320.0	11	9	16	6	direct_single_method
RXFP3	canonical	surface_yes	196.0	20	9	15	4	direct_multi_method
RXFP4	canonical	surface_yes	173.0	18	12	15	5	direct_single_method
RXRB	low	surface_yes		7	6	19	6	weak
RYK	canonical	surface_yes	217.0	22	20	19	6	direct_multi_method
S100A1	low	surface_yes	307.0	8	5	15	4	weak
S100A10	likely	surface_yes	286.0	11	9	19	5	supportive_but_indirect
S100A11	likely	surface_yes	247.0	25	21	18	5	supportive_but_indirect
S100A12	low	surface_yes	367.0	10	8	14	4	weak
S100A13	low	surface_yes	205.0	14	13	16	5	weak
S100A14	canonical	surface_yes	197.0	10	8	17	5	direct_single_method
S100A16	likely	surface_yes	252.0	10	9	15	5	supportive_but_indirect
S100A4	low	surface_yes	332.0	12	10	16	5	weak
S100A6	low	surface_yes	287.0	10	10	16	5	supportive_but_indirect
S100A7	likely	surface_yes	240.0	24	19	15	4	supportive_but_indirect
S100A7A	likely	surface_yes	181.0	18	17	15	4	supportive_but_indirect
S100A8	likely	surface_yes	343.0	24	18	16	5	supportive_but_indirect
S100A9	low	surface_yes	345.0	15	11	16	4	weak
S100B	low	surface_yes	307.0	9	8	17	5	weak
S100P	likely	surface_yes	261.0	20	18	17	4	direct_multi_method
S1PR1	canonical	surface_yes	287.0	28	26	18	5	direct_multi_method
S1PR2	canonical	surface_yes	273.0	28	22	19	5	direct_multi_method
S1PR3	canonical	surface_yes	261.0	36	30	18	5	direct_single_method
S1PR4	canonical	surface_yes	255.0	36	31	20	5	direct_multi_method
S1PR5	canonical	surface_yes	254.0	37	35	20	6	direct_multi_method
SARAF	low	surface_yes	231.0	14	11	16	4	weak
SBSN	low	surface_yes	184.0	11	10	14	3	weak
SCAMP1	low	surface_yes	259.0	11	8	14	6	weak
SCAMP2	low	surface_yes	166.0	18	16	15	5	supportive_but_indirect
SCAMP3	low	surface_yes	164.0	21	21	16	6	supportive_but_indirect
SCAMP4	low	surface_yes	121.0	6	5	12	6	conflicting
SCAMP5	low	surface_yes	162.0	12	11	17	6	supportive_but_indirect
SCARA3	canonical	surface_yes	254.0	6	5	18	5	supportive_but_indirect
SCARA5	canonical	surface_yes	214.0	15	14	20	7	direct_multi_method
SCARB1	canonical	surface_yes	277.0	46	42	16	6	direct_multi_method
SCARB2	likely	surface_yes	238.0	27	23	19	6	direct_multi_method
SCARF1	canonical	surface_yes	211.0	22	18	20	6	direct_multi_method
SCARF2	canonical	surface_yes	175.0	7	7	15	6	direct_multi_method
SCART1	likely	surface_yes	138.0	7	5	16	6	weak
SCEL	likely	surface_yes	203.0	9	9	15	5	supportive_but_indirect
SCGB1D2	low	surface_yes	182.0	8	7	16	3	conflicting
SCGN	low	surface_yes	274.0	9	8	15	4	weak
SCIMP	likely	surface_yes	143.0	11	11	18	5	supportive_but_indirect
SCN10A	canonical	surface_yes	309.0	28	20	18	5	direct_multi_method
SCN11A	likely	surface_yes	328.0	9	7	18	6	direct_single_method
SCN1A	likely	surface_yes	263.0	23	19	18	6	direct_multi_method
SCN1B	canonical	surface_yes	224.0	26	22	22	6	direct_multi_method
SCN2A	canonical	surface_yes	265.0	22	17	18	6	direct_multi_method
SCN2B	canonical	surface_yes	194.0	21	20	23	5	direct_multi_method
SCN3A	canonical	surface_yes	237.0	26	22	19	6	direct_multi_method
SCN3B	canonical	surface_yes	203.0	27	21	18	5	direct_multi_method
SCN4A	canonical	surface_yes	267.0	24	19	18	5	direct_multi_method
SCN4B	canonical	surface_yes	230.0	21	17	19	6	direct_multi_method
SCN5A	canonical	surface_yes	292.0	44	37	19	6	direct_multi_method
SCN7A	canonical	surface_yes	291.0	10	7	14	5	supportive_but_indirect
SCN8A	canonical	surface_yes	320.0	30	24	19	6	direct_multi_method
SCN9A	canonical	surface_yes	295.0	30	25	18	6	direct_multi_method
SCNN1A	canonical	surface_yes	267.0	33	30	21	7	direct_multi_method
SCNN1B	canonical	surface_yes	247.0	23	20	19	7	direct_multi_method
SCNN1D	canonical	surface_yes	174.0	33	30	18	5	direct_multi_method
SCNN1G	canonical	surface_yes	251.0	33	28	20	5	direct_multi_method
SCTR	canonical	surface_yes	335.0	10	9	15	5	supportive_but_indirect
SCUBE1	canonical	surface_yes	169.0	16	14	20	4	direct_multi_method
SCUBE2	canonical	surface_yes	187.0	21	15	21	5	direct_single_method
SCUBE3	canonical	surface_yes	174.0	17	15	20	5	supportive_but_indirect
SDC1	canonical	surface_yes	284.0	35	29	21	5	direct_multi_method
SDC2	canonical	surface_yes	289.0	31	25	18	5	direct_multi_method
SDC3	canonical	surface_yes	210.0	28	26	22	4	direct_multi_method
SDC4	canonical	surface_yes	260.0	35	32	21	5	direct_multi_method
SDK1	canonical	surface_yes	201.0	12	11	20	6	direct_multi_method
SDK2	likely	surface_yes	175.0	10	6	19	6	direct_multi_method
SECTM1	low	surface_yes	313.0	6	5	15	3	weak
SEL1L2	low	surface_yes	69.0	2	1	11	5	weak
SELE	canonical	surface_yes	317.0	36	28	20	5	direct_multi_method
SELL	canonical	surface_yes	328.0	24	23	20	6	direct_multi_method
SELP	canonical	surface_yes	332.0	33	32	18	5	direct_multi_method
SELPLG	canonical	surface_yes	274.0	41	38	19	4	direct_multi_method
SEMA3A	canonical	surface_yes	277.0	29	27	18	5	supportive_but_indirect
SEMA3B	canonical	surface_yes	269.0	13	13	17	5	supportive_but_indirect
SEMA4A	canonical	surface_yes	210.0	20	19	21	6	direct_multi_method
SEMA4B	canonical	surface_yes	216.0	12	11	19	7	supportive_but_indirect
SEMA4C	canonical	surface_yes	213.0	21	20	22	5	direct_multi_method
SEMA4D	canonical	surface_yes	300.0	28	25	20	6	direct_multi_method
SEMA4F	likely	surface_yes	315.0	10	7	18	6	supportive_but_indirect
SEMA4G	canonical	surface_yes	174.0	6	4	18	6	supportive_but_indirect
SEMA5A	canonical	surface_yes	235.0	17	14	20	5	direct_single_method
SEMA5B	low	surface_yes	241.0	5	4	19	6	weak
SEMA6A	canonical	surface_yes	376.0	7	4	16	7	direct_single_method
SEMA6B	canonical	surface_yes	232.0	7	5	16	7	direct_multi_method
SEMA6C	likely	surface_yes	203.0	5	3	17	7	supportive_but_indirect
SEMA6D	canonical	surface_yes	196.0	17	15	18	6	direct_multi_method
SEMA7A	canonical	surface_yes	244.0	27	25	22	7	direct_multi_method
SEMG1	likely	surface_yes	293.0	9	8	17	4	supportive_but_indirect
SERINC1	likely	surface_yes	244.0	2	1	13	5	supportive_but_indirect
SERINC2	canonical	surface_yes	181.0	12	11	14	6	direct_single_method
SERINC3	canonical	surface_yes	257.0	19	15	14	6	direct_multi_method
SERINC4	low	surface_yes	59.0	2	1	14	6	supportive_but_indirect
SERINC5	canonical	surface_yes	195.0	27	24	15	6	direct_multi_method
SERPINA12	likely	surface_yes	222.0	11	9	16	4	supportive_but_indirect
SERPINA9	low	surface_yes	171.0	2	0	14	5	weak
SERPINB3	low	surface_yes	352.0	7	5	15	4	weak
SERPINE1	likely	surface_yes	311.0	26	25	17	5	direct_single_method
SERPINE2	low	surface_yes	318.0	4	3	15	5	weak
SERTM2	low	surface_yes	96.0	2	2	14	3	weak
SEZ6	likely	surface_yes	165.0	22	21	20	6	direct_multi_method
SEZ6L	likely	surface_yes	169.0	13	12	22	5	direct_multi_method
SEZ6L2	canonical	surface_yes	177.0	15	14	20	6	direct_multi_method
SFTPB	low	surface_yes	288.0	23	19	17	4	weak
SFTPC	likely	surface_yes	277.0	19	13	17	4	direct_single_method
SGCA	likely	surface_yes	355.0	21	17	19	6	direct_multi_method
SGCB	likely	surface_yes	321.0	14	13	20	5	direct_single_method
SGCD	likely	surface_yes	299.0	8	8	17	7	supportive_but_indirect
SGCE	canonical	surface_yes	258.0	5	2	19	6	direct_single_method
SGCG	likely	surface_yes	390.0	10	8	14	5	supportive_but_indirect
SGCZ	canonical	surface_yes	149.0	5	5	15	7	direct_single_method
SGMS2	canonical	surface_yes	245.0	25	18	18	5	supportive_but_indirect
SH3BGRL3	low	surface_yes	192.0	4	4	13	4	weak
SHH	canonical	surface_yes	343.0	11	10	22	4	supportive_but_indirect
SHISA4	low	surface_yes	105.0	4	2	15	5	weak
SHISA6	likely	surface_yes	146.0	4	3	17	6	supportive_but_indirect
SHISA7	likely	surface_yes	127.0	9	6	18	5	supportive_but_indirect
SHISA8	low	surface_yes	163.0	0	0	12	6	weak
SHISA9	likely	surface_yes	159.0	11	8	19	6	supportive_but_indirect
SHISAL2B	low	surface_yes	70.0	3	2	16	4	weak
SI	likely	surface_yes	387.0	14	12	21	4	supportive_but_indirect
SIDT1	likely	surface_yes	197.0	14	11	19	7	supportive_but_indirect
SIDT2	low	surface_yes	165.0	18	14	16	7	supportive_but_indirect
SIGIRR	canonical	surface_yes	185.0	19	16	20	6	direct_multi_method
SIGLEC1	canonical	surface_yes	295.0	40	37	19	6	direct_multi_method
SIGLEC10	canonical	surface_yes	259.0	33	33	18	5	direct_multi_method
