gene_symbol	uniprot_acc	hgnc_id	model	prompt_variant	replicate	predicted_verdict	predicted_reason	is_match	ground_truth_verdict	ground_truth_reason
NECTIN4	Q96NY8	HGNC:19688	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NECTIN4	Q96NY8	HGNC:19688	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NECTIN4	Q96NY8	HGNC:19688	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NPY5R	Q15761	HGNC:7958	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
NPY5R	Q15761	HGNC:7958	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
NPY5R	Q15761	HGNC:7958	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
NRAS	P01111	HGNC:7989	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
NRAS	P01111	HGNC:7989	claude-sonnet-4-6	pubmed_ncbi	2	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
NRAS	P01111	HGNC:7989	claude-sonnet-4-6	pubmed_ncbi	3	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
NRROS	Q86YC3	HGNC:24613	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NRROS	Q86YC3	HGNC:24613	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NRROS	Q86YC3	HGNC:24613	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
NUP210	Q8TEM1	HGNC:30052	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
NUP210	Q8TEM1	HGNC:30052	claude-sonnet-4-6	pubmed_ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
NUP210	Q8TEM1	HGNC:30052	claude-sonnet-4-6	pubmed_ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
OR1A1	Q9P1Q5	HGNC:8179	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
OR1A1	Q9P1Q5	HGNC:8179	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
OR1A1	Q9P1Q5	HGNC:8179	claude-sonnet-4-6	pubmed_ncbi	3	contextual	tissue_restricted_surface	1	yes	multipass_with_exposed_loops
PMEL	P40967	HGNC:10880	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	dual_localization
PMEL	P40967	HGNC:10880	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
PMEL	P40967	HGNC:10880	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	dual_localization
PRAME	P78395	HGNC:9336	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	0	no	pmhc_only_intracellular
PRAME	P78395	HGNC:9336	claude-sonnet-4-6	pubmed_ncbi	2	contextual	cell_state_induced	0	no	pmhc_only_intracellular
PRAME	P78395	HGNC:9336	claude-sonnet-4-6	pubmed_ncbi	3	contextual	cell_state_induced	0	no	pmhc_only_intracellular
PRNP	P04156	HGNC:9449	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	1	yes	gpi_anchored
PRNP	P04156	HGNC:9449	claude-sonnet-4-6	pubmed_ncbi	2	yes	gpi_anchored	1	yes	gpi_anchored
PRNP	P04156	HGNC:9449	claude-sonnet-4-6	pubmed_ncbi	3	yes	gpi_anchored	1	yes	gpi_anchored
PSCA	O43653	HGNC:9500	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	1	yes	gpi_anchored
PSCA	O43653	HGNC:9500	claude-sonnet-4-6	pubmed_ncbi	2	yes	gpi_anchored	1	yes	gpi_anchored
PSCA	O43653	HGNC:9500	claude-sonnet-4-6	pubmed_ncbi	3	yes	gpi_anchored	1	yes	gpi_anchored
PTK7	Q13308	HGNC:9618	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
PTK7	Q13308	HGNC:9618	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
PTK7	Q13308	HGNC:9618	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
RAC1	P63000	HGNC:9801	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
RAC1	P63000	HGNC:9801	claude-sonnet-4-6	pubmed_ncbi	2	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
RAC1	P63000	HGNC:9801	claude-sonnet-4-6	pubmed_ncbi	3	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
RHOA	P61586	HGNC:667	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
RHOA	P61586	HGNC:667	claude-sonnet-4-6	pubmed_ncbi	2	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
RHOA	P61586	HGNC:667	claude-sonnet-4-6	pubmed_ncbi	3	no	inner_leaflet_anchored	1	no	inner_leaflet_anchored
ROR1	Q01973	HGNC:10256	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROR1	Q01973	HGNC:10256	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROR1	Q01973	HGNC:10256	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROR2	Q01974	HGNC:10257	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROR2	Q01974	HGNC:10257	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROR2	Q01974	HGNC:10257	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROS1	P08922	HGNC:10261	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROS1	P08922	HGNC:10261	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
ROS1	P08922	HGNC:10261	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
RPN1	P04843	HGNC:10381	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
RPN1	P04843	HGNC:10381	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
RPN1	P04843	HGNC:10381	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
RPN2	P04844	HGNC:10382	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
RPN2	P04844	HGNC:10382	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
RPN2	P04844	HGNC:10382	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SCARB2	Q14108	HGNC:1665	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	lysosomal_exocytosis
SCARB2	Q14108	HGNC:1665	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	lysosomal_exocytosis
SCARB2	Q14108	HGNC:1665	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	lysosomal_exocytosis
SEC61G	P60059	HGNC:18277	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
SEC61G	P60059	HGNC:18277	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
SEC61G	P60059	HGNC:18277	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SEZ6	Q53EL9	HGNC:15955	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	yes	classical_surface_receptor
SEZ6	Q53EL9	HGNC:15955	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
SEZ6	Q53EL9	HGNC:15955	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
SLC34A2	O95436	HGNC:11020	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SLC34A2	O95436	HGNC:11020	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SLC34A2	O95436	HGNC:11020	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SRC	P12931	HGNC:11283	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	1	contextual	cell_state_induced
SRC	P12931	HGNC:11283	claude-sonnet-4-6	pubmed_ncbi	2	contextual	cell_state_induced	1	contextual	cell_state_induced
SRC	P12931	HGNC:11283	claude-sonnet-4-6	pubmed_ncbi	3	contextual	cell_state_induced	1	contextual	cell_state_induced
SSTR2	P30874	HGNC:11331	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SSTR2	P30874	HGNC:11331	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SSTR2	P30874	HGNC:11331	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STIM1	Q13586	HGNC:11386	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	dual_localization
STIM1	Q13586	HGNC:11386	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
STIM1	Q13586	HGNC:11386	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	dual_localization
SUN1	O94901	HGNC:18587	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SUN1	O94901	HGNC:18587	claude-sonnet-4-6	pubmed_ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SUN1	O94901	HGNC:18587	claude-sonnet-4-6	pubmed_ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-sonnet-4-6	pubmed_ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-sonnet-4-6	pubmed_ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SYK	P43405	HGNC:11491	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	1	no	cytoplasmic
SYK	P43405	HGNC:11491	claude-sonnet-4-6	pubmed_ncbi	2	no	cytoplasmic	1	no	cytoplasmic
SYK	P43405	HGNC:11491	claude-sonnet-4-6	pubmed_ncbi	3	no	cytoplasmic	1	no	cytoplasmic
SYNE1	Q8NF91	HGNC:17089	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SYNE1	Q8NF91	HGNC:17089	claude-sonnet-4-6	pubmed_ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SYNE1	Q8NF91	HGNC:17089	claude-sonnet-4-6	pubmed_ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-sonnet-4-6	pubmed_ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-sonnet-4-6	pubmed_ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
TACSTD2	P09758	HGNC:11530	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TACSTD2	P09758	HGNC:11530	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TACSTD2	P09758	HGNC:11530	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TF	P02787	HGNC:11740	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	1	no	secreted_only
TF	P02787	HGNC:11740	claude-sonnet-4-6	pubmed_ncbi	2	no	secreted_only	1	no	secreted_only
TF	P02787	HGNC:11740	claude-sonnet-4-6	pubmed_ncbi	3	no	secreted_only	1	no	secreted_only
TFRC	P02786	HGNC:11763	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TFRC	P02786	HGNC:11763	claude-sonnet-4-6	pubmed_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TFRC	P02786	HGNC:11763	claude-sonnet-4-6	pubmed_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TGFB1	P01137	HGNC:11766	claude-sonnet-4-6	pubmed_ncbi	1	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
TGFB1	P01137	HGNC:11766	claude-sonnet-4-6	pubmed_ncbi	2	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
TGFB1	P01137	HGNC:11766	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	stable_surface_attachment
TGOLN2	O43493	HGNC:15450	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	0	contextual	dual_localization
TGOLN2	O43493	HGNC:15450	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	0	contextual	dual_localization
TGOLN2	O43493	HGNC:15450	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	0	contextual	dual_localization
TM4SF1	P30408	HGNC:11853	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TM4SF1	P30408	HGNC:11853	claude-sonnet-4-6	pubmed_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TM4SF1	P30408	HGNC:11853	claude-sonnet-4-6	pubmed_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TMED10	P49755	HGNC:16998	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	dual_localization
TMED10	P49755	HGNC:16998	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
TMED10	P49755	HGNC:16998	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	dual_localization
TMED9	Q9BVK6	HGNC:24878	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
TMED9	Q9BVK6	HGNC:24878	claude-sonnet-4-6	pubmed_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
TMED9	Q9BVK6	HGNC:24878	claude-sonnet-4-6	pubmed_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
TYK2	P29597	HGNC:12440	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	1	no	cytoplasmic
TYK2	P29597	HGNC:12440	claude-sonnet-4-6	pubmed_ncbi	2	no	inner_leaflet_anchored	1	no	cytoplasmic
TYK2	P29597	HGNC:12440	claude-sonnet-4-6	pubmed_ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
TYRP1	P17643	HGNC:12450	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	dual_localization
TYRP1	P17643	HGNC:12450	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
TYRP1	P17643	HGNC:12450	claude-sonnet-4-6	pubmed_ncbi	3	contextual	dual_localization	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-sonnet-4-6	pubmed_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-sonnet-4-6	pubmed_ncbi	3	contextual	cell_state_induced	1	contextual	dual_localization
VEGFA	P15692	HGNC:12680	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	1	no	secreted_only
VEGFA	P15692	HGNC:12680	claude-sonnet-4-6	pubmed_ncbi	2	no	secreted_only	1	no	secreted_only
VEGFA	P15692	HGNC:12680	claude-sonnet-4-6	pubmed_ncbi	3	no	secreted_only	1	no	secreted_only
ZP3	P21754	HGNC:13189	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ZP3	P21754	HGNC:13189	claude-sonnet-4-6	pubmed_ncbi	2	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ZP3	P21754	HGNC:13189	claude-sonnet-4-6	pubmed_ncbi	3	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
A2M	P01023	HGNC:7	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	1	no	secreted_only
A2M	P01023	HGNC:7	claude-sonnet-4-6	web_ncbi	2	no	secreted_only	1	no	secreted_only
A2M	P01023	HGNC:7	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	1	no	secreted_only
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	web_ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	web_ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AKT2	P31751	HGNC:392	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	1	no	cytoplasmic
AKT2	P31751	HGNC:392	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	1	no	cytoplasmic
AKT2	P31751	HGNC:392	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
ALPG	P10696	HGNC:441	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	1	contextual	tissue_restricted_surface
ALPG	P10696	HGNC:441	claude-sonnet-4-6	web_ncbi	2	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ALPG	P10696	HGNC:441	claude-sonnet-4-6	web_ncbi	3	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
APOB	P04114	HGNC:603	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	1	no	secreted_only
APOB	P04114	HGNC:603	claude-sonnet-4-6	web_ncbi	2	no	secreted_only	1	no	secreted_only
APOB	P04114	HGNC:603	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	1	no	secreted_only
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	1	no	endomembrane_resident
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	1	no	endomembrane_resident
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	1	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	0	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	web_ncbi	2	contextual	dual_localization	0	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	web_ncbi	3	contextual	dual_localization	0	no	endomembrane_resident
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	web_ncbi	1	no	mitochondrial_internal	0	contextual	dual_localization
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	web_ncbi	2	no	mitochondrial_internal	0	contextual	dual_localization
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	web_ncbi	3	no	mitochondrial_internal	0	contextual	dual_localization
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
B2M	P61769	HGNC:914	claude-sonnet-4-6	web_ncbi	1	yes	stable_complex_partner	1	yes	stable_complex_partner
B2M	P61769	HGNC:914	claude-sonnet-4-6	web_ncbi	2	yes	stable_complex_partner	1	yes	stable_complex_partner
B2M	P61769	HGNC:914	claude-sonnet-4-6	web_ncbi	3	yes	stable_complex_partner	1	yes	stable_complex_partner
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	0	contextual	dual_localization
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	web_ncbi	2	contextual	dual_localization	1	contextual	dual_localization
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	web_ncbi	3	contextual	tissue_restricted_surface	1	contextual	dual_localization
BAX	Q07812	HGNC:959	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	1	no	cytoplasmic
BAX	Q07812	HGNC:959	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	1	no	cytoplasmic
BAX	Q07812	HGNC:959	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	1	no	cytoplasmic
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	1	no	cytoplasmic
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	1	no	cytoplasmic
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	1	yes	gpi_anchored
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	1	yes	gpi_anchored
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	1	yes	gpi_anchored
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	1	no	cytoplasmic
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	1	no	cytoplasmic
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
C3	P01024	HGNC:1318	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	0	contextual	stable_surface_attachment
C3	P01024	HGNC:1318	claude-sonnet-4-6	web_ncbi	2	no	secreted_only	0	contextual	stable_surface_attachment
C3	P01024	HGNC:1318	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	0	contextual	stable_surface_attachment
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CALR	P27797	HGNC:1455	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	1	contextual	cell_state_induced
CALR	P27797	HGNC:1455	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	1	contextual	cell_state_induced
CALR	P27797	HGNC:1455	claude-sonnet-4-6	web_ncbi	3	contextual	cell_state_induced	1	contextual	cell_state_induced
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CD19	P15391	HGNC:1633	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
