gene_symbol	model	prompt_variant	predicted_verdict	predicted_reason	predicted_confidence	n_reps	majority_agreement	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
DSG4	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	1741	981	866	5298	0	0.024775	21.596	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	1077	762	534	5298	0	0.018253	19.193	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2534	902	1262	5298	0	0.027454	20.357	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2815	1049	1403	5298	0	0.031031	23.447	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	2465	1040	1228	5298	0	0.029189	27.207	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-sonnet-4-6	pubmed_ncbi	no	secreted_only	high	3	1.0	2388	1136	1168	5298	0	0.030173	27.975	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
FLT3	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2341	978	1166	5298	0	0.027655	22.72	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	high	3	1.0	2795	1154	1393	5298	0	0.032508	33.247	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	1602	830	0	5298	0	0.018845	19.747	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	2621	1001	3072	3532	0	0.035458	21.896	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2663	1030	1327	5298	0	0.030005	22.564	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2573	1049	1282	5298	0	0.029851	22.304	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	1765	1135	878	5298	0	0.027202	26.43	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2741	886	1358	5298	0	0.028195	22.174	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	1719	829	855	5298	0	0.022388	21.751	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2578	920	1264	5298	0	0.027863	26.243	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2591	1059	1291	5298	0	0.030089	27.011	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	1169	1087	580	5298	0	0.023576	24.511	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2545	933	1268	5298	0	0.027974	28.203	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	2339	1077	1175	5298	0	0.029168	25.848	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	2203	935	1097	5298	0	0.026337	20.833	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPNMB	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2399	1011	1204	5298	0	0.028466	21.774	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPRC5D	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1915	953	953	5298	0	0.025203	23.503	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GRM4	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	728	817	361	5298	0	0.017382	21.018	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GUCY2C	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2299	1044	1145	5298	0	0.02844	22.896	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2143	937	1067	5298	0	0.026075	21.634	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2741	1081	0	5298	0	0.026027	24.292	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	2624	1103	1304	5298	0	0.030896	26.578	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	2283	1302	1137	5298	0	0.032232	31.195	P09429	HGNC:4983	3146	ENSG00000189403	contextual	induced_borderline	1	0	1	0	0	0	1	1
HNRNPK	claude-sonnet-4-6	pubmed_ncbi	no	nuclear	high	3	1.0	3031	1062	1511	5298	0	0.032279	28.077	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1137	910	564	5298	0	0.020765	21.208	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	high	3	1.0	2299	961	1145	5298	0	0.027195	24.344	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA5	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	high	3	1.0	2633	1083	1312	5298	0	0.030653	33.185	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPD1	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	1941	1095	966	5298	0	0.02746	27.368	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HTR2C	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1577	885	784	5298	0	0.022535	20.98	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
IGF1	claude-sonnet-4-6	pubmed_ncbi	no	secreted_only	high	3	1.0	2473	1079	1232	5298	0	0.029813	28.742	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IKBKB	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	686	935	340	5298	0	0.018947	22.194	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-sonnet-4-6	pubmed_ncbi	no	secreted_only	high	3	1.0	2401	1099	1196	5298	0	0.029762	26.808	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
ITPR1	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	1885	996	938	5298	0	0.025702	23.68	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	1146	988	0	5298	0	0.019847	24.075	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-sonnet-4-6	pubmed_ncbi	contextual	tissue_restricted_surface	high	3	1.0	2199	1009	1095	5298	0	0.027428	25.832	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO4	claude-sonnet-4-6	pubmed_ncbi	no	nuclear	medium	3	1.0	454	1653	224	5298	0	0.028586	36.554	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
JAK1	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	2783	1164	1387	5298	0	0.0326	27.947	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	4093	1164	0	5298	0	0.031328	27.335	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	2379	1100	1185	5298	0	0.02967	26.806	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-sonnet-4-6	pubmed_ncbi	contextual	tissue_restricted_surface	medium	3	1.0	2041	1133	1016	5298	0	0.028517	29.183	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2727	1141	1359	5298	0	0.031982	27.848	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-sonnet-4-6	pubmed_ncbi	contextual	lysosomal_exocytosis	high	3	1.0	1981	1108	986	5298	0	0.02785	24.138	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-sonnet-4-6	pubmed_ncbi	contextual	lysosomal_exocytosis	high	3	1.0	2479	1062	1265	5298	0	0.0297	24.075	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	2541	1309	1266	5298	0	0.033595	31.017	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LGR5	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2787	883	1389	5298	0	0.028404	33.243	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LRRC32	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2395	945	1193	5298	0	0.027423	21.412	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRK2	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	medium	3	1.0	2489	1306	1262	5298	0	0.033379	32.246	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LY6K	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	1125	844	558	5298	0	0.019717	21.281	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYN	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2473	1097	1232	5298	0	0.030083	25.689	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYPD1	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	927	710	459	5298	0	0.016742	19.792	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD3	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	1295	878	643	5298	0	0.021056	19.647	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
MAP2K1	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	2711	1059	1351	5298	0	0.030674	24.858	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K2	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	750	979	372	5298	0	0.019919	22.197	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MC1R	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2141	859	1066	5298	0	0.024895	21.407	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MSLN	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	2349	1014	1170	5298	0	0.028234	21.246	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MUC1	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2366	1067	1181	5298	0	0.029121	26.111	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC16	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2085	1021	1035	5298	0	0.027041	24.451	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
NECTIN4	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2455	1033	1223	5298	0	0.029036	23.064	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1	1	0	1	0	1	3	0
NPY5R	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1173	881	582	5298	0	0.020506	19.07	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
NRAS	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2419	1048	1205	5298	0	0.029085	26.979	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	1	0	0	0	0	1	1	0
NRROS	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2496	854	0	5298	0	0.021887	18.888	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
NUP210	claude-sonnet-4-6	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	927	893	459	5298	0	0.019487	23.512	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
OR1A1	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1363	930	677	5298	0	0.022167	23.802	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
PMEL	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	1995	1060	993	5298	0	0.027198	27.169	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
PRAME	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	2231	1162	1111	5298	0	0.029879	27.966	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	0	0	0	0	0	1	1	0
PRNP	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	2669	966	1330	5298	0	0.029074	22.504	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1	0	1	1	1	0	3	0
PSCA	claude-sonnet-4-6	pubmed_ncbi	yes	gpi_anchored	high	3	1.0	2076	849	1038	5298	0	0.024445	20.248	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1	0	0	1	0	1	2	0
PTK7	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2179	1105	1085	5298	0	0.02877	24.998	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1	1	0	1	1	1	4	0
RAC1	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2509	1170	1251	5298	0	0.031358	26.338	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1	0	1	0	0	0	1	0
RHOA	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2135	1058	1063	5298	0	0.027851	27.365	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1	0	1	0	0	1	2	0
ROR1	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2335	1052	1163	5298	0	0.028736	22.818	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROR2	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2603	903	1297	5298	0	0.027807	22.71	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROS1	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2327	915	1159	5298	0	0.026642	24.257	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
RPN1	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	1589	1029	790	5298	0	0.024754	25.126	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
RPN2	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	989	1061	490	5298	0	0.022309	23.443	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SCAP	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	2165	1046	1078	5298	0	0.027817	26.946	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
SCARB2	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	2265	1202	1128	5298	0	0.030644	30.336	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1	0	0	1	1	0	2	0
SEC61G	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	948	895	0	5298	0	0.017858	22.959	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1	1	0	0	0	0	1	0
SEZ6	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2423	996	1207	5298	0	0.028325	25.26	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
SLC34A2	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1869	886	930	5298	0	0.023974	21.932	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
SRC	claude-sonnet-4-6	pubmed_ncbi	contextual	cell_state_induced	medium	3	1.0	2055	1171	1040	5298	0	0.029219	28.22	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	1	0	1	0	0	1	2	1
SSTR2	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2363	968	1196	5298	0	0.027683	21.256	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
STEAP1	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2139	956	1065	5298	0	0.02634	27.336	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STEAP2	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2459	983	1225	5298	0	0.028305	23.858	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STIM1	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	2315	1170	1153	5298	0	0.030408	29.729	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1	1	1	1	1	0	4	0
SUN1	claude-sonnet-4-6	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	1161	921	576	5298	0	0.021047	23.328	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SUN2	claude-sonnet-4-6	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	999	896	495	5298	0	0.019883	20.746	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SYK	claude-sonnet-4-6	pubmed_ncbi	no	cytoplasmic	high	3	1.0	2429	1062	1210	5298	0	0.029344	25.855	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
SYNE1	claude-sonnet-4-6	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	1115	968	553	5298	0	0.021528	23.195	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
SYNE2	claude-sonnet-4-6	pubmed_ncbi	no	nuclear_envelope	high	3	1.0	684	950	339	5298	0	0.019163	23.084	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
TACSTD2	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	1981	854	986	5298	0	0.02404	19.642	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1	1	1	1	1	1	5	1
TF	claude-sonnet-4-6	pubmed_ncbi	no	secreted_only	high	3	1.0	2069	1670	1030	5298	0	0.036709	38.657	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1	0	1	0	1	0	2	0
TFRC	claude-sonnet-4-6	pubmed_ncbi	yes	classical_surface_receptor	high	3	1.0	2211	915	1101	5298	0	0.026076	22.716	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1	1	1	0	1	0	3	0
TGFB1	claude-sonnet-4-6	pubmed_ncbi	contextual	stable_surface_attachment	high	3	1.0	2884	1250	1454	5298	0	0.034444	40.531	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1	0	1	0	1	1	3	0
TGOLN2	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	high	3	1.0	1023	1042	507	5298	0	0.02219	23.529	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0	1	0	1	0	0	2	1
TM4SF1	claude-sonnet-4-6	pubmed_ncbi	yes	multipass_with_exposed_loops	high	3	1.0	2431	1038	1211	5298	0	0.028994	23.309	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
TMED10	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	high	3	1.0	2741	1163	1366	5298	0	0.03238	28.348	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
TMED9	claude-sonnet-4-6	pubmed_ncbi	no	endomembrane_resident	medium	3	1.0	957	1083	474	5298	0	0.022483	25.55	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
TYK2	claude-sonnet-4-6	pubmed_ncbi	no	inner_leaflet_anchored	high	3	1.0	2101	1150	1046	5298	0	0.029065	26.471	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
TYRP1	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	high	3	1.0	2307	1038	1149	5298	0	0.028389	26.507	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
VDAC1	claude-sonnet-4-6	pubmed_ncbi	contextual	dual_localization	medium	3	1.0	2145	1125	1068	5298	0	0.028904	28.557	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1	0	0	0	1	0	1	0
VEGFA	claude-sonnet-4-6	pubmed_ncbi	no	secreted_only	high	3	1.0	2235	1120	1113	5298	0	0.029268	28.735	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1	0	1	0	0	0	1	0
ZP3	claude-sonnet-4-6	pubmed_ncbi	contextual	tissue_restricted_surface	high	3	1.0	2009	1066	1000	5298	0	0.027356	26.819	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1	1	0	1	0	0	2	0
A2M	claude-sonnet-4-6	web_ncbi	no	secreted_only	high	3	1.0	1385	1512	23022	21660	3	0.149666	42.035	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1	0	0	0	1	0	1	0
