gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
SEC61G	claude-sonnet-4-6	ncbi	1	no	endomembrane_resident	high	2025	286	0	0	0	0.010365	5.909936124982778	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1
SEZ6	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	high	2002	361	0	0	0	0.011421	9.328106250031851	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1
SLC34A2	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2028	307	0	0	0	0.010689	8.09746133396402	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1
SRC	claude-sonnet-4-6	ncbi	1	no	inner_leaflet_anchored	high	2055	324	0	0	0	0.011025	6.72454900003504	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	0
SSTR2	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2011	207	0	0	0	0.009138	5.34852487500757	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1
STEAP1	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	1992	225	0	0	0	0.009351	5.726575416978449	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1
STEAP2	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2071	254	0	0	0	0.010023	6.700929125014227	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1
STIM1	claude-sonnet-4-6	ncbi	1	yes	classical_surface_receptor	medium	2106	347	0	0	0	0.011523	7.866646624985151	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1
SUN1	claude-sonnet-4-6	ncbi	1	no	nuclear_envelope	high	1987	265	0	0	0	0.009936	6.310249208996538	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1
SUN2	claude-sonnet-4-6	ncbi	1	no	nuclear_envelope	high	2080	286	0	0	0	0.01053	6.176027167006396	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1
SYK	claude-sonnet-4-6	ncbi	1	no	inner_leaflet_anchored	high	2052	324	0	0	0	0.011016	7.920782708970364	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1
SYNE1	claude-sonnet-4-6	ncbi	1	no	nuclear_envelope	high	2112	282	0	0	0	0.010566	7.215397791005671	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1
SYNE2	claude-sonnet-4-6	ncbi	1	no	nuclear_envelope	high	2050	302	0	0	0	0.01068	7.601266040990595	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1
TACSTD2	claude-sonnet-4-6	ncbi	1	yes	classical_surface_receptor	high	1999	221	0	0	0	0.009312	6.2984245420084335	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1
TF	claude-sonnet-4-6	ncbi	1	no	secreted_only	high	2065	319	0	0	0	0.01098	8.205243875039741	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1
TFRC	claude-sonnet-4-6	ncbi	1	yes	classical_surface_receptor	high	1994	271	0	0	0	0.010047	5.825728832976893	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-sonnet-4-6	ncbi	1	contextual	stable_surface_attachment	medium	2093	406	0	0	0	0.012369	10.932788209000137	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	medium	2045	312	0	0	0	0.010815	8.276321124983951	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	1
TM4SF1	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2033	225	0	0	0	0.009474	5.396490124985576	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	medium	2085	357	0	0	0	0.01161	8.430217665969394	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1
TMED9	claude-sonnet-4-6	ncbi	1	no	endomembrane_resident	high	2006	294	0	0	0	0.010428	6.286701540986542	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1
TYK2	claude-sonnet-4-6	ncbi	1	no	cytoplasmic	high	2055	351	0	0	0	0.01143	8.479914041992743	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-sonnet-4-6	ncbi	1	contextual	lysosomal_exocytosis	medium	2009	390	0	0	0	0.011877	9.347883291018661	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	medium	2048	361	0	0	0	0.011559	9.153201457986142	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1
VEGFA	claude-sonnet-4-6	ncbi	1	no	secreted_only	high	2065	335	0	0	0	0.01122	8.317573958018329	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1
ZP3	claude-sonnet-4-6	ncbi	1	contextual	tissue_restricted_surface	high	2085	308	0	0	0	0.010875	10.482441625033971	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1
A2M	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	3187	367	0	0	0	0.015066	9.086623832990881	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1
ABCB9	claude-sonnet-4-6	pubmed_ncbi	1	contextual	lysosomal_exocytosis	medium	2147	386	0	0	0	0.012231	8.588914958003443	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	0
ADORA3	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2543	321	0	0	0	0.012444	6.87647391599603	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	3133	350	0	0	0	0.014649	8.33095787500497	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	high	2091	336	0	0	0	0.011313	7.583523042034358	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3061	319	0	0	0	0.013968	6.116429792018607	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	3067	390	0	0	0	0.015051	10.770682208996732	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1
APPL1	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3042	390	0	0	0	0.014976	8.365521457977593	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	2843	397	0	0	0	0.014484	8.499578666989692	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0
ATP5F1B	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	medium	2197	717	0	0	0	0.017346	14.945961749996059	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	1
AVPR1A	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2262	270	0	0	0	0.010836	6.119547416979913	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-sonnet-4-6	pubmed_ncbi	1	yes	stable_complex_partner	high	2970	306	0	0	0	0.0135	7.244754041021224	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	2459	374	0	0	0	0.012987	8.382716708991211	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1
BAX	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3157	386	0	0	0	0.015261	9.03290054097306	Q07812	HGNC:959	581	ENSG00000087088	contextual	induced_borderline	0
BDKRB1	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2317	349	0	0	0	0.012186	7.9905496669816785	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1
BRAF	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	2972	354	0	0	0	0.014226	8.136880750011187	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1
BST2	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2841	314	0	0	0	0.013233	7.0324305829708464	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1
BTK	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2959	374	0	0	0	0.014487	8.146329916955438	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1
C3	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	2894	382	0	0	0	0.014412	9.765212666010484	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1
CA9	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2871	320	0	0	0	0.013413	7.373770833015442	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1
CALR	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	high	2885	380	0	0	0	0.014355	8.052840124990325	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1
CCR8	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2988	306	0	0	0	0.013554	5.800390000047628	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1
CD19	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2952	285	0	0	0	0.013131	6.568352458998561	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1
CD24	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2812	325	0	0	0	0.013311	11.847311999998055	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1
CD276	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3044	333	0	0	0	0.014127	7.374799583049025	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1
CD63	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	2871	355	0	0	0	0.013938	8.558898166986182	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1
CD68	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	3154	314	0	0	0	0.014172	8.041605665988754	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1
CD74	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2878	328	0	0	0	0.013554	6.281565540994052	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1
CEACAM5	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	3063	336	0	0	0	0.014229	6.654488250031136	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1
CEACAM6	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	3000	318	0	0	0	0.01377	6.12026783300098	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1
CLDN18	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2829	342	0	0	0	0.013617	6.980841749988031	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1
CLDN6	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2912	352	0	0	0	0.014016	8.128395332954824	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1
CRISP1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	medium	2349	371	0	0	0	0.012612	7.816542874963488	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1
CSPG4	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2995	351	0	0	0	0.01425	7.0665254589985125	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1
DLK1	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3011	322	0	0	0	0.013863	7.810180084023159	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1
DLL3	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	high	2863	304	0	0	0	0.013149	6.259787915972993	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1
DPEP1	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2579	310	0	0	0	0.012387	6.90269433404319	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1
DSG3	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3104	332	0	0	0	0.014292	7.287288499996066	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1
DSG4	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2656	274	0	0	0	0.012078	5.3645852920017205	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1
EFNA4	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2324	220	0	0	0	0.010272	5.1315993330208585	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1
EPCAM	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3053	286	0	0	0	0.013449	5.973000583995599	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1
EPHB4	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3193	353	0	0	0	0.014874	8.045565582986455	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1
EREG	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	3018	336	0	0	0	0.014094	8.900759124953765	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1
F2	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	3001	369	0	0	0	0.014538	8.865757457970176	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1
FLT3	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2956	347	0	0	0	0.014073	6.348397416004445	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1
FN1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	3173	373	0	0	0	0.015114	8.515613499970641	P02751	HGNC:3778	2335	ENSG00000115414	no	secreted_negative	0
FOLH1	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2321	255	0	0	0	0.010788	5.747146083042026	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1
FOLR1	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	3096	331	0	0	0	0.014253	5.795324500009883	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1
FZD10	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3117	329	0	0	0	0.014286	7.142697624978609	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1
FZD7	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3072	365	0	0	0	0.014691	9.760104542016052	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1
GALNT1	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2668	354	0	0	0	0.013314	8.57387900003232	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3164	320	0	0	0	0.014292	6.812964250042569	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2645	268	0	0	0	0.011955	5.971152125042863	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3051	311	0	0	0	0.013818	9.226306958997156	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	3081	328	0	0	0	0.014163	7.757960791001096	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2370	318	0	0	0	0.01188	6.768551333982032	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3058	314	0	0	0	0.013884	8.27428150002379	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2965	297	0	0	0	0.01335	6.817783917009365	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2887	344	0	0	0	0.013821	8.572132541972678	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2974	338	0	0	0	0.013992	7.68040850001853	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2743	311	0	0	0	0.012894	9.555500166956335	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2150	269	0	0	0	0.010485	6.3142945829895325	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2935	313	0	0	0	0.0135	6.559344000008423	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2857	317	0	0	0	0.013326	6.96011941699544	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2969	374	0	0	0	0.014517	8.318055582989473	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3101	355	0	0	0	0.014628	7.613439582986757	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	high	2927	371	0	0	0	0.014346	8.068843792018015	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear	high	3301	384	0	0	0	0.015663	9.057352208998054	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
HRH2	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2354	272	0	0	0	0.011142	6.226616792031564	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1
HSPA1A	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	high	2935	292	0	0	0	0.013185	7.07706900004996	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1
HSPA5	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	high	3102	351	0	0	0	0.014571	8.450950792001095	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1
HSPD1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	medium	2756	375	0	0	0	0.013893	9.491184374957811	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1
HTR2C	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2574	293	0	0	0	0.012117	6.2499263329664245	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1
IGF1	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	3022	357	0	0	0	0.014421	7.768540667020716	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1
IKBKB	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	2129	303	0	0	0	0.010932	6.421901415975299	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1
IL6	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	2986	378	0	0	0	0.014628	9.78368049999699	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1
ITPR1	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2728	345	0	0	0	0.013359	7.3300659590167925	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1
ITPR3	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2169	335	0	0	0	0.011532	6.775967583002057	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1
IZUMO1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	high	2885	351	0	0	0	0.01392	7.682981416000985	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1
IZUMO4	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear	medium	2013	307	0	0	0	0.010644	6.786698249983601	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	contextual	induced_borderline	0
JAK1	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	3177	384	0	0	0	0.015291	8.712367957981769	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1
JAK2	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3140	377	0	0	0	0.015075	8.501999084022827	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1
JAK3	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	2975	369	0	0	0	0.01446	7.567461166996509	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1
KLK2	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	medium	2914	365	0	0	0	0.014217	8.270997749990784	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1
KRAS	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	3149	353	0	0	0	0.014742	8.066712541971356	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1
LAMP1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	lysosomal_exocytosis	high	2776	354	0	0	0	0.013638	6.840859582996927	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1
LAMP2	claude-sonnet-4-6	pubmed_ncbi	1	contextual	lysosomal_exocytosis	high	3055	377	0	0	0	0.01482	7.592691291007213	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1
LAMP3	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	3056	411	0	0	0	0.015333	9.784135166963097	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1
LGR5	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	3179	310	0	0	0	0.014187	6.979125874990132	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1
LRRC32	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2983	268	0	0	0	0.012969	6.616946124995593	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1
LRRK2	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	medium	3052	469	0	0	0	0.016191	9.963003124983516	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1
LY6K	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2348	244	0	0	0	0.010704	5.737494874978438	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1
LYN	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2975	370	0	0	0	0.014475	8.707851250015665	P07948	HGNC:6735	4067	ENSG00000254087	contextual	wrong_side_borderline	0
LYPD1	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2249	245	0	0	0	0.010422	5.19424037495628	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1
LYPD3	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2433	338	0	0	0	0.012369	6.61935525003355	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1
MAP2K1	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3141	351	0	0	0	0.014688	7.041725333023351	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1
MAP2K2	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	2161	331	0	0	0	0.011448	7.172360333031975	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1
MC1R	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2856	279	0	0	0	0.012753	6.259694625041448	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1
MSLN	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2960	357	0	0	0	0.014235	7.450878000003286	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1
MUC1	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2966	307	0	0	0	0.013503	6.484786792017985	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1
MUC16	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2831	337	0	0	0	0.013548	7.132238290971145	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1
NECTIN4	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3038	304	0	0	0	0.013674	7.797549000009894	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1
