gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
GUCY2C	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	high	660	419	6708	7220	1	0.045586	13.671919208019972	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	735	272	0	3610	0	0.007368	6.567505249986425	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
GYPA	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	high	2	285	733	3610	0	0.00811275	8.176666207960807	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
GYPA	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	high	735	253	0	3610	0	0.007083	6.0862401250051335	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	695	547	7149	7220	1	0.04926475	14.405131332983728	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HCK	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	3	406	7793	7220	1	0.04748875	12.216944500047248	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HCK	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	high	695	426	5597	7220	1	0.04162975	14.001617582980543	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	700	321	0	3610	0	0.007998	8.58432724996237	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HDAC6	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	high	2	349	698	3610	0	0.0089415	8.60737041698303	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HDAC6	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	701	398	7807	7220	1	0.049515250000000004	11.536639500001911	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	644	565	12209	16505	2	0.08114225	17.56498774996726	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0	0	1	0	0	0	1	1
HMGB1	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	high	4	487	6852	22180	2	0.059666	18.513849542010576	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0	0	1	0	0	0	1	1
HMGB1	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	medium	643	598	6573	7220	1	0.04771375	16.494179458008148	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	1	0	1	0	0	0	1	1
HNRNPK	claude-sonnet-4-6	web_ncbi	1	no	nuclear	high	695	321	0	3610	0	0.007983	7.872561666998081	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HNRNPK	claude-sonnet-4-6	web_ncbi	2	no	nuclear	high	2	308	693	3610	0	0.00830775	7.691171083017252	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HNRNPK	claude-sonnet-4-6	web_ncbi	3	no	nuclear	high	695	342	0	3610	0	0.008298	7.912512166018132	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	661	200	0	3610	0	0.006066	5.315375916019548	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HRH2	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	high	661	206	0	3610	0	0.006156	5.253368416975718	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HRH2	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	high	661	272	0	3610	0	0.007146	6.579292957962025	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	720	417	7499	7220	1	0.04870225	13.57892120903125	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA1A	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	high	4	496	15715	18273	2	0.09186514999999999	17.0221030000248	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA1A	claude-sonnet-4-6	web_ncbi	3	contextual	cell_state_induced	high	720	400	7575	7220	1	0.048732250000000005	15.222534250002354	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA5	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	697	417	6222	7220	1	0.0438445	15.081427124969196	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPA5	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	high	3	427	694	13442	1	0.023049100000000003	14.793896208982915	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPA5	claude-sonnet-4-6	web_ncbi	3	contextual	cell_state_induced	high	697	407	5486	7220	1	0.0409345	12.823759958031587	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPD1	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	686	480	14513	18355	2	0.08918825000000001	17.63667149998946	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HSPD1	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	high	4	471	15036	18034	2	0.0888722	14.677521709003486	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HSPD1	claude-sonnet-4-6	web_ncbi	3	contextual	cell_state_induced	high	686	504	13614	18066	2	0.08609030000000001	17.19866616599029	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HTR2C	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	699	270	0	3610	0	0.00723	6.619371833978221	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HTR2C	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	high	2	240	697	3610	0	0.00730275	6.450213333009742	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HTR2C	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	high	699	220	0	3610	0	0.00648	6.573691500001587	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
IGF1	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	638	738	5835	7220	1	0.047031250000000004	18.2293052499881	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IGF1	claude-sonnet-4-6	web_ncbi	2	no	secreted_only	high	3	777	7393	7220	1	0.05155375	19.29315708304057	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IGF1	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	high	638	544	7313	7220	1	0.04966375	14.674708833976183	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IKBKB	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	659	321	0	3610	0	0.007875	8.726491209003143	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IKBKB	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	high	2	348	657	3610	0	0.00877275	8.105496625008527	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IKBKB	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	659	305	0	3610	0	0.007635	6.747861707990523	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	677	341	0	3610	0	0.008229	8.941200500004925	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
IL6	claude-sonnet-4-6	web_ncbi	2	no	secreted_only	high	4	1166	13197	18047	2	0.09240485000000001	26.179760625003837	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
IL6	claude-sonnet-4-6	web_ncbi	3	no	secreted_only	high	678	583	7149	7220	1	0.04975375	15.968353374977596	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
ITPR1	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	high	703	348	0	3610	0	0.008412	8.36795887502376	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR1	claude-sonnet-4-6	web_ncbi	2	no	endomembrane_resident	high	2	355	701	3610	0	0.00904275	8.304526749998331	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR1	claude-sonnet-4-6	web_ncbi	3	no	endomembrane_resident	high	703	335	0	3610	0	0.008217	6.935891708009876	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	high	699	296	0	3610	0	0.00762	7.859005458012689	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
ITPR3	claude-sonnet-4-6	web_ncbi	2	no	endomembrane_resident	high	2	321	697	3610	0	0.00851775	7.761950000014622	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
ITPR3	claude-sonnet-4-6	web_ncbi	3	no	endomembrane_resident	high	699	313	0	3610	0	0.007875	8.240921749966219	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-sonnet-4-6	web_ncbi	1	contextual	tissue_restricted_surface	high	621	409	5805	7220	1	0.041932750000000005	12.225360958022065	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO1	claude-sonnet-4-6	web_ncbi	2	contextual	tissue_restricted_surface	high	3	580	7819	7220	1	0.050196250000000005	24.50494462501956	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO1	claude-sonnet-4-6	web_ncbi	3	contextual	tissue_restricted_surface	high	621	381	7030	7220	1	0.0461065	12.923658332962077	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO4	claude-sonnet-4-6	web_ncbi	1	no	nuclear	high	545	502	12723	17864	2	0.08223545	16.113218499987852	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
IZUMO4	claude-sonnet-4-6	web_ncbi	2	no	nuclear	medium	4	915	10726	17864	2	0.07931869999999999	22.97103875002358	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
IZUMO4	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	medium	544	416	6751	7220	1	0.04535425	13.925193124974612	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
JAK1	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	672	337	0	3610	0	0.008154	8.028709499980323	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK1	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	2	374	670	3610	0	0.0092115	8.531986000016332	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK1	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	672	369	0	3610	0	0.008634	8.363099750014953	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	687	360	0	3610	0	0.008544	8.499079458997585	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	2	335	685	3610	0	0.00868275	11.0816009590053	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	high	687	340	0	3610	0	0.008244	7.35416012495989	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	2	376	648	3610	0	0.009159	9.050785375002306	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
JAK3	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	high	650	361	0	3610	0	0.008448	8.182213500025682	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
JAK3	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	650	329	0	3610	0	0.007968	6.987412500020582	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-sonnet-4-6	web_ncbi	1	contextual	tissue_restricted_surface	medium	666	529	7000	7220	1	0.048349	14.963128915987909	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KLK2	claude-sonnet-4-6	web_ncbi	2	contextual	cell_state_induced	medium	3	477	6546	7220	1	0.0438775	15.182307749986649	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KLK2	claude-sonnet-4-6	web_ncbi	3	contextual	tissue_restricted_surface	medium	666	465	5871	7220	1	0.04315525	13.732579458039254	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	761	378	0	3610	0	0.009036	12.95465237495955	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
KRAS	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	761	336	0	3610	0	0.008406	10.384954583016224	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
KRAS	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	high	761	350	0	3610	0	0.008616	9.951273209007923	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-sonnet-4-6	web_ncbi	1	contextual	lysosomal_exocytosis	high	590	454	7573	7220	1	0.04914475	14.260794625035487	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP1	claude-sonnet-4-6	web_ncbi	2	contextual	lysosomal_exocytosis	high	3	452	587	14793	1	0.023428150000000002	12.517323957988992	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP1	claude-sonnet-4-6	web_ncbi	3	contextual	lysosomal_exocytosis	high	590	461	8108	7220	1	0.051256	16.728210625005886	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-sonnet-4-6	web_ncbi	1	contextual	lysosomal_exocytosis	high	635	412	6501	7220	1	0.04462975	12.751325040997472	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP2	claude-sonnet-4-6	web_ncbi	2	contextual	lysosomal_exocytosis	high	3	471	7951	7220	1	0.04905625	13.010942791006528	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP2	claude-sonnet-4-6	web_ncbi	3	contextual	lysosomal_exocytosis	high	635	373	7584	7220	1	0.048106	11.042611207987648	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	680	454	6339	7220	1	0.04478725	13.63521379197482	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LAMP3	claude-sonnet-4-6	web_ncbi	2	contextual	dual_localization	high	3	461	6609	7220	1	0.04387375	13.914856959017925	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LAMP3	claude-sonnet-4-6	web_ncbi	3	contextual	dual_localization	high	680	406	6339	7220	1	0.04406725	12.303756124980282	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LGR5	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	3	420	8532	7220	1	0.05047	17.283667916955892	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LGR5	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	high	659	260	0	3610	0	0.00696	6.277311791025568	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LGR5	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	high	660	400	9419	7220	1	0.05546725	11.923140834027436	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LRRC32	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	582	335	7640	7220	1	0.047587000000000004	11.500511125021148	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRC32	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	high	2	238	579	3610	0	0.00683025	5.916069625003729	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRC32	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	high	582	312	5679	7220	1	0.03988825	9.710636583040468	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRK2	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	700	479	5785	7220	1	0.04314475	15.174714207998477	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LRRK2	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	3	487	6482	7220	1	0.0437875	13.379003582987934	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LRRK2	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	700	469	6729	7220	1	0.04653475	14.29307479201816	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LY6K	claude-sonnet-4-6	web_ncbi	1	contextual	tissue_restricted_surface	high	619	434	7664	7220	1	0.049273000000000004	14.316012582974508	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LY6K	claude-sonnet-4-6	web_ncbi	2	contextual	tissue_restricted_surface	high	3	419	7972	7220	1	0.048355	13.427013207983691	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LY6K	claude-sonnet-4-6	web_ncbi	3	contextual	tissue_restricted_surface	high	620	495	14433	18154	2	0.08885495	16.836578708025627	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYN	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	615	453	6295	7220	1	0.04441225	12.871324333013035	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYN	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	3	453	612	13515	1	0.0231535	12.57949908397859	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYN	claude-sonnet-4-6	web_ncbi	3	no	inner_leaflet_anchored	high	615	484	6295	7220	1	0.04487725	16.430077750002965	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYPD1	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	629	265	6832	7220	1	0.043648	9.147548291017301	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD1	claude-sonnet-4-6	web_ncbi	2	yes	gpi_anchored	high	3	406	7781	7220	1	0.04744375	11.925222999998368	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD1	claude-sonnet-4-6	web_ncbi	3	yes	gpi_anchored	high	629	436	7155	7220	1	0.04742425	11.925662500027101	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD3	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	573	366	8981	7220	1	0.053053750000000004	15.496137834037654	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYPD3	claude-sonnet-4-6	web_ncbi	2	yes	gpi_anchored	high	3	331	8812	7220	1	0.050185	11.491085708024912	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYPD3	claude-sonnet-4-6	web_ncbi	3	yes	gpi_anchored	high	573	312	8242	7220	1	0.0494725	9.425764041021466	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
MAP2K1	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	676	333	0	3610	0	0.008106	8.589682792022359	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K1	claude-sonnet-4-6	web_ncbi	2	no	inner_leaflet_anchored	high	2	320	674	3610	0	0.0084165	8.085553541022819	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K1	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	676	303	0	3610	0	0.007656	6.32402474997798	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K2	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	691	329	0	3610	0	0.008091	7.6517861249740236	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MAP2K2	claude-sonnet-4-6	web_ncbi	2	no	cytoplasmic	high	2	339	689	3610	0	0.00875775	8.178246499970555	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MAP2K2	claude-sonnet-4-6	web_ncbi	3	no	cytoplasmic	high	691	329	0	3610	0	0.008091	8.816880957980175	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MC1R	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	665	214	0	3610	0	0.006288	6.181975832965691	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MC1R	claude-sonnet-4-6	web_ncbi	2	yes	multipass_with_exposed_loops	high	2	208	663	3610	0	0.00669525	5.782426374964416	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MC1R	claude-sonnet-4-6	web_ncbi	3	yes	multipass_with_exposed_loops	high	665	240	0	3610	0	0.006678	5.636372916982509	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MSLN	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	663	305	0	3610	0	0.007647	7.747097916027997	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MSLN	claude-sonnet-4-6	web_ncbi	2	yes	gpi_anchored	high	2	260	661	3610	0	0.00746775	7.021513334009796	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MSLN	claude-sonnet-4-6	web_ncbi	3	yes	gpi_anchored	high	663	275	0	3610	0	0.007197	6.132384207972791	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MUC1	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	743	356	0	3610	0	0.008652	8.200441083987243	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC1	claude-sonnet-4-6	web_ncbi	2	yes	classical_surface_receptor	high	2	290	741	3610	0	0.00821775	7.882388375001028	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC1	claude-sonnet-4-6	web_ncbi	3	yes	classical_surface_receptor	high	743	274	0	3610	0	0.007422	9.129471916996408	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC16	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	668	298	0	3610	0	0.007557	7.325320000003558	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
