gene_symbol	hgnc_id	uniprot_accession	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source	src_uniprot	src_go	src_hpa	src_surfy	src_cspa	src_sonnet	up_length	up_tm_count	up_signal_count	up_topo_extracellular_count	up_lipidation_count	up_glyc_count	up_keywords	up_has_signal	up_has_tm	up_has_glyc	up_has_lipidation	up_has_extracellular_topo	up_multi_pass	topo_gpi_anchored	topo_intramembrane	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_palmitoylated_only	topo_no_tm_no_signal	deeptmhmm_label	deeptm_TM_NO_SP	deeptm_SP_plus_TM	deeptm_SP_only	deeptm_BETA	deeptm_GLOB	gene_group	fam_gpcr	fam_olfactory_receptor	fam_slc_transporter	fam_abc_transporter	fam_cd_molecule	fam_ig_domain	fam_rtk	fam_tetraspanin	fam_cadherin	fam_integrin	fam_voltage_gated_channel	fam_ligand_gated_channel	fam_connexin	fam_claudin	fam_mhc_hla	fam_tnfrsf	fam_chemokine_ligand	fam_chemokine_receptor	fam_ras_gtpase	fam_rho_gtpase	fam_arf_gtpase	fam_src_kinase	fam_g_protein_subunit	schweke_homomer
ATP9B	HGNC:13541	O43861	ENSG00000166377	374868	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only	1	0	0	0	0	0	1147.0	10.0	0.0	5.0	0.0	0.0	Alternative splicing|ATP-binding|Golgi apparatus|Lipid transport|Magnesium|Membrane|Metal-binding|Nucleotide-binding|Proteomics identification|Reference proteome|Translocase|Transmembrane|Transmembrane helix|Transport	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							ATPase phospholipid transporting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATXN10	HGNC:10549	Q9UBB4	ENSG00000130638	25814	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													Armadillo like helical domain containing|MicroRNA protein coding host genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATXN3	HGNC:7106	P54252	ENSG00000066427	4287	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													MJD deubiquinating enzymes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATXN7L3	HGNC:25416	Q14CW9	ENSG00000087152	56970	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only	0	0	1	0	0	0																													SAGA complex|Ataxin 7 family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AXIN1	HGNC:903	O15169	ENSG00000103126	8312	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	862.0	0.0	0.0	0.0	0.0	0.0	3D-structure|ADP-ribosylation|Alternative splicing|Apoptosis|Cell membrane|Cytoplasm|Developmental protein|Disease variant|Isopeptide bond|Membrane|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|Tumor suppressor|Ubl conjugation|Wnt signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							Protein phosphatase 1 regulatory subunits	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
B3GALT2	HGNC:917	O43825	ENSG00000162630	8707	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only	0	0	1	0	0	0																													Beta 3-glycosyltransferases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3GNT2	HGNC:15629	Q9NY97	ENSG00000170340	10678	1	0	0	0	1	0	0	0	no	high	endomembrane_resident			m1_only	0	0	0	0	1	0																													Beta 3-glycosyltransferases|MicroRNA protein coding host genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BAG5	HGNC:941	Q9UL15	ENSG00000166170	9529	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													BAG cochaperones	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BAIAP2L1	HGNC:21649	Q9UHR4	ENSG00000006453	55971	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only	0	0	1	0	0	0																													I-BAR domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BANK1	HGNC:18233	Q8NDB2	ENSG00000153064	55024	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													Ankyrin repeat domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BASP1	HGNC:957	P80723	ENSG00000176788	10409	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only	0	0	1	0	0	0	227.0	0.0	0.0	0.0	1.0	0.0	Alternative splicing|Cell membrane|Cell projection|Direct protein sequencing|Isopeptide bond|Lipoprotein|Membrane|Myristate|Phosphoprotein|Proteomics identification|Reference proteome|Ubl conjugation	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0																															0.0
BAX	HGNC:959	Q07812	ENSG00000087088	581	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													BCL2 family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBIP1	HGNC:28093	A8MTZ0	ENSG00000214413	92482	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0																													BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBOF1	HGNC:19855	Q8ND07	ENSG00000119636	80127	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																																																					1.0
BBS1	HGNC:966	Q8NFJ9	ENSG00000174483	582	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	593.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Alternative splicing|Bardet-Biedl syndrome|Cell membrane|Cell projection|Ciliopathy|Cilium|Cilium biogenesis/degradation|Cytoplasm|Cytoskeleton|Disease variant|Intellectual disability|Membrane|Obesity|Olfaction|Protein transport|Proteomics identification|Reference proteome|Sensory transduction|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS2	HGNC:967	Q9BXC9	ENSG00000125124	583	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	721.0	0.0	0.0	0.0	0.0	0.0	Bardet-Biedl syndrome|Cell membrane|Cell projection|Ciliopathy|Cilium|Cilium biogenesis/degradation|Coiled coil|Cytoplasm|Cytoskeleton|Disease variant|Intellectual disability|Membrane|Obesity|Protein transport|Proteomics identification|Reference proteome|Retinitis pigmentosa|Sensory transduction|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS4	HGNC:969	Q96RK4	ENSG00000140463	585	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	519.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Alternative splicing|Bardet-Biedl syndrome|Cell membrane|Cell projection|Ciliopathy|Cilium|Cilium biogenesis/degradation|Cytoplasm|Cytoskeleton|Disease variant|Flagellum|Intellectual disability|Membrane|Obesity|Protein transport|Proteomics identification|Reference proteome|Repeat|Sensory transduction|TPR repeat|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							Tetratricopeptide repeat domain containing|BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS5	HGNC:970	Q8N3I7	ENSG00000163093	129880	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	341.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Alternative splicing|Bardet-Biedl syndrome|Cell membrane|Cell projection|Ciliopathy|Cilium|Cilium biogenesis/degradation|Cytoplasm|Cytoskeleton|Disease variant|Intellectual disability|Membrane|Obesity|Protein transport|Proteomics identification|Reference proteome|Sensory transduction|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS7	HGNC:18758	Q8IWZ6	ENSG00000138686	55212	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	715.0	0.0	0.0	0.0	0.0	0.0	Acetylation|Alternative splicing|Bardet-Biedl syndrome|Cell membrane|Cell projection|Ciliopathy|Cilium|Cilium biogenesis/degradation|Cytoplasm|Cytoskeleton|Disease variant|Intellectual disability|Membrane|Obesity|Protein transport|Proteomics identification|Reference proteome|Sensory transduction|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBS9	HGNC:30000	Q3SYG4	ENSG00000122507	27241	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0	887.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Alternative splicing|Bardet-Biedl syndrome|Cell membrane|Cell projection|Chromosomal rearrangement|Ciliopathy|Cilium|Cilium biogenesis/degradation|Cytoplasm|Cytoskeleton|Disease variant|Intellectual disability|Membrane|Obesity|Protein transport|Proteomics identification|Reference proteome|Sensory transduction|Transport|Vision	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							BBSome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCAR1	HGNC:971	P56945	ENSG00000050820	9564	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only	0	0	1	0	0	0																													Cas scaffold protein family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCAR3	HGNC:973	O75815	ENSG00000137936	8412	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													SH2 domain containing|NSP adaptor proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCHE	HGNC:983	P06276	ENSG00000114200	590	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only	0	0	0	0	1	0																													Cholinesterase family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BCL2L12	HGNC:13787	Q9HB09	ENSG00000126453	83596	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													BCL2 family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCL6B	HGNC:1002	Q8N143	ENSG00000161940	255877	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only	0	0	1	0	0	0																													Zinc fingers C2H2-type|BTB domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BCR	HGNC:1014	P11274	ENSG00000186716	613	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													Pleckstrin homology domain containing|Dbl family Rho GEFs|C2 domain containing|My-T-BRC complex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	HGNC:1033	P23560	ENSG00000176697	627	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only	0	0	0	0	1	0																													Neurotrophins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BEND6	HGNC:20871	Q5SZJ8	ENSG00000151917	221336	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only	0	0	1	0	0	0																													BEN domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BFSP1	HGNC:1040	Q12934	ENSG00000125864	631	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0	665.0	0.0	0.0	0.0	1.0	0.0	Acetylation|Alternative splicing|Cataract|Cell membrane|Coiled coil|Cytoplasm|Cytoskeleton|Eye lens protein|Intermediate filament|Lipoprotein|Membrane|Myristate|Phosphoprotein|Proteomics identification|Reference proteome|Repeat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0							Beaded filament structural proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIN1	HGNC:1052	O00499	ENSG00000136717	274	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only	0	1	0	0	0	0	593.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Alternative splicing|Cell membrane|Coiled coil|Cytoplasm|Developmental protein|Differentiation|Disease variant|Endocytosis|Endosome|Host-virus interaction|Membrane|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|SH3 domain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							N-BAR domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BIRC2	HGNC:590	Q13490	ENSG00000110330	329	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only	0	1	0	0	0	0																													Ring finger proteins|Baculoviral IAP repeat containing|Caspase recruitment domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BLNK	HGNC:14211	Q8WV28	ENSG00000095585	29760	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0	456.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Alternative splicing|B-cell activation|Cell membrane|Cytoplasm|Direct protein sequencing|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|SH2 domain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							SH2 domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP2	HGNC:1069	P12643	ENSG00000125845	650	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only	0	1	0	0	0	0																													Bone morphogenetic proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BPNT2	HGNC:26019	Q9NX62	ENSG00000104331	54928	1	0	0	0	1	0	0	0	no	high	endomembrane_resident			m1_only	0	0	0	0	1	0																																																					0.0
BRAF	HGNC:1097	P15056	ENSG00000157764	673	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0	766.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Allosteric enzyme|ATP-binding|Cardiomyopathy|Cell membrane|Chromosomal rearrangement|Cytoplasm|Deafness|Direct protein sequencing|Disease variant|Ectodermal dysplasia|Intellectual disability|Isopeptide bond|Kinase|Membrane|Metal-binding|Methylation|Nucleotide-binding|Nucleus|Phosphoprotein|Proteomics identification|Proto-oncogene|Reference proteome|Serine/threonine-protein kinase|Transferase|Ubl conjugation|Zinc|Zinc-finger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							Mitogen-activated protein kinase kinase kinases|RAF family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRK1	HGNC:23057	Q8WUW1	ENSG00000254999	55845	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													SCAR/WAVE complex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSCL2	HGNC:15832	Q96G97	ENSG00000168000	26580	1	0	0	0	1	0	0	0	no	high	endomembrane_resident			m1_only	0	0	0	0	1	0																																																					1.0
BSDC1	HGNC:25501	Q9NW68	ENSG00000160058	55108	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																																																					0.0
BTBD18	HGNC:37214	B2RXH4	ENSG00000233436	643376	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only	0	0	1	0	0	0																													BTB domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BTK	HGNC:1133	Q06187	ENSG00000010671	695	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only	0	0	1	0	0	0	659.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Adaptive immunity|Alternative promoter usage|Apoptosis|ATP-binding|Cell membrane|Cytoplasm|Direct protein sequencing|Disease variant|Dwarfism|Immunity|Innate immunity|Kinase|Lipid-binding|Membrane|Metal-binding|Nucleotide-binding|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|SH2 domain|SH3 domain|Transcription|Transcription regulation|Transferase|Tyrosine-protein kinase|Zinc|Zinc-finger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							Pleckstrin homology domain containing|SH2 domain containing|Tec family tyrosine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTRC	HGNC:1144	Q9Y297	ENSG00000166167	8945	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																													WD repeat domain containing|F-box and WD repeat domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BZW2	HGNC:18808	Q9Y6E2	ENSG00000136261	28969	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only	0	0	1	0	0	0																																																					0.0
C1QA	HGNC:1241	P02745	ENSG00000173372	712	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	245.0	0.0	1.0	0.0	0.0	5.0	3D-structure|Collagen|Complement pathway|Direct protein sequencing|Disulfide bond|Glycoprotein|Host-virus interaction|Hydroxylation|Immunity|Innate immunity|Proteomics identification|Reference proteome|Repeat|Secreted|Signal	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Complement system activation components|C1q domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
C1QC	HGNC:1245	P02747	ENSG00000159189	714	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	245.0	0.0	1.0	0.0	0.0	1.0	3D-structure|Collagen|Complement pathway|Direct protein sequencing|Disease variant|Disulfide bond|Glycoprotein|Hydroxylation|Immunity|Innate immunity|Proteomics identification|Reference proteome|Repeat|Secreted|Signal	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Complement system activation components|C1q domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
C1R	HGNC:1246	P00736	ENSG00000159403	715	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	705.0	0.0	1.0	0.0	0.0	4.0	3D-structure|Autocatalytic cleavage|Complement pathway|Direct protein sequencing|Disease variant|Disulfide bond|EGF-like domain|Ehlers-Danlos syndrome|Glycoprotein|Hydrolase|Hydroxylation|Immunity|Innate immunity|Phosphoprotein|Protease|Proteomics identification|Reference proteome|Repeat|Secreted|Serine protease|Signal|Sushi	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Sushi domain containing|Complement system activation components	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1S	HGNC:1247	P09871	ENSG00000182326	716	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	688.0	0.0	1.0	0.0	0.0	2.0	3D-structure|Calcium|Complement pathway|Direct protein sequencing|Disease variant|Disulfide bond|EGF-like domain|Ehlers-Danlos syndrome|Glycoprotein|Hydrolase|Hydroxylation|Immunity|Innate immunity|Metal-binding|Protease|Proteomics identification|Reference proteome|Repeat|Secreted|Serine protease|Signal|Sushi	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Sushi domain containing|Complement system activation components	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2	HGNC:1248	P06681	ENSG00000166278	717	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	752.0	0.0	1.0	0.0	0.0	8.0	3D-structure|Age-related macular degeneration|Alternative splicing|Complement pathway|Direct protein sequencing|Disease variant|Disulfide bond|Glycoprotein|Hydrolase|Immunity|Innate immunity|Metal-binding|Protease|Proteomics identification|Reference proteome|Repeat|Secreted|Serine protease|Signal|Sushi	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Sushi domain containing|Complement system activation components	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4B	HGNC:1324	P0C0L5	ENSG00000224389	721	1	1	0	0	0	0	0	0	no	high	secreted_only			m1_only	1	0	0	0	0	0	1744.0	0.0	1.0	0.0	0.0	4.0	3D-structure|Blood group antigen|Cell projection|Cleavage on pair of basic residues|Complement pathway|Direct protein sequencing|Disulfide bond|Glycoprotein|Immunity|Inflammatory response|Innate immunity|Phosphoprotein|Proteomics identification|Reference proteome|Secreted|Signal|Sulfation|Synapse|Systemic lupus erythematosus|Thioester bond	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Blood group antigens|C3 and PZP like, alpha-2-macroglobulin domain containing|Complement system activation components	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4BPA	HGNC:1325	P04003	ENSG00000123838	722	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only	0	0	0	0	1	0																													Sushi domain containing|Complement system regulators and receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4BPB	HGNC:1328	P20851	ENSG00000123843	725	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only	0	0	0	0	1	0																													Sushi domain containing|Complement system regulators and receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
