gene_symbol	hgnc_id	uniprot_acc	prior_reason
TRAFD1	HGNC:24808	O14545	cytoplasmic
TRAK1	HGNC:29947	Q9UPV9	cytoplasmic
TRAK2	HGNC:13206	O60296	cytoplasmic
TRANK1	HGNC:29011	O15050	cytoplasmic
TRAP1	HGNC:16264	Q12931	mitochondrial_internal
TRAPPC2B	HGNC:10710	P0DI82	cytoplasmic
TRAPPC2L	HGNC:30887	Q9UL33	cytoplasmic
TRAPPC6A	HGNC:23069	O75865	cytoplasmic
TRAPPC6B	HGNC:23066	Q86SZ2	cytoplasmic
TRAPPC9	HGNC:30832	Q96Q05	cytoplasmic
TRDMT1	HGNC:2977	O14717	cytoplasmic
TRERF1	HGNC:18273	Q96PN7	nuclear
TREX2	HGNC:12270	Q9BQ50	nuclear
TRIAP1	HGNC:26937	O43715	mitochondrial_internal
TRIB2	HGNC:30809	Q92519	cytoplasmic
TRIB3	HGNC:16228	Q96RU7	cytoplasmic
TRIM10	HGNC:10072	Q9UDY6	cytoplasmic
TRIM11	HGNC:16281	Q96F44	cytoplasmic
TRIM14	HGNC:16283	Q14142	cytoplasmic
TRIM15	HGNC:16284	Q9C019	cytoplasmic
TRIM16	HGNC:17241	O95361	cytoplasmic
TRIM17	HGNC:13430	Q9Y577	cytoplasmic
TRIM2	HGNC:15974	Q9C040	cytoplasmic
TRIM21	HGNC:11312	P19474	cytoplasmic
TRIM22	HGNC:16379	Q8IYM9	cytoplasmic
TRIM24	HGNC:11812	O15164	nuclear
TRIM25	HGNC:12932	Q14258	cytoplasmic
TRIM26	HGNC:12962	Q12899	cytoplasmic
TRIM27	HGNC:9975	P14373	nuclear
TRIM28	HGNC:16384	Q13263	nuclear
TRIM29	HGNC:17274	Q14134	cytoplasmic
TRIM3	HGNC:10064	O75382	cytoplasmic
TRIM31	HGNC:16289	Q9BZY9	cytoplasmic
TRIM32	HGNC:16380	Q13049	cytoplasmic
TRIM33	HGNC:16290	Q9UPN9	nuclear
TRIM34	HGNC:10063	Q9BYJ4	cytoplasmic
TRIM35	HGNC:16285	Q9UPQ4	cytoplasmic
TRIM36	HGNC:16280	Q9NQ86	cytoplasmic
TRIM37	HGNC:7523	O94972	cytoplasmic
TRIM39	HGNC:10065	Q9HCM9	cytoplasmic
TRIM40	HGNC:18736	Q6P9F5	cytoplasmic
TRIM41	HGNC:19013	Q8WV44	cytoplasmic
TRIM42	HGNC:19014	Q8IWZ5	cytoplasmic
TRIM43	HGNC:19015	Q96BQ3	cytoplasmic
TRIM43B	HGNC:37146	A6NCK2	cytoplasmic
TRIM45	HGNC:19018	Q9H8W5	cytoplasmic
TRIM46	HGNC:19019	Q7Z4K8	cytoplasmic
TRIM47	HGNC:19020	Q96LD4	cytoplasmic
TRIM48	HGNC:19021	Q8IWZ4	cytoplasmic
TRIM49	HGNC:13431	P0CI25	cytoplasmic
TRIM49B	HGNC:42955	A6NDI0	cytoplasmic
TRIM49C	HGNC:38877	P0CI26	cytoplasmic
TRIM49D1	HGNC:43973	C9J1S8	cytoplasmic
TRIM49D2	HGNC:37217	C9J1S8	cytoplasmic
TRIM5	HGNC:16276	Q9C035	cytoplasmic
TRIM50	HGNC:19017	Q86XT4	cytoplasmic
TRIM51	HGNC:19023	Q9BSJ1	cytoplasmic
TRIM51G	HGNC:43972	A0A3B3IT33	cytoplasmic
TRIM52	HGNC:19024	Q96A61	cytoplasmic
TRIM55	HGNC:14215	Q9BYV6	cytoplasmic
TRIM56	HGNC:19028	Q9BRZ2	cytoplasmic
TRIM58	HGNC:24150	Q8NG06	cytoplasmic
TRIM59	HGNC:30834	Q8IWR1	cytoplasmic
TRIM6	HGNC:16277	Q9C030	nuclear
TRIM60	HGNC:21162	Q495X7	cytoplasmic
TRIM61	HGNC:24339	Q5EBN2	cytoplasmic
TRIM62	HGNC:25574	Q9BVG3	cytoplasmic
TRIM63	HGNC:16007	Q969Q1	cytoplasmic
TRIM64	HGNC:14663	A6NGJ6	cytoplasmic
TRIM64B	HGNC:37147	A6NI03	cytoplasmic
TRIM64C	HGNC:37148	A6NLI5	cytoplasmic
TRIM65	HGNC:27316	Q6PJ69	cytoplasmic
TRIM66	HGNC:29005	O15016	nuclear
TRIM67	HGNC:31859	Q6ZTA4	cytoplasmic
TRIM68	HGNC:21161	Q6AZZ1	cytoplasmic
TRIM69	HGNC:17857	Q86WT6	cytoplasmic
TRIM7	HGNC:16278	Q9C029	cytoplasmic
TRIM73	HGNC:18162	Q86UV7	cytoplasmic
TRIM74	HGNC:17453	Q86UV6	cytoplasmic
TRIM75	HGNC:32686	A6NK02	cytoplasmic
TRIM77	HGNC:34228	I1YAP6	cytoplasmic
TRIM8	HGNC:15579	Q9BZR9	nuclear
TRIM9	HGNC:16288	Q9C026	cytoplasmic
TRIML1	HGNC:26698	Q8N9V2	cytoplasmic
TRIOBP	HGNC:17009	Q9H2D6	cytoplasmic
TRIP12	HGNC:12306	Q14669	nuclear
TRIP13	HGNC:12307	Q15645	cytoplasmic
TRIP4	HGNC:12310	Q15650	nuclear
TRIR	HGNC:28424	Q9BQ61	nuclear
TRIT1	HGNC:20286	Q9H3H1	mitochondrial_internal
TRMO	HGNC:30967	Q9BU70	cytoplasmic
TRMT10A	HGNC:28403	Q8TBZ6	cytoplasmic
TRMT10C	HGNC:26022	Q7L0Y3	mitochondrial_internal
TRMT11	HGNC:21080	Q7Z4G4	cytoplasmic
TRMT112	HGNC:26940	Q9UI30	nuclear
TRMT1L	HGNC:16782	Q7Z2T5	cytoplasmic
TRMT2A	HGNC:24974	Q8IZ69	nuclear
TRMT2B	HGNC:25748	Q96GJ1	cytoplasmic
TRMT44	HGNC:26653	Q8IYL2	cytoplasmic
TRMT5	HGNC:23141	Q32P41	mitochondrial_internal
TRMT61A	HGNC:23790	Q96FX7	nuclear
TRMT61B	HGNC:26070	Q9BVS5	mitochondrial_internal
TRMT9B	HGNC:26725	Q9P272	cytoplasmic
TRMU	HGNC:25481	O75648	mitochondrial_internal
TRNAU1AP	HGNC:30813	Q9NX07	cytoplasmic
TRNP1	HGNC:34348	Q6NT89	nuclear
TRNT1	HGNC:17341	Q96Q11	cytoplasmic
TROAP	HGNC:12327	Q12815	cytoplasmic
TRPC4AP	HGNC:16181	Q8TEL6	cytoplasmic
TRPC5OS	HGNC:40593	A6NMA1	nuclear
TRPS1	HGNC:12340	Q9UHF7	nuclear
TRPT1	HGNC:20316	Q86TN4	cytoplasmic
TRRAP	HGNC:12347	Q9Y4A5	nuclear
TRUB1	HGNC:16060	Q8WWH5	cytoplasmic
TRUB2	HGNC:17170	O95900	mitochondrial_internal
TSACC	HGNC:30636	Q96A04	cytoplasmic
TSBP1	HGNC:13922	Q5SRN2	nuclear
TSC1	HGNC:12362	Q92574	cytoplasmic
TSC2	HGNC:12363	P49815	cytoplasmic
TSC22D1	HGNC:16826	Q15714	nuclear
TSC22D2	HGNC:29095	O75157	nuclear
TSC22D3	HGNC:3051	Q99576	cytoplasmic
TSC22D4	HGNC:21696	Q9Y3Q8	nuclear
TSEN15	HGNC:16791	Q8WW01	cytoplasmic
TSEN2	HGNC:28422	Q8NCE0	nuclear
TSEN34	HGNC:15506	Q9BSV6	cytoplasmic
TSEN54	HGNC:27561	Q7Z6J9	cytoplasmic
TSFM	HGNC:12367	P43897	mitochondrial_internal
TSGA10	HGNC:14927	Q9BZW7	cytoplasmic
TSGA10IP	HGNC:26555	Q3SY00	cytoplasmic
TSHZ1	HGNC:10669	Q6ZSZ6	nuclear
TSHZ2	HGNC:13010	Q9NRE2	nuclear
TSKS	HGNC:30719	Q9UJT2	cytoplasmic
TSN	HGNC:12379	Q15631	cytoplasmic
TSNAX	HGNC:12380	Q99598	cytoplasmic
TSNAXIP1	HGNC:18586	Q2TAA8	cytoplasmic
TSPO	HGNC:1158	P30536	mitochondrial_internal
TSPOAP1	HGNC:16831	O95153	cytoplasmic
TSPY1	HGNC:12381	Q01534	nuclear
TSPY10	HGNC:37473	P0CW01	nuclear
TSPY2	HGNC:23924	A6NKD2	nuclear
TSPY3	HGNC:33876	P0CV98	nuclear
TSPY4	HGNC:37287	P0CV99	nuclear
TSPY8	HGNC:37471	P0CW00	nuclear
TSPY9	HGNC:37472	A0A494C1R9	nuclear
TSPYL1	HGNC:12382	Q9H0U9	nuclear
TSPYL2	HGNC:24358	Q9H2G4	nuclear
TSPYL4	HGNC:21559	Q9UJ04	nuclear
TSPYL5	HGNC:29367	Q86VY4	nuclear
TSPYL6	HGNC:14521	Q8N831	nuclear
TSR1	HGNC:25542	Q2NL82	nuclear
TSR2	HGNC:25455	Q969E8	nuclear
TSR3	HGNC:14175	Q9UJK0	cytoplasmic
TSSC4	HGNC:12386	Q9Y5U2	nuclear
TSSK1B	HGNC:14968	Q9BXA7	cytoplasmic
TSSK2	HGNC:11401	Q96PF2	cytoplasmic
TSSK3	HGNC:15473	Q96PN8	cytoplasmic
TSSK4	HGNC:19825	Q6SA08	cytoplasmic
TSSK6	HGNC:30410	Q9BXA6	cytoplasmic
TST	HGNC:12388	Q16762	mitochondrial_internal
TSTD1	HGNC:35410	Q8NFU3	cytoplasmic
TSTD2	HGNC:30087	Q5T7W7	cytoplasmic
TTBK1	HGNC:19140	Q5TCY1	cytoplasmic
TTBK2	HGNC:19141	Q6IQ55	cytoplasmic
TTC1	HGNC:12391	Q99614	cytoplasmic
TTC13	HGNC:26204	Q8NBP0	cytoplasmic
TTC14	HGNC:24697	Q96N46	cytoplasmic
TTC16	HGNC:26536	Q8NEE8	cytoplasmic
TTC19	HGNC:26006	Q6DKK2	mitochondrial_internal
TTC21A	HGNC:30761	Q8NDW8	cytoplasmic
TTC21B	HGNC:25660	Q7Z4L5	cytoplasmic
TTC22	HGNC:26067	Q5TAA0	cytoplasmic
TTC23	HGNC:25730	Q5W5X9	cytoplasmic
TTC23L	HGNC:26355	Q6PF05	cytoplasmic
TTC24	HGNC:32348	A2A3L6	cytoplasmic
TTC27	HGNC:25986	Q6P3X3	cytoplasmic
TTC28	HGNC:29179	Q96AY4	cytoplasmic
TTC29	HGNC:29936	Q8NA56	cytoplasmic
TTC3	HGNC:12393	P53804	cytoplasmic
TTC31	HGNC:25759	Q49AM3	cytoplasmic
TTC32	HGNC:32954	Q5I0X7	cytoplasmic
TTC33	HGNC:29959	Q6PID6	cytoplasmic
TTC34	HGNC:34297	A8MYJ7	cytoplasmic
TTC36	HGNC:33708	A6NLP5	cytoplasmic
TTC39A	HGNC:18657	Q5SRH9	cytoplasmic
TTC39B	HGNC:23704	Q5VTQ0	cytoplasmic
TTC39C	HGNC:26595	Q8N584	cytoplasmic
TTC4	HGNC:12394	O95801	cytoplasmic
TTC5	HGNC:19274	Q8N0Z6	cytoplasmic
TTC6	HGNC:19739	Q86TZ1	cytoplasmic
TTC9	HGNC:20267	Q92623	cytoplasmic
TTC9B	HGNC:26395	Q8N6N2	cytoplasmic
TTC9C	HGNC:28432	Q8N5M4	cytoplasmic
TTF1	HGNC:12397	Q15361	nuclear
TTF2	HGNC:12398	Q9UNY4	nuclear
TTI1	HGNC:29029	O43156	cytoplasmic
TTI2	HGNC:26262	Q6NXR4	cytoplasmic
TTK	HGNC:12401	P33981	cytoplasmic
TTL	HGNC:21586	Q8NG68	cytoplasmic
TTLL1	HGNC:1312	O95922	cytoplasmic
TTLL11	HGNC:18113	Q8NHH1	cytoplasmic
TTLL2	HGNC:21211	Q9BWV7	cytoplasmic
TTLL3	HGNC:24483	Q9Y4R7	cytoplasmic
TTLL4	HGNC:28976	Q14679	cytoplasmic
TTLL5	HGNC:19963	Q6EMB2	cytoplasmic
TTLL6	HGNC:26664	Q8N841	cytoplasmic
TTLL7	HGNC:26242	Q6ZT98	cytoplasmic
TTLL8	HGNC:34000	A6PVC2	cytoplasmic
TTLL9	HGNC:16118	Q3SXZ7	cytoplasmic
TTN	HGNC:12403	Q8WZ42	cytoplasmic
TTPA	HGNC:12404	P49638	cytoplasmic
TTPAL	HGNC:16114	Q9BTX7	cytoplasmic
TUBA1A	HGNC:20766	Q71U36	cytoplasmic
TUBA1B	HGNC:18809	P68363	cytoplasmic
TUBA1C	HGNC:20768	Q9BQE3	cytoplasmic
TUBA3C	HGNC:12408	P0DPH7	cytoplasmic
TUBA3D	HGNC:24071	P0DPH8	cytoplasmic
TUBA3E	HGNC:20765	Q6PEY2	cytoplasmic
TUBA4A	HGNC:12407	P68366	cytoplasmic
TUBA4B	HGNC:18637	Q9H853	cytoplasmic
TUBA8	HGNC:12410	Q9NY65	cytoplasmic
TUBAL3	HGNC:23534	A6NHL2	cytoplasmic
TUBB	HGNC:20778	P07437	cytoplasmic
TUBB1	HGNC:16257	Q9H4B7	cytoplasmic
TUBB2A	HGNC:12412	Q13885	cytoplasmic
TUBB2B	HGNC:30829	Q9BVA1	cytoplasmic
TUBB3	HGNC:20772	Q13509	cytoplasmic
TUBB4A	HGNC:20774	P04350	cytoplasmic
TUBB4B	HGNC:20771	P68371	cytoplasmic
TUBB6	HGNC:20776	Q9BUF5	cytoplasmic
TUBB8	HGNC:20773	Q3ZCM7	cytoplasmic
TUBB8B	HGNC:24983	A6NNZ2	cytoplasmic
TUBD1	HGNC:16811	Q9UJT1	cytoplasmic
TUBE1	HGNC:20775	Q9UJT0	cytoplasmic
TUBG1	HGNC:12417	P23258	cytoplasmic
TUBG2	HGNC:12419	Q9NRH3	cytoplasmic
TUBGCP2	HGNC:18599	Q9BSJ2	cytoplasmic
TUBGCP3	HGNC:18598	Q96CW5	cytoplasmic
TUBGCP4	HGNC:16691	Q9UGJ1	cytoplasmic
TUBGCP5	HGNC:18600	Q96RT8	cytoplasmic
TUBGCP6	HGNC:18127	Q96RT7	cytoplasmic
TUFM	HGNC:12420	P49411	mitochondrial_internal
TUFT1	HGNC:12422	Q9NNX1	cytoplasmic
TULP2	HGNC:12424	O00295	cytoplasmic
TULP4	HGNC:15530	Q9NRJ4	cytoplasmic
TUSC1	HGNC:31010	Q2TAM9	cytoplasmic
TUSC2	HGNC:17034	O75896	mitochondrial_internal
TUT1	HGNC:26184	Q9H6E5	nuclear
TUT4	HGNC:28981	Q5TAX3	cytoplasmic
TUT7	HGNC:25817	Q5VYS8	cytoplasmic
TWF2	HGNC:9621	Q6IBS0	cytoplasmic
TWIST1	HGNC:12428	Q15672	nuclear
TWIST2	HGNC:20670	Q8WVJ9	nuclear
TWNK	HGNC:1160	Q96RR1	mitochondrial_internal
TXLNA	HGNC:30685	P40222	cytoplasmic
TXLNB	HGNC:21617	Q8N3L3	cytoplasmic
TXLNG	HGNC:18578	Q9NUQ3	cytoplasmic
TXN2	HGNC:17772	Q99757	mitochondrial_internal
TXNDC17	HGNC:28218	Q9BRA2	cytoplasmic
TXNDC2	HGNC:16470	Q86VQ3	cytoplasmic
TXNDC9	HGNC:24110	O14530	cytoplasmic
TXNL1	HGNC:12436	O43396	cytoplasmic
TXNL4A	HGNC:30551	P83876	nuclear
TXNL4B	HGNC:26041	Q9NX01	cytoplasmic
TXNRD1	HGNC:12437	Q16881	cytoplasmic
TXNRD2	HGNC:18155	Q9NNW7	mitochondrial_internal
TXNRD3	HGNC:20667	Q86VQ6	cytoplasmic
TYMS	HGNC:12441	P04818	cytoplasmic
TYW1	HGNC:25598	Q9NV66	cytoplasmic
TYW1B	HGNC:33908	Q6NUM6	cytoplasmic
TYW2	HGNC:26091	Q53H54	cytoplasmic
TYW5	HGNC:26754	A2RUC4	cytoplasmic
U2AF1	HGNC:12453	Q01081	nuclear
U2AF1L4	HGNC:23020	Q8WU68	nuclear
U2AF2	HGNC:23156	P26368	nuclear
U2SURP	HGNC:30855	O15042	nuclear
UACA	HGNC:15947	Q9BZF9	cytoplasmic
UAP1L1	HGNC:28082	Q3KQV9	cytoplasmic
UBA2	HGNC:30661	Q9UBT2	cytoplasmic
UBA5	HGNC:23230	Q9GZZ9	cytoplasmic
UBA6	HGNC:25581	A0AVT1	cytoplasmic
UBA7	HGNC:12471	P41226	cytoplasmic
UBALD2	HGNC:28438	Q8IYN6	cytoplasmic
UBAP1L	HGNC:40028	F5GYI3	cytoplasmic
UBAP2	HGNC:14185	Q5T6F2	cytoplasmic
UBAP2L	HGNC:29877	Q14157	cytoplasmic
UBASH3A	HGNC:12462	P57075	cytoplasmic
UBASH3B	HGNC:29884	Q8TF42	cytoplasmic
UBB	HGNC:12463	P0CG47	cytoplasmic
UBC	HGNC:12468	P0CG48	cytoplasmic
UBD	HGNC:18795	O15205	cytoplasmic
UBE2D1	HGNC:12474	P51668	cytoplasmic
UBE2E1	HGNC:12477	P51965	cytoplasmic
UBE2E2	HGNC:12478	Q96LR5	cytoplasmic
UBE2E3	HGNC:12479	Q969T4	cytoplasmic
UBE2F	HGNC:12480	Q969M7	cytoplasmic
UBE2G1	HGNC:12482	P62253	cytoplasmic
UBE2G2	HGNC:12483	P60604	cytoplasmic
UBE2H	HGNC:12484	P62256	cytoplasmic
UBE2I	HGNC:12485	P63279	cytoplasmic
UBE2L3	HGNC:12488	P68036	cytoplasmic
UBE2L5	HGNC:13477	A0A1B0GUS4	cytoplasmic
UBE2L6	HGNC:12490	O14933	cytoplasmic
UBE2M	HGNC:12491	P61081	cytoplasmic
UBE2N	HGNC:12492	P61088	cytoplasmic
UBE2NL	HGNC:31710	Q5JXB2	cytoplasmic
UBE2O	HGNC:29554	Q9C0C9	cytoplasmic
UBE2Q1	HGNC:15698	Q7Z7E8	cytoplasmic
UBE2Q2	HGNC:19248	Q8WVN8	cytoplasmic
UBE2QL1	HGNC:37269	A1L167	cytoplasmic
UBE2R2	HGNC:19907	Q712K3	cytoplasmic
UBE2T	HGNC:25009	Q9NPD8	cytoplasmic
UBE2U	HGNC:28559	Q5VVX9	cytoplasmic
UBE2V1	HGNC:12494	Q13404	nuclear
UBE2V2	HGNC:12495	Q15819	cytoplasmic
UBE2W	HGNC:25616	Q96B02	nuclear
UBE2Z	HGNC:25847	Q9H832	cytoplasmic
UBE3A	HGNC:12496	Q05086	cytoplasmic
UBE3B	HGNC:13478	Q7Z3V4	cytoplasmic
UBE3C	HGNC:16803	Q15386	cytoplasmic
UBE3D	HGNC:21381	Q7Z6J8	cytoplasmic
UBE4A	HGNC:12499	Q14139	cytoplasmic
UBE4B	HGNC:12500	O95155	cytoplasmic
UBFD1	HGNC:30565	O14562	cytoplasmic
UBL4A	HGNC:12505	P11441	cytoplasmic
UBL4B	HGNC:32309	Q8N7F7	cytoplasmic
UBL5	HGNC:13736	Q9BZL1	cytoplasmic
UBL7	HGNC:28221	Q96S82	cytoplasmic
UBLCP1	HGNC:28110	Q8WVY7	nuclear
UBN1	HGNC:12506	Q9NPG3	nuclear
UBN2	HGNC:21931	Q6ZU65	nuclear
UBOX5	HGNC:17777	O94941	cytoplasmic
UBP1	HGNC:12507	Q9NZI7	nuclear
UBQLN1	HGNC:12508	Q9UMX0	cytoplasmic
UBQLN3	HGNC:12510	Q9H347	cytoplasmic
UBQLN4	HGNC:1237	Q9NRR5	cytoplasmic
UBQLNL	HGNC:28294	Q8IYU4	cytoplasmic
UBR1	HGNC:16808	Q8IWV7	cytoplasmic
UBR3	HGNC:30467	Q6ZT12	cytoplasmic
UBR4	HGNC:30313	Q5T4S7	cytoplasmic
UBR5	HGNC:16806	O95071	cytoplasmic
UBR7	HGNC:20344	Q8N806	cytoplasmic
UBTD2	HGNC:24463	Q8WUN7	cytoplasmic
UBTF	HGNC:12511	P17480	nuclear
UBTFL1	HGNC:14533	P0CB47	nuclear
UBXN1	HGNC:18402	Q04323	cytoplasmic
UBXN10	HGNC:26354	Q96LJ8	cytoplasmic
UBXN11	HGNC:30600	Q5T124	cytoplasmic
UBXN2A	HGNC:27265	P68543	cytoplasmic
UBXN2B	HGNC:27035	Q14CS0	cytoplasmic
UBXN6	HGNC:14928	Q9BZV1	cytoplasmic
UBXN7	HGNC:29119	O94888	nuclear
UCHL1	HGNC:12513	P09936	cytoplasmic
UCHL3	HGNC:12515	P15374	cytoplasmic
UCHL5	HGNC:19678	Q9Y5K5	cytoplasmic
UCK1	HGNC:14859	Q9HA47	cytoplasmic
UCK2	HGNC:12562	Q9BZX2	cytoplasmic
UCKL1	HGNC:15938	Q9NWZ5	cytoplasmic
UCP1	HGNC:12517	P25874	mitochondrial_internal
UCP2	HGNC:12518	P55851	mitochondrial_internal
UEVLD	HGNC:30866	Q8IX04	cytoplasmic
UFC1	HGNC:26941	Q9Y3C8	cytoplasmic
UFD1	HGNC:12520	Q92890	cytoplasmic
UFL1	HGNC:23039	O94874	cytoplasmic
UFM1	HGNC:20597	P61960	cytoplasmic
UFSP1	HGNC:33821	Q6NVU6	cytoplasmic
UFSP2	HGNC:25640	Q9NUQ7	cytoplasmic
UGDH	HGNC:12525	O60701	cytoplasmic
UGP2	HGNC:12527	Q16851	cytoplasmic
UHMK1	HGNC:19683	Q8TAS1	cytoplasmic
UHRF1	HGNC:12556	Q96T88	nuclear
UHRF2	HGNC:12557	Q96PU4	nuclear
UIMC1	HGNC:30298	Q96RL1	nuclear
ULK1	HGNC:12558	O75385	cytoplasmic
ULK2	HGNC:13480	Q8IYT8	cytoplasmic
ULK3	HGNC:19703	Q6PHR2	cytoplasmic
ULK4	HGNC:15784	Q96C45	cytoplasmic
UMAD1	HGNC:48955	C9J7I0	cytoplasmic
UMPS	HGNC:12563	P11172	cytoplasmic
UNC119	HGNC:12565	Q13432	cytoplasmic
UNC119B	HGNC:16488	A6NIH7	cytoplasmic
UNC13D	HGNC:23147	Q70J99	cytoplasmic
UNC45A	HGNC:30594	Q9H3U1	cytoplasmic
UNC45B	HGNC:14304	Q8IWX7	cytoplasmic
UNC80	HGNC:26582	Q8N2C7	cytoplasmic
UNCX	HGNC:33194	A6NJT0	nuclear
UNG	HGNC:12572	P13051	nuclear
UNK	HGNC:29369	Q9C0B0	cytoplasmic
UNKL	HGNC:14184	Q9H9P5	cytoplasmic
UPB1	HGNC:16297	Q9UBR1	cytoplasmic
UPF1	HGNC:9962	Q92900	cytoplasmic
UPF2	HGNC:17854	Q9HAU5	cytoplasmic
UPF3B	HGNC:20439	Q9BZI7	nuclear
UPP1	HGNC:12576	Q16831	cytoplasmic
UPP2	HGNC:23061	O95045	cytoplasmic
UPRT	HGNC:28334	Q96BW1	cytoplasmic
UQCC2	HGNC:21237	Q9BRT2	mitochondrial_internal
UQCC3	HGNC:34399	Q6UW78	mitochondrial_internal
UQCC4	HGNC:27558	Q4G0I0	mitochondrial_internal
UQCC5	HGNC:37257	Q8WVI0	mitochondrial_internal
UQCR10	HGNC:30863	Q9UDW1	mitochondrial_internal
UQCR11	HGNC:30862	O14957	mitochondrial_internal
UQCRB	HGNC:12582	P14927	mitochondrial_internal
UQCRC1	HGNC:12585	P31930	mitochondrial_internal
UQCRC2	HGNC:12586	P22695	mitochondrial_internal
UQCRFS1	HGNC:12587	P47985	mitochondrial_internal
UQCRH	HGNC:12590	P07919	mitochondrial_internal
UQCRHL	HGNC:51714	A0A096LP55	mitochondrial_internal
UQCRQ	HGNC:29594	O14949	mitochondrial_internal
URB1	HGNC:17344	O60287	nuclear
URB2	HGNC:28967	Q14146	nuclear
URGCP	HGNC:30890	Q8TCY9	cytoplasmic
URI1	HGNC:13236	O94763	cytoplasmic
URM1	HGNC:28378	Q9BTM9	cytoplasmic
UROC1	HGNC:26444	Q96N76	cytoplasmic
UROD	HGNC:12591	P06132	cytoplasmic
UROS	HGNC:12592	P10746	cytoplasmic
USB1	HGNC:25792	Q9BQ65	nuclear
USF1	HGNC:12593	P22415	nuclear
USF2	HGNC:12594	Q15853	nuclear
USF3	HGNC:30494	Q68DE3	nuclear
USH1C	HGNC:12597	Q9Y6N9	cytoplasmic
USH1G	HGNC:16356	Q495M9	cytoplasmic
USHBP1	HGNC:24058	Q8N6Y0	cytoplasmic
USO1	HGNC:30904	O60763	cytoplasmic
USP1	HGNC:12607	O94782	cytoplasmic
USP10	HGNC:12608	Q14694	cytoplasmic
USP11	HGNC:12609	P51784	cytoplasmic
USP12	HGNC:20485	O75317	cytoplasmic
USP13	HGNC:12611	Q92995	cytoplasmic
USP15	HGNC:12613	Q9Y4E8	cytoplasmic
USP16	HGNC:12614	Q9Y5T5	nuclear
USP17L1	HGNC:37182	Q7RTZ2	cytoplasmic
USP17L10	HGNC:44438	C9JJH3	cytoplasmic
USP17L11	HGNC:44439	C9JVI0	cytoplasmic
USP17L12	HGNC:44440	C9JPN9	cytoplasmic
USP17L13	HGNC:44441	C9JLJ4	cytoplasmic
USP17L15	HGNC:44443	C9J2P7	cytoplasmic
USP17L17	HGNC:44445	D6RBQ6	cytoplasmic
USP17L18	HGNC:44446	D6R9N7	cytoplasmic
USP17L19	HGNC:44447	D6RCP7	cytoplasmic
USP17L2	HGNC:34434	Q6R6M4	nuclear
USP17L20	HGNC:44448	D6RJB6	cytoplasmic
USP17L21	HGNC:44449	D6R901	cytoplasmic
USP17L22	HGNC:44450	D6RA61	cytoplasmic
USP17L23	HGNC:44451	D6RBM5	nuclear
USP17L24	HGNC:44453	Q0WX57	nuclear
USP17L25	HGNC:44452	Q0WX57	nuclear
USP17L26	HGNC:44454	Q0WX57	nuclear
USP17L27	HGNC:44455	Q0WX57	nuclear
USP17L28	HGNC:44456	Q0WX57	nuclear
USP17L29	HGNC:44457	Q0WX57	nuclear
USP17L3	HGNC:37175	A6NCW0	cytoplasmic
USP17L30	HGNC:44458	Q0WX57	nuclear
USP17L4	HGNC:37176	A6NCW7	cytoplasmic
USP17L5	HGNC:37177	A8MUK1	cytoplasmic
USP17L7	HGNC:37180	P0C7H9	cytoplasmic
USP17L8	HGNC:37181	P0C7I0	cytoplasmic
USP18	HGNC:12616	Q9UMW8	nuclear
USP19	HGNC:12617	O94966	cytoplasmic
USP21	HGNC:12620	Q9UK80	cytoplasmic
USP22	HGNC:12621	Q9UPT9	nuclear
USP24	HGNC:12623	Q9UPU5	cytoplasmic
USP25	HGNC:12624	Q9UHP3	cytoplasmic
USP26	HGNC:13485	Q9BXU7	cytoplasmic
USP27X	HGNC:13486	A6NNY8	cytoplasmic
USP28	HGNC:12625	Q96RU2	cytoplasmic
USP3	HGNC:12626	Q9Y6I4	nuclear
USP30	HGNC:20065	Q70CQ3	mitochondrial_internal
USP31	HGNC:20060	Q70CQ4	nuclear
USP32	HGNC:19143	Q8NFA0	cytoplasmic
USP33	HGNC:20059	Q8TEY7	cytoplasmic
USP34	HGNC:20066	Q70CQ2	cytoplasmic
USP35	HGNC:20061	Q9P2H5	cytoplasmic
USP36	HGNC:20062	Q9P275	nuclear
USP37	HGNC:20063	Q86T82	nuclear
USP38	HGNC:20067	Q8NB14	cytoplasmic
USP39	HGNC:20071	Q53GS9	nuclear
USP4	HGNC:12627	Q13107	cytoplasmic
USP40	HGNC:20069	Q9NVE5	cytoplasmic
USP42	HGNC:20068	Q9H9J4	cytoplasmic
USP43	HGNC:20072	Q70EL4	nuclear
USP44	HGNC:20064	Q9H0E7	cytoplasmic
USP45	HGNC:20080	Q70EL2	cytoplasmic
USP46	HGNC:20075	P62068	cytoplasmic
USP47	HGNC:20076	Q96K76	cytoplasmic
USP48	HGNC:18533	Q86UV5	cytoplasmic
USP49	HGNC:20078	Q70CQ1	cytoplasmic
USP5	HGNC:12628	P45974	cytoplasmic
USP50	HGNC:20079	Q70EL3	cytoplasmic
USP51	HGNC:23086	Q70EK9	nuclear
USP54	HGNC:23513	Q70EL1	cytoplasmic
USP7	HGNC:12630	Q93009	cytoplasmic
USP8	HGNC:12631	P40818	cytoplasmic
USP9X	HGNC:12632	Q93008	cytoplasmic
USPL1	HGNC:20294	Q5W0Q7	nuclear
UTF1	HGNC:12634	Q5T230	nuclear
UTP11	HGNC:24329	Q9Y3A2	nuclear
