gene_symbol	uniprot_accession	hgnc_id	ensembl_gene	m1_n_db_votes	m1_uniprot_flag	m1_go_flag	m1_hpa_flag	m1_surfy_flag	m1_cspa_flag	sonnet_verdict	sonnet_reason	sonnet_confidence	source
RGS9BP	Q6ZS82	HGNC:30304	ENSG00000186326	2	1	0	1	0	0	contextual	tissue_restricted_surface	medium	both
RHAG	Q02094	HGNC:10006	ENSG00000112077	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RHBDD1	Q8TEB9	HGNC:23081	ENSG00000144468	1	1	0	0	0	0				m1_only
RHBDD3	Q9Y3P4	HGNC:1308	ENSG00000100263	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RHBDF2	Q6PJF5	HGNC:20788	ENSG00000129667	2	0	0	0	1	1	yes	multipass_with_exposed_loops	high	both
RHBDL2	Q9NX52	HGNC:16083	ENSG00000158315	1	0	0	0	1	0	yes	multipass_with_exposed_loops	medium	both
RHBDL3	P58872	HGNC:16502	ENSG00000141314	0	0	0	0	0	0	yes	multipass_with_exposed_loops	medium	sonnet_only
RHBG	Q9H310	HGNC:14572	ENSG00000132677	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
RHCE	P18577	HGNC:10008	ENSG00000188672	0	0	0	0	0	0	yes	multipass_with_exposed_loops	high	sonnet_only
RHCG	Q9UBD6	HGNC:18140	ENSG00000140519	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
RHD	Q02161	HGNC:10009	ENSG00000187010	1	0	0	1	0	0	yes	multipass_with_exposed_loops	high	both
RHEX	Q6ZWK4	HGNC:25341	ENSG00000263961	1	0	0	1	0	0	yes	classical_surface_receptor	medium	both
RHO	P08100	HGNC:10012	ENSG00000163914	3	1	1	0	1	0	contextual	tissue_restricted_surface	high	both
RHOA	P61586	HGNC:667	ENSG00000067560	2	0	1	1	0	0				m1_only
RHOB	P62745	HGNC:668	ENSG00000143878	1	0	1	0	0	0				m1_only
RHOBTB2	Q9BYZ6	HGNC:18756	ENSG00000008853	1	0	0	1	0	0				m1_only
RHOC	P08134	HGNC:669	ENSG00000155366	1	0	1	0	0	0				m1_only
RHOJ	Q9H4E5	HGNC:688	ENSG00000126785	1	0	0	1	0	0				m1_only
RHOXF2	Q9BQY4	HGNC:30011	ENSG00000131721	1	0	0	1	0	0	contextual	dual_localization	low	both
RHOXF2B	P0C7M4	HGNC:33519	ENSG00000203989	1	0	0	1	0	0				m1_only
RIC8A	Q9NPQ8	HGNC:29550	ENSG00000177963	1	0	0	1	0	0				m1_only
RIGI	O95786	HGNC:19102	ENSG00000107201	2	0	1	1	0	0				m1_only
RIMS1	Q86UR5	HGNC:17282	ENSG00000079841	1	0	1	0	0	0				m1_only
RIMS2	Q9UQ26	HGNC:17283	ENSG00000176406	2	0	1	1	0	0				m1_only
RIMS3	Q9UJD0	HGNC:21292	ENSG00000117016	1	0	1	0	0	0				m1_only
RIMS4	Q9H426	HGNC:16183	ENSG00000101098	1	0	1	0	0	0				m1_only
RIOK2	Q9BVS4	HGNC:18999	ENSG00000058729	1	0	0	1	0	0				m1_only
RIOK3	O14730	HGNC:11451	ENSG00000101782	1	0	0	1	0	0				m1_only
RIPK1	Q13546	HGNC:10019	ENSG00000137275	2	0	1	1	0	0				m1_only
RIPOR2	Q9Y4F9	HGNC:13872	ENSG00000111913	1	1	0	0	0	0				m1_only
RLN2	P04090	HGNC:10027	ENSG00000107014	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RMP24	Q32NC0	HGNC:28802	ENSG00000141428	1	0	0	1	0	0				m1_only
RNASE10	Q5GAN6	HGNC:19275	ENSG00000182545	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
RNASE11	Q8TAA1	HGNC:19269	ENSG00000173464	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
RNASE12	Q5GAN4	HGNC:24211	ENSG00000258436	0	0	0	0	0	0	contextual	other	low	sonnet_only
RNASE13	Q5GAN3	HGNC:25285	ENSG00000206150	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
RNASE2	P10153	HGNC:10045	ENSG00000169385	0	0	0	0	0	0	contextual	cell_state_induced	low	sonnet_only
RNASE4	P34096	HGNC:10047	ENSG00000258818	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RNASE9	P60153	HGNC:20673	ENSG00000188655	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
RNASEK	Q6P5S7	HGNC:33911	ENSG00000219200	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RNASET2	O00584	HGNC:21686	ENSG00000026297	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
RND1	Q92730	HGNC:18314	ENSG00000172602	1	0	0	1	0	0				m1_only
RNF114	Q9Y508	HGNC:13094	ENSG00000124226	1	0	0	1	0	0				m1_only
RNF128	Q8TEB7	HGNC:21153	ENSG00000133135	1	0	0	0	1	0	contextual	cell_state_induced	medium	both
RNF13	O43567	HGNC:10057	ENSG00000082996	2	0	0	0	1	1				m1_only
RNF130	Q86XS8	HGNC:18280	ENSG00000113269	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
RNF145	Q96MT1	HGNC:20853	ENSG00000145860	1	0	0	1	0	0				m1_only
RNF146	Q9NTX7	HGNC:21336	ENSG00000118518	1	0	0	1	0	0	contextual	dual_localization	low	both
RNF149	Q8NC42	HGNC:23137	ENSG00000163162	3	0	0	1	1	1				m1_only
RNF150	Q9ULK6	HGNC:23138	ENSG00000170153	2	1	0	0	1	0				m1_only
RNF166	Q96A37	HGNC:28856	ENSG00000158717	1	0	0	1	0	0				m1_only
RNF167	Q9H6Y7	HGNC:24544	ENSG00000108523	1	0	0	0	1	0				m1_only
RNF180	Q86T96	HGNC:27752	ENSG00000164197	1	1	0	0	0	0				m1_only
RNF215	Q9Y6U7	HGNC:33434	ENSG00000099999	1	1	0	0	0	0				m1_only
RNF31	Q96EP0	HGNC:16031	ENSG00000092098	1	0	1	0	0	0				m1_only
RNF39	Q9H2S5	HGNC:18064	ENSG00000204618	1	0	0	1	0	0				m1_only
RNF43	Q68DV7	HGNC:18505	ENSG00000108375	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
RNFT1	Q5M7Z0	HGNC:30206	ENSG00000189050	1	0	0	0	1	0				m1_only
RNFT2	Q96EX2	HGNC:25905	ENSG00000135119	1	1	0	0	0	0				m1_only
RO60	P10155	HGNC:11313	ENSG00000116747	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
ROBO1	Q9Y6N7	HGNC:10249	ENSG00000169855	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ROBO2	Q9HCK4	HGNC:10250	ENSG00000185008	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
ROBO3	Q96MS0	HGNC:13433	ENSG00000154134	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
ROBO4	Q8WZ75	HGNC:17985	ENSG00000154133	1	0	0	1	0	0	yes	classical_surface_receptor	high	both
ROM1	Q03395	HGNC:10254	ENSG00000149489	1	0	0	1	0	0	contextual	tissue_restricted_surface	medium	both
ROR1	Q01973	HGNC:10256	ENSG00000185483	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
ROR2	Q01974	HGNC:10257	ENSG00000169071	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
ROS1	P08922	HGNC:10261	ENSG00000047936	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
RP2	O75695	HGNC:10274	ENSG00000102218	2	0	1	1	0	0				m1_only
RPE	Q96AT9	HGNC:10293	ENSG00000197713	1	0	0	1	0	0				m1_only
RPEL1	Q2QD12	HGNC:45241	ENSG00000235376	1	0	0	1	0	0				m1_only
RPH3A	Q9Y2J0	HGNC:17056	ENSG00000089169	1	0	1	0	0	0				m1_only
RPL29	P47914	HGNC:10331	ENSG00000162244	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
RPL36AL	Q969Q0	HGNC:10346	ENSG00000165502	1	0	0	1	0	0				m1_only
RPLP0	P05388	HGNC:10371	ENSG00000089157	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
RPLP2	P05387	HGNC:10377	ENSG00000177600	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
RPN1	P04843	HGNC:10381	ENSG00000163902	2	0	0	0	1	1				m1_only
RPN2	P04844	HGNC:10382	ENSG00000118705	1	0	0	0	0	1				m1_only
RPRM	Q9NS64	HGNC:24201	ENSG00000177519	1	0	0	0	1	0	contextual	dual_localization	low	both
RPRML	Q8N4K4	HGNC:32422	ENSG00000179673	1	0	0	0	1	0				m1_only
RPS3	P23396	HGNC:10420	ENSG00000149273	1	0	1	0	0	0				m1_only
RPSA	P08865	HGNC:6502	ENSG00000168028	1	0	0	1	0	0	contextual	dual_localization	medium	both
RPSA2	A0A8I5KQE6	HGNC:36809	ENSG00000288920	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
RPTN	Q6XPR3	HGNC:26809	ENSG00000215853	1	0	1	0	0	0				m1_only
RPUSD1	Q9UJJ7	HGNC:14173	ENSG00000007376	1	0	0	1	0	0				m1_only
RRAD	P55042	HGNC:10446	ENSG00000166592	1	0	0	1	0	0				m1_only
RRH	O14718	HGNC:10450	ENSG00000180245	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RRP12	Q5JTH9	HGNC:29100	ENSG00000052749	1	0	0	1	0	0	contextual	dual_localization	low	both
RS1	O15537	HGNC:10457	ENSG00000102104	1	0	1	0	0	0				m1_only
RSBN1L	Q6PCB5	HGNC:24765	ENSG00000187257	1	0	0	1	0	0				m1_only
RSC1A1	Q92681			1	0	0	1	0	0				m1_only
RSKR	Q96LW2	HGNC:26314	ENSG00000167524	1	0	0	1	0	0				m1_only
RSPH10B	P0C881	HGNC:27362	ENSG00000155026	1	0	0	1	0	0				m1_only
RSPH10B2	B2RC85	HGNC:34385	ENSG00000169402	1	0	0	1	0	0				m1_only
RSPO1	Q2MKA7	HGNC:21679	ENSG00000169218	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
RSPO3	Q9BXY4	HGNC:20866	ENSG00000146374	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
RSPO4	Q2I0M5	HGNC:16175	ENSG00000101282	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
RTL3	Q8N8U3	HGNC:22997	ENSG00000179300	1	0	0	1	0	0				m1_only
RTL4	Q6ZR62	HGNC:25214	ENSG00000187823	1	0	0	1	0	0				m1_only
RTL8C	O15255	HGNC:2569	ENSG00000134590	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RTN2	O75298	HGNC:10468	ENSG00000125744	1	0	1	0	0	0				m1_only
RTN4	Q9NQC3	HGNC:14085	ENSG00000115310	1	0	0	0	0	1	contextual	dual_localization	medium	both
RTN4R	Q9BZR6	HGNC:18601	ENSG00000040608	4	0	1	1	1	1	yes	gpi_anchored	high	both
RTN4RL1	Q86UN2	HGNC:21329	ENSG00000185924	3	0	1	1	1	0	yes	gpi_anchored	high	both
RTN4RL2	Q86UN3	HGNC:23053	ENSG00000186907	2	0	1	0	1	0	yes	gpi_anchored	high	both
RTP1	P59025	HGNC:28580	ENSG00000175077	2	1	1	0	0	0	yes	classical_surface_receptor	medium	both
RTP2	Q5QGT7	HGNC:32486	ENSG00000198471	2	1	1	0	0	0	yes	classical_surface_receptor	medium	both
RTP3	Q9BQQ7	HGNC:15572	ENSG00000163825	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
RTP5	Q14D33	HGNC:26585	ENSG00000188011	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
RXFP1	Q9HBX9	HGNC:19718	ENSG00000171509	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RXFP2	Q8WXD0	HGNC:17318	ENSG00000133105	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RXFP3	Q9NSD7	HGNC:24883	ENSG00000182631	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RXFP4	Q8TDU9	HGNC:14666	ENSG00000173080	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
RXYLT1	Q9Y2B1	HGNC:13530	ENSG00000118600	1	1	0	0	0	0				m1_only
RYK	P34925	HGNC:10481	ENSG00000163785	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
RYR1	P21817	HGNC:10483	ENSG00000196218	1	0	1	0	0	0				m1_only
RYR2	Q92736	HGNC:10484	ENSG00000198626	1	0	1	0	0	0				m1_only
RYR3	Q15413	HGNC:10485	ENSG00000198838	2	0	1	0	0	1				m1_only
S100A10	P60903	HGNC:10487	ENSG00000197747	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
S100A11	P31949	HGNC:10488	ENSG00000163191	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
S100A12	P80511	HGNC:10489	ENSG00000163221	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S100A13	Q99584	HGNC:10490	ENSG00000189171	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S100A14	Q9HCY8	HGNC:18901	ENSG00000189334	1	0	0	1	0	0				m1_only
S100A16	Q96FQ6	HGNC:20441	ENSG00000188643	1	0	0	1	0	0	contextual	dual_localization	low	both
S100A2	P29034	HGNC:10492	ENSG00000196754	1	0	0	1	0	0				m1_only
S100A3	P33764	HGNC:10493	ENSG00000188015	1	0	0	1	0	0				m1_only
S100A4	P26447	HGNC:10494	ENSG00000196154	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
S100A6	P06703	HGNC:10496	ENSG00000197956	2	0	1	1	0	0				m1_only
S100A7	P31151	HGNC:10497	ENSG00000143556	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S100A7A	Q86SG5	HGNC:21657	ENSG00000184330	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S100A8	P05109	HGNC:10498	ENSG00000143546	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S100A9	P06702	HGNC:10499	ENSG00000163220	1	0	0	1	0	0	contextual	cell_state_induced	medium	both
S100B	P04271	HGNC:10500	ENSG00000160307	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
S100P	P25815	HGNC:10504	ENSG00000163993	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
S1PR1	P21453	HGNC:3165	ENSG00000170989	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
S1PR2	O95136	HGNC:3169	ENSG00000267534	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
S1PR3	Q99500	HGNC:3167	ENSG00000213694	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
S1PR4	O95977	HGNC:3170	ENSG00000125910	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
S1PR5	Q9H228	HGNC:14299	ENSG00000180739	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
SAMD10	Q9BYL1	HGNC:16129	ENSG00000130590	1	0	1	0	0	0				m1_only
SAMD12	Q8N8I0	HGNC:31750	ENSG00000177570	1	0	1	0	0	0				m1_only
SAMD4A	Q9UPU9	HGNC:23023	ENSG00000020577	1	0	0	1	0	0				m1_only
SAMHD1	Q9Y3Z3	HGNC:15925	ENSG00000101347	1	0	1	0	0	0				m1_only
SAMSN1	Q9NSI8	HGNC:10528	ENSG00000155307	1	0	0	1	0	0				m1_only
SAPCD1	Q5SSQ6	HGNC:13938	ENSG00000228727	1	0	0	1	0	0				m1_only
SAPCD2	Q86UD0	HGNC:28055	ENSG00000186193	1	1	0	0	0	0				m1_only
SASH3	O75995	HGNC:15975	ENSG00000122122	1	0	0	1	0	0				m1_only
SAXO4	Q7Z5V6	HGNC:28869	ENSG00000162148	1	0	0	1	0	0				m1_only
SBSN	Q6UWP8	HGNC:24950	ENSG00000189001	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
SC5D	O75845	HGNC:10547	ENSG00000109929	1	0	0	1	0	0				m1_only
SCAMP1	O15126	HGNC:10563	ENSG00000085365	0	0	0	0	0	0	yes	multipass_with_exposed_loops	medium	sonnet_only
SCAMP2	O15127	HGNC:10564	ENSG00000140497	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
SCAMP3	O14828	HGNC:10565	ENSG00000116521	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
SCAMP4	Q969E2	HGNC:30385	ENSG00000227500	1	0	0	1	0	0				m1_only
SCAMP5	Q8TAC9	HGNC:30386	ENSG00000198794	1	1	0	0	0	0	contextual	dual_localization	medium	both
SCAP	Q12770	HGNC:30634	ENSG00000114650	2	0	0	0	1	1				m1_only
SCARA3	Q6AZY7	HGNC:19000	ENSG00000168077	2	1	0	0	0	1	yes	classical_surface_receptor	high	both
SCARA5	Q6ZMJ2	HGNC:28701	ENSG00000168079	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SCARB1	Q8WTV0	HGNC:1664	ENSG00000073060	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
SCARB2	Q14108	HGNC:1665	ENSG00000138760	2	0	0	0	1	1	contextual	lysosomal_exocytosis	high	both
SCARF1	Q14162	HGNC:16820	ENSG00000074660	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
SCARF2	Q96GP6	HGNC:19869	ENSG00000244486	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SCART1	Q4G0T1	HGNC:32411	ENSG00000214279	2	1	0	0	1	0	contextual	tissue_restricted_surface	low	both
SCEL	O95171	HGNC:10573	ENSG00000136155	2	0	1	1	0	0	contextual	tissue_restricted_surface	medium	both
SCG2	P13521	HGNC:10575	ENSG00000171951	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
SCGN	O76038	HGNC:16941	ENSG00000079689	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
SCHIP1	P0DPB3	HGNC:15678	ENSG00000151967	1	0	0	1	0	0				m1_only
SCIMP	Q6UWF3	HGNC:33504	ENSG00000161929	1	0	1	0	0	0	yes	classical_surface_receptor	high	both
SCIN	Q9Y6U3	HGNC:21695	ENSG00000006747	1	0	0	1	0	0				m1_only
SCN10A	Q9Y5Y9	HGNC:10582	ENSG00000185313	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCN11A	Q9UI33	HGNC:10583	ENSG00000168356	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCN1A	P35498	HGNC:10585	ENSG00000144285	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
SCN1B	Q07699	HGNC:10586	ENSG00000105711	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
SCN2A	Q99250	HGNC:10588	ENSG00000136531	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
SCN2B	O60939	HGNC:10589	ENSG00000149575	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
SCN3A	Q9NY46	HGNC:10590	ENSG00000153253	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCN3B	Q9NY72	HGNC:20665	ENSG00000166257	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
SCN4A	P35499	HGNC:10591	ENSG00000007314	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCN4B	Q8IWT1	HGNC:10592	ENSG00000177098	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
SCN5A	Q14524	HGNC:10593	ENSG00000183873	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
SCN7A	Q01118	HGNC:10594	ENSG00000136546	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
SCN8A	Q9UQD0	HGNC:10596	ENSG00000196876	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
SCN9A	Q15858	HGNC:10597	ENSG00000169432	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
SCNN1A	P37088	HGNC:10599	ENSG00000111319	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCNN1B	P51168	HGNC:10600	ENSG00000168447	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
SCNN1D	P51172	HGNC:10601	ENSG00000162572	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
SCNN1G	P51170	HGNC:10602	ENSG00000166828	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
SCPEP1	Q9HB40	HGNC:29507	ENSG00000121064	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
SCPPPQ1	A0A411D538	HGNC:56851		0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
SCRG1	O75711	HGNC:17036	ENSG00000164106	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
SCRIB	Q14160	HGNC:30377	ENSG00000180900	2	0	1	1	0	0				m1_only
SCTR	P47872	HGNC:10608	ENSG00000080293	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
SCUBE1	Q8IWY4	HGNC:13441	ENSG00000159307	1	0	1	0	0	0	yes	classical_surface_receptor	high	both
SCUBE2	Q9NQ36	HGNC:30425	ENSG00000175356	2	1	1	0	0	0	contextual	stable_surface_attachment	medium	both
SCUBE3	Q8IX30	HGNC:13655	ENSG00000146197	3	1	1	1	0	0	contextual	stable_surface_attachment	medium	both
SDC1	P18827	HGNC:10658	ENSG00000115884	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
SDC2	P34741	HGNC:10659	ENSG00000169439	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
SDC3	O75056	HGNC:10660	ENSG00000162512	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
SDC4	P31431	HGNC:10661	ENSG00000124145	3	1	1	1	0	0	yes	classical_surface_receptor	high	both
SDCBP	O00560	HGNC:10662	ENSG00000137575	1	0	1	0	0	0				m1_only
SDE2	Q6IQ49	HGNC:26643	ENSG00000143751	1	0	0	1	0	0				m1_only
SDIM1	Q6ZPB5	HGNC:38749		1	1	0	0	0	0	contextual	cell_state_induced	low	both
SDK1	Q7Z5N4	HGNC:19307	ENSG00000146555	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SDK2	Q58EX2	HGNC:19308	ENSG00000069188	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEC11B	P0C7V7			1	1	0	0	0	0				m1_only
SEC16B	Q96JE7	HGNC:30301	ENSG00000120341	1	0	0	1	0	0				m1_only
SEC22B	O75396	HGNC:10700	ENSG00000265808	1	0	0	0	0	1				m1_only
SEC61G	P60059	HGNC:18277	ENSG00000132432	1	1	0	0	0	0				m1_only
SECTM1	Q8WVN6	HGNC:10707	ENSG00000141574	2	1	0	0	1	0	contextual	dual_localization	medium	both
SEL1L	Q9UBV2	HGNC:10717	ENSG00000071537	1	0	0	0	0	1				m1_only
SEL1L2	Q5TEA6	HGNC:15897	ENSG00000101251	1	1	0	0	0	0				m1_only
SEL1L3	Q68CR1	HGNC:29108	ENSG00000091490	1	0	0	0	0	1				m1_only
SELE	P16581	HGNC:10718	ENSG00000007908	3	1	1	0	1	0	contextual	cell_state_induced	high	both
SELENOS	Q9BQE4	HGNC:30396	ENSG00000131871	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
SELL	P14151	HGNC:10720	ENSG00000188404	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
SELP	P16109	HGNC:10721	ENSG00000174175	4	1	1	0	1	1	contextual	cell_state_induced	high	both
SELPLG	Q14242	HGNC:10722	ENSG00000110876	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
SEMA3A	Q14563	HGNC:10723	ENSG00000075213	1	0	0	0	0	1	contextual	stable_surface_attachment	medium	both
SEMA3B	Q13214	HGNC:10724	ENSG00000012171	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
SEMA3C	Q99985	HGNC:10725	ENSG00000075223	2	0	0	1	0	1				m1_only
SEMA3D	O95025	HGNC:10726	ENSG00000153993	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
SEMA3E	O15041	HGNC:10727	ENSG00000170381	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
SEMA3G	Q9NS98	HGNC:30400	ENSG00000010319	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
SEMA4A	Q9H3S1	HGNC:10729	ENSG00000196189	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA4B	Q9NPR2	HGNC:10730	ENSG00000185033	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
SEMA4C	Q9C0C4	HGNC:10731	ENSG00000168758	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA4D	Q92854	HGNC:10732	ENSG00000187764	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
SEMA4F	O95754	HGNC:10734	ENSG00000135622	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA4G	Q9NTN9	HGNC:10735	ENSG00000095539	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA5A	Q13591	HGNC:10736	ENSG00000112902	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA5B	Q9P283	HGNC:10737	ENSG00000082684	2	1	0	0	1	0	contextual	dual_localization	medium	both
SEMA6A	Q9H2E6	HGNC:10738	ENSG00000092421	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
SEMA6B	Q9H3T3	HGNC:10739	ENSG00000167680	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
SEMA6C	Q9H3T2	HGNC:10740	ENSG00000143434	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
SEMA6D	Q8NFY4	HGNC:16770	ENSG00000137872	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
SEMA7A	O75326	HGNC:10741	ENSG00000138623	3	0	1	0	1	1	yes	gpi_anchored	high	both
SEMG1	P04279	HGNC:10742	ENSG00000124233	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
SEPTIN12	Q8IYM1	HGNC:26348	ENSG00000140623	1	0	1	0	0	0				m1_only
SEPTIN2	Q15019	HGNC:7729	ENSG00000168385	1	0	1	0	0	0				m1_only
SEPTIN7	Q16181	HGNC:1717	ENSG00000122545	1	0	1	0	0	0				m1_only
SERINC1	Q9NRX5	HGNC:13464	ENSG00000111897	2	0	0	0	1	1	contextual	dual_localization	medium	both
SERINC2	Q96SA4	HGNC:23231	ENSG00000168528	2	0	0	1	1	0	yes	multipass_with_exposed_loops	medium	both
SERINC3	Q13530	HGNC:11699	ENSG00000132824	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
SERINC4	A6NH21	HGNC:32237	ENSG00000184716	1	0	0	0	1	0	yes	multipass_with_exposed_loops	medium	both
SERINC5	Q86VE9	HGNC:18825	ENSG00000164300	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
SERPINA1	P01009	HGNC:8941	ENSG00000197249	1	0	0	0	0	1				m1_only
SERPINA12	Q8IW75	HGNC:18359	ENSG00000165953	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
SERPINA3	P01011	HGNC:16	ENSG00000196136	1	0	0	0	0	1				m1_only
SERPINA5	P05154	HGNC:8723	ENSG00000188488	1	0	1	0	0	0				m1_only
SERPINA9	Q86WD7	HGNC:15995	ENSG00000170054	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
SERPINB2	P05120	HGNC:8584	ENSG00000197632	1	0	0	0	0	1	contextual	dual_localization	medium	both
SERPINB3	P29508	HGNC:10569	ENSG00000057149	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
